,PlayerName,Tournament,TeamAbbrev,Teamname
433,Ben Lohre,AUDL 2017,DAL,Dallas Roughnecks
434,Ben Lohre,AUDL 2016,DAL,Dallas Roughnecks
435,Ben Macalalad,AUDL 2018,CHI,Chicago Wildfire
436,Ben Miller,AUDL 2018,SEA,Seattle Cascades
437,Ben Murphy,AUDL 2017,DET,Detroit Mechanix
438,Ben Murphy,AUDL 2016,DET,Detroit Mechanix
439,Ben Murphy,AUDL 2015,DET,Detroit Mechanix
440,Ben Murphy,AUDL 2013,DET,Detroit Mechanix
441,Ben Murphy,AUDL 2012,DET,Detroit Mechanix
442,Ben Nelson,AUDL 2018,MAD,Madison Radicals
443,Ben Nelson,AUDL 2017,MAD,Madison Radicals
444,Ben Nelson,AUDL 2016,MAD,Madison Radicals
445,Ben Nelson,AUDL 2015,MAD,Madison Radicals
446,Ben Nelson,AUDL 2014,MAD,Madison Radicals
447,Ben Nelson,AUDL 2013,MAD,Madison Radicals
448,Ben Pries,AUDL 2018,TOR,Toronto Rush
449,Ben Rehmann,AUDL 2014,CHI,Chicago Wildfire
450,Ben Rogers,AUDL 2018,DAL,Dallas Roughnecks
451,Ben Sage,AUDL 2015,CIN,Cincinnati Revolution
452,Ben Sage,AUDL 2013,CIN,Cincinnati Revolution
453,Ben Sage,AUDL 2012,COL,Columbus Cranes
454,Ben Scharadin,AUDL 2016,DC,DC Breeze
455,Ben Scharfstein,AUDL 2018,SF,San Francisco FlameThrowers
456,Ben Sever,AUDL 2016,CIN,Cincinnati Revolution
457,Ben Sever,AUDL 2014,CIN,Cincinnati Revolution
458,Ben Sever,AUDL 2012,CIN,Cincinnati Revolution
459,Ben Snell,AUDL 2017,SEA,Seattle Cascades
460,Ben Snell,AUDL 2016,SEA,Seattle Cascades
461,Ben Snell,AUDL 2015,RAL,Raleigh Flyers
462,Ben Souvey,AUDL 2016,SJ,San Jose Spiders
463,Ben Weyers,AUDL 2012,CON,Connecticut Consitution
464,Benet Clark,AUDL 2016,SD,San Diego Growlers
465,Benet Clark,AUDL 2015,SD,San Diego Growlers
466,Benjamin Burelle,AUDL 2018,TOR,Toronto Rush
467,Benjamin Burelle,AUDL 2017,TOR,Toronto Rush
468,Benjamin Burelle,AUDL 2016,VAN,Vancouver Riptide
469,Benjamin Eto,AUDL 2016,SD,San Diego Growlers
470,Benjamin Oort,AUDL 2018,TOR,Toronto Rush
471,Benjamin Parris,AUDL 2018,NSH,Nashville NightWatch
472,Benjamin Parris,AUDL 2013,IND,Indianapolis AlleyCats
473,Benjamin Parris,AUDL 2012,CIN,Cincinnati Revolution
474,Benjamin Preiss,AUDL 2018,DC,DC Breeze
475,Benjamin Spielman,AUDL 2018,NY,New York Empire
476,Benjy Keren,AUDL 2018,MAD,Madison Radicals
477,Benjy Keren,AUDL 2017,MAD,Madison Radicals
478,Benjy Keren,AUDL 2016,MAD,Madison Radicals
479,Benjy Keren,AUDL 2015,MAD,Madison Radicals
480,Benjy Keren,AUDL 2014,MAD,Madison Radicals
481,Benjy Keren,AUDL 2013,MAD,Madison Radicals
482,Bennett Wachob,AUDL 2018,TB,Tampa Bay Cannons
483,Bill Barnes,AUDL 2013,DC,DC Breeze
484,Bill Everhart,AUDL 2017,MAD,Madison Radicals
485,Bill Everhart,AUDL 2016,MAD,Madison Radicals
486,Bill Everhart,AUDL 2015,MAD,Madison Radicals
487,Bill Everhart,AUDL 2014,MAD,Madison Radicals
488,Bill Finn,AUDL 2013,CHI,Chicago Wildfire
489,Bill Kluender,AUDL 2018,CHI,Chicago Wildfire
490,Bill Kluender,AUDL 2017,CHI,Chicago Wildfire
491,Billy Katz,AUDL 2016,NY,New York Empire
492,Billy Katz,AUDL 2015,NY,New York Empire
493,Billy Katz,AUDL 2014,NY,New York Empire
494,Billy Katz,AUDL 2013,NY,New York Empire
495,Billy Mainwaring,AUDL 2018,DET,Detroit Mechanix
496,Billy Mainwaring,AUDL 2017,DET,Detroit Mechanix
497,Billy O'Bryan,AUDL 2018,TB,Tampa Bay Cannons
498,Billy O'Bryan,AUDL 2016,TB,Jacksonville Cannons
499,Blake Hannah,AUDL 2015,ATL,Atlanta Hustle
500,Blake Vanderbush,AUDL 2015,IND,Indianapolis AlleyCats
501,Blake Vanderbush,AUDL 2014,IND,Indianapolis AlleyCats
502,Blake Vanderbush,AUDL 2013,IND,Indianapolis AlleyCats
503,Blake Waldron,AUDL 2017,NSH,Nashville NightWatch
504,Blake Waldron,AUDL 2016,NSH,Nashville NightWatch
505,Blake Waldron,AUDL 2015,NSH,Nashville NightWatch
506,Bob Liu,AUDL 2018,RAL,Raleigh Flyers
507,Bob Liu,AUDL 2016,DC,DC Breeze
508,Bob Liu,AUDL 2015,CHI,Chicago Wildfire
509,Bob Liu,AUDL 2014,CHI,Chicago Wildfire
510,Bob Liu,AUDL 2013,CHI,Chicago Wildfire
511,Bob Madden,AUDL 2016,SF,San Francisco FlameThrowers
512,Bob Madden,AUDL 2015,SF,San Francisco FlameThrowers
513,Bobby Ley,AUDL 2018,TB,Tampa Bay Cannons
514,Bobby Ley,AUDL 2017,TB,Jacksonville Cannons
515,Bobby Ley,AUDL 2016,TB,Jacksonville Cannons
516,Bobby Moyer,AUDL 2017,DET,Detroit Mechanix
517,Bobby Moyer,AUDL 2016,DET,Detroit Mechanix
518,Bobby Patterson,AUDL 2017,TB,Jacksonville Cannons
519,Bobby Patterson,AUDL 2016,TB,Jacksonville Cannons
520,Bobby Patterson,AUDL 2015,TB,Jacksonville Cannons
521,Brad Houser,AUDL 2018,SEA,Seattle Cascades
522,Brad Houser,AUDL 2017,SEA,Seattle Cascades
523,Brad Houser,AUDL 2014,SEA,Seattle Raptors
524,Brad Jones,AUDL 2012,COL,Columbus Cranes
525,Brad Scott,AUDL 2018,DC,DC Breeze
526,Brad Scott,AUDL 2016,DC,DC Breeze
527,Brad Scott,AUDL 2015,DC,DC Breeze
528,Brad Scott,AUDL 2014,DC,DC Breeze
529,Brad Tinney,AUDL 2013,DC,DC Breeze
530,Bradley Seuntjens,AUDL 2018,TB,Tampa Bay Cannons
531,Bradley Seuntjens,AUDL 2017,TB,Jacksonville Cannons
532,Bradley Seuntjens,AUDL 2016,TB,Jacksonville Cannons
533,Bradley Seuntjens,AUDL 2015,TB,Jacksonville Cannons
534,Brandon  Lamberty,AUDL 2018,PHI,Philadelphia Phoenix
535,Brandon Canonizado,AUDL 2018,SF,San Francisco FlameThrowers
536,Brandon Dial,AUDL 2017,AUS,Austin Sol
537,Brandon Fein,AUDL 2018,SJ,San Jose Spiders
538,Brandon Fein,AUDL 2017,SJ,San Jose Spiders
539,Brandon Fein,AUDL 2016,SJ,San Jose Spiders
540,Brandon Fein,AUDL 2015,SF,San Francisco FlameThrowers
541,Brandon Fein,AUDL 2014,SF,San Francisco FlameThrowers
542,Brandon Kahler,AUDL 2015,ROC,Rochester Dragons
543,Brandon Malecek,AUDL 2018,DAL,Dallas Roughnecks
544,Brandon Malecek,AUDL 2017,DAL,Dallas Roughnecks
545,Brandon Malecek,AUDL 2016,DAL,Dallas Roughnecks
546,Brandon Malecek,AUDL 2012,RIR,Rhone Island Rampage
547,Brandon Matis,AUDL 2018,MIN,Minnesota Wind Chill
548,Brandon Matis,AUDL 2017,MIN,Minnesota Wind Chill
549,Brandon Matis,AUDL 2016,MIN,Minnesota Wind Chill
550,Brandon Matis,AUDL 2015,MIN,Minnesota Wind Chill
551,Brandon Matis,AUDL 2014,MIN,Minnesota Wind Chill
552,Brandon Matis,AUDL 2013,MIN,Minnesota Wind Chill
553,Brandon Pastor,AUDL 2018,PHI,Philadelphia Phoenix
554,Brandon Perales,AUDL 2018,TB,Tampa Bay Cannons
555,Brandon Perales,AUDL 2017,TB,Jacksonville Cannons
556,Brandon Perales,AUDL 2016,TB,Jacksonville Cannons
557,Brandon Perales,AUDL 2015,TB,Jacksonville Cannons
558,Brandon Severson,AUDL 2018,LA,Los Angeles Aviators
559,Brandon Severson,AUDL 2017,LA,Los Angeles Aviators
560,Brandon Severson,AUDL 2016,LA,Los Angeles Aviators
561,Brandon Taitt,AUDL 2015,MAD,Madison Radicals
562,Brandon Thomas,AUDL 2016,DET,Detroit Mechanix
563,Brandon Thomas,AUDL 2015,PIT,Pittsburgh Thunderbirds
564,Brawley Adams,AUDL 2016,TB,Jacksonville Cannons
565,Brayden Gee,AUDL 2017,VAN,Vancouver Riptide
566,Brayden Gee,AUDL 2016,VAN,Vancouver Riptide
567,Brendan Adams,AUDL 2018,AUS,Austin Sol
568,Brendan Awerbuch,AUDL 2016,NY,New York Empire
569,Brendan Awerbuch,AUDL 2015,NY,New York Empire
570,Brendan Awerbuch,AUDL 2014,NY,New York Empire
571,Brendan Awerbuch,AUDL 2013,NY,New York Empire
572,Brendan McCann,AUDL 2018,DET,Detroit Mechanix
573,Brendan McCann,AUDL 2017,DET,Detroit Mechanix
574,Brendan Schwalm,AUDL 2013,DET,Detroit Mechanix
575,Brendan Wong,AUDL 2017,VAN,Vancouver Riptide
576,Brendan Wong,AUDL 2016,VAN,Vancouver Riptide
577,Brent Anderson,AUDL 2012,CON,Connecticut Consitution
578,Brent George,AUDL 2018,LA,Los Angeles Aviators
579,Brent George,AUDL 2017,LA,Los Angeles Aviators
580,Brent George,AUDL 2016,LA,Los Angeles Aviators
581,Brenton Hard,AUDL 2013,NY,New York Empire
582,Bret Coffey,AUDL 2015,ROC,Rochester Dragons
583,Breton Dietrich,AUDL 2013,PHI,Philadelphia Phoenix
584,Brett Anderson,AUDL 2017,VAN,Vancouver Riptide
585,Brett Anderson,AUDL 2016,VAN,Vancouver Riptide
586,Brett Anderson,AUDL 2015,VAN,Vancouver Riptide
587,Brett Egger,AUDL 2015,TB,Jacksonville Cannons
588,Brett Gramann,AUDL 2018,AUS,Austin Sol
589,Brett Gramann,AUDL 2017,AUS,Austin Sol
590,Brett Gramann,AUDL 2016,AUS,Austin Sol
591,Brett Hidaka,AUDL 2016,CHI,Chicago Wildfire
592,Brett Kolinek,AUDL 2014,CHI,Chicago Wildfire
593,Brett Kolinek,AUDL 2013,CHI,Chicago Wildfire
594,Brett Matzuka,AUDL 2018,RAL,Raleigh Flyers
595,Brett Matzuka,AUDL 2017,RAL,Raleigh Flyers
596,Brett Matzuka,AUDL 2016,DC,DC Breeze
597,Brett Matzuka,AUDL 2015,CHI,Chicago Wildfire
598,Brett Matzuka,AUDL 2014,DC,DC Breeze
599,Brett Petersen,AUDL 2017,SF,San Francisco FlameThrowers
600,Brett Petersen,AUDL 2016,SJ,San Jose Spiders
601,Brett Petersen,AUDL 2015,SJ,San Jose Spiders
602,Brett Petersen,AUDL 2014,SJ,San Jose Spiders
603,Brett Sawyer,AUDL 2014,PHI,Philadelphia Phoenix
604,Brett Sawyer,AUDL 2013,PHI,Philadelphia Phoenix
605,Brett Sullivan,AUDL 2017,MIN,Minnesota Wind Chill
606,Brett Sullivan,AUDL 2016,MIN,Minnesota Wind Chill
607,Brett Sullivan,AUDL 2015,MIN,Minnesota Wind Chill
608,Bretton Tan,AUDL 2018,TOR,Toronto Rush
609,Bretton Tan,AUDL 2017,TOR,Toronto Rush
610,Bretton Tan,AUDL 2016,TOR,Toronto Rush
611,Brian Baker,AUDL 2015,VAN,Vancouver Riptide
612,Brian Baker,AUDL 2014,VAN,Vancouver Riptide
613,Brian Casey,AUDL 2017,RAL,Raleigh Flyers
614,Brian Casey,AUDL 2016,RAL,Raleigh Flyers
615,Brian Casey,AUDL 2015,RAL,Raleigh Flyers
616,Brian Clark,AUDL 2016,RAL,Raleigh Flyers
617,Brian Clark,AUDL 2015,RAL,Raleigh Flyers
618,Brian Gfroerer,AUDL 2018,AUS,Austin Sol
619,Brian Hart,AUDL 2017,MAD,Madison Radicals
620,Brian Hart,AUDL 2016,MAD,Madison Radicals
621,Brian Hart,AUDL 2015,MAD,Madison Radicals
622,Brian Hart,AUDL 2014,MAD,Madison Radicals
623,Brian Hart,AUDL 2013,MAD,Madison Radicals
624,Brian Jager,AUDL 2015,DET,Detroit Mechanix
625,Brian Kibler,AUDL 2015,ROC,Rochester Dragons
626,Brian Kibler,AUDL 2014,ROC,Rochester Dragons
627,Brian Kragt,AUDL 2012,DET,Detroit Mechanix
628,Brian Magerr,AUDL 2017,PHI,Philadelphia Phoenix
629,Brian Magerr,AUDL 2016,PHI,Philadelphia Phoenix
630,Brian Magerr,AUDL 2015,PHI,Philadelphia Phoenix
631,Brian Magerr,AUDL 2014,PHI,Philadelphia Phoenix
632,Brian Marshall,AUDL 2017,DC,DC Breeze
633,Brian Marshall,AUDL 2016,DC,DC Breeze
634,Brian McLaughlin,AUDL 2015,NY,New York Empire
635,Brian Moore,AUDL 2015,ATL,Atlanta Hustle
636,Brian Pate,AUDL 2012,CIN,Cincinnati Revolution
637,Brian Rathunde,AUDL 2017,CHI,Chicago Wildfire
638,Brian Rathunde,AUDL 2016,CHI,Chicago Wildfire
639,Brian Rathunde,AUDL 2015,CHI,Chicago Wildfire
640,Brian Roach,AUDL 2018,SJ,San Jose Spiders
641,Brian Schoenrock,AUDL 2017,MIN,Minnesota Wind Chill
642,Brian Schoenrock,AUDL 2016,MIN,Minnesota Wind Chill
643,Brian Schoenrock,AUDL 2015,MIN,Minnesota Wind Chill
644,Brian Schoenrock,AUDL 2014,MIN,Minnesota Wind Chill
645,Brian Schoenrock,AUDL 2013,MIN,Minnesota Wind Chill
646,Brian Shinners,AUDL 2016,TB,Jacksonville Cannons
647,Brian T,AUDL 2014,PHI,Philadelphia Phoenix
648,Brian Ventura,AUDL 2015,IND,Indianapolis AlleyCats
649,Brian Ventura,AUDL 2014,IND,Indianapolis AlleyCats
650,Brian Williams,AUDL 2016,PHI,Philadelphia Phoenix
651,Brian Williams,AUDL 2015,PHI,Philadelphia Phoenix
652,Brian Zid,AUDL 2017,SD,San Diego Growlers
653,Brian Zid,AUDL 2016,SD,San Diego Growlers
654,Brian Zid,AUDL 2012,RIR,Rhone Island Rampage
655,Brice Dunn,AUDL 2018,PHI,Philadelphia Phoenix
656,Brodie Smith,AUDL 2016,DAL,Dallas Roughnecks
657,Brodie Smith,AUDL 2015,CHI,Chicago Wildfire
658,Brodie Smith,AUDL 2014,CHI,Chicago Wildfire
659,Brodie Smith,AUDL 2013,CHI,Chicago Wildfire
660,Brodie Smith,AUDL 2012,IND,Indianapolis AlleyCats
661,Bruno-Pier Demers,AUDL 2014,MTL,Montreal Royal
662,Bryan Bush,AUDL 2015,DET,Detroit Mechanix
663,Bryan Conklin,AUDL 2017,TB,Jacksonville Cannons
664,Bryan Conklin,AUDL 2016,TB,Jacksonville Cannons
665,Bryan Nguyen,AUDL 2017,LA,Los Angeles Aviators
666,Bryan Nguyen,AUDL 2016,LA,Los Angeles Aviators
667,Bryan Nguyen,AUDL 2015,LA,Los Angeles Aviators
668,Bryan Sansbury,AUDL 2016,ATL,Atlanta Hustle
669,Bryan Sansbury,AUDL 2015,NSH,Nashville NightWatch
670,Bryan Vohnoutka,AUDL 2018,MIN,Minnesota Wind Chill
671,Bryan Vohnoutka,AUDL 2017,MIN,Minnesota Wind Chill
672,Bryan Vohnoutka,AUDL 2016,MIN,Minnesota Wind Chill
673,Bryan Walsh,AUDL 2016,CIN,Cincinnati Revolution
674,Bryan Yue,AUDL 2017,TOR,Toronto Rush
675,Bryan Yue,AUDL 2016,TOR,Toronto Rush
676,Bryan Yue,AUDL 2015,TOR,Toronto Rush
677,Bryant Dean,AUDL 2016,PHI,Philadelphia Phoenix
678,Bryant Dean,AUDL 2015,DC,DC Breeze
679,Bryce Carleton,AUDL 2015,TB,Jacksonville Cannons
680,Bryce Ring,AUDL 2018,OTT,Ottawa Outlaws
681,Bryce Ring,AUDL 2016,OTT,Ottawa Outlaws
682,Bryce Ring,AUDL 2015,OTT,Ottawa Outlaws
683,Bryson Simon-Fox,AUDL 2017,SEA,Seattle Cascades
684,Bryson Simon-Fox,AUDL 2016,SEA,Seattle Cascades
685,Bryson Simon-Fox,AUDL 2015,SEA,Seattle Cascades
686,Burke Nash,AUDL 2013,DC,DC Breeze
687,Byron Liu,AUDL 2018,SF,San Francisco FlameThrowers
688,Byron Liu,AUDL 2017,SF,San Francisco FlameThrowers
689,Byron Liu,AUDL 2016,SF,San Francisco FlameThrowers
690,Byron Liu,AUDL 2015,ATL,Atlanta Hustle
691,C Wood,AUDL 2018,MIN,Minnesota Wind Chill
692,C Wood,AUDL 2016,PIT,Pittsburgh Thunderbirds
693,Caleb Denecour,AUDL 2017,AUS,Austin Sol
694,Caleb Denecour,AUDL 2017,MIN,Minnesota Wind Chill
695,Caleb Denecour,AUDL 2016,AUS,Austin Sol
696,Caleb Ferguson,AUDL 2018,LA,Los Angeles Aviators
697,Caleb Ferguson,AUDL 2017,LA,Los Angeles Aviators
698,Calum Mackenzie,AUDL 2013,TOR,Toronto Rush
699,Cam Bailey,AUDL 2018,SEA,Seattle Cascades
700,Cam Bailey,AUDL 2017,SEA,Seattle Cascades
701,Cam Bailey,AUDL 2014,SEA,Seattle Raptors
702,Cam Burden,AUDL 2018,MTL,Montreal Royal
703,Cameron Baker,AUDL 2018,SEA,Seattle Cascades
704,Cameron Beck,AUDL 2018,SF,San Francisco FlameThrowers
705,Cameron Brock,AUDL 2018,IND,Indianapolis AlleyCats
706,Cameron Brock,AUDL 2017,IND,Indianapolis AlleyCats
707,Cameron Brock,AUDL 2016,IND,Indianapolis AlleyCats
708,Cameron Brock,AUDL 2015,IND,Indianapolis AlleyCats
709,Cameron Brock,AUDL 2014,IND,Indianapolis AlleyCats
710,Cameron Brock,AUDL 2013,IND,Indianapolis AlleyCats
711,Cameron Brock,AUDL 2012,IND,Indianapolis AlleyCats
712,Cameron Harris,AUDL 2018,TOR,Toronto Rush
713,Cameron Harris,AUDL 2017,TOR,Toronto Rush
714,Cameron Harris,AUDL 2016,TOR,Toronto Rush
715,Cameron Harris,AUDL 2015,TOR,Toronto Rush
716,Cameron Harris,AUDL 2014,TOR,Toronto Rush
717,Cameron Harris,AUDL 2013,TOR,Toronto Rush
718,Cameron Snook,AUDL 2018,NSH,Nashville NightWatch
719,Cameron Snook,AUDL 2017,NSH,Nashville NightWatch
720,Carl Morgenstern,AUDL 2017,PIT,Pittsburgh Thunderbirds
721,Carl Morgenstern,AUDL 2016,PIT,Pittsburgh Thunderbirds
722,Carleton Anker,AUDL 2016,IND,Indianapolis AlleyCats
723,Carlos Rodriguez,AUDL 2013,DC,DC Breeze
724,Carlos Vargas,AUDL 2018,AUS,Austin Sol
725,Carlos Vargas,AUDL 2017,AUS,Austin Sol
726,Carlos Wolle,AUDL 2017,MIN,Minnesota Wind Chill
727,Carlos Wolle,AUDL 2016,MIN,Minnesota Wind Chill
728,Carlos Wolle,AUDL 2015,MIN,Minnesota Wind Chill
729,Carson Turner,AUDL 2018,OTT,Ottawa Outlaws
730,Carson Turner,AUDL 2017,OTT,Ottawa Outlaws
731,Carson Wilder,AUDL 2018,DAL,Dallas Roughnecks
732,Carson Wilder,AUDL 2017,AUS,Austin Sol
733,Carson Wilder,AUDL 2016,AUS,Austin Sol
734,Carter Hollo,AUDL 2018,DAL,Dallas Roughnecks
735,Carter Middleton,AUDL 2015,ROC,Rochester Dragons
736,Carter Rae,AUDL 2018,ATL,Atlanta Hustle
737,Carter Rae,AUDL 2017,NSH,Nashville NightWatch
738,Carter Rae,AUDL 2016,NSH,Nashville NightWatch
739,Casey Bybee,AUDL 2013,IND,Indianapolis AlleyCats
740,Casey Degnan,AUDL 2014,CHI,Chicago Wildfire
741,Casey Degnan,AUDL 2013,CHI,Chicago Wildfire
742,Casey Hogg,AUDL 2018,DAL,Dallas Roughnecks
743,Casey Hogg,AUDL 2017,DAL,Dallas Roughnecks
744,Casey Hogg,AUDL 2016,DAL,Dallas Roughnecks
745,Casey Ikeda,AUDL 2015,SF,San Francisco FlameThrowers
746,Casey Peters,AUDL 2012,RIR,Rhone Island Rampage
747,Casey Startzell,AUDL 2017,PHI,Philadelphia Phoenix
748,Casey Startzell,AUDL 2015,PHI,Philadelphia Phoenix
749,Casey Startzell,AUDL 2014,PHI,Philadelphia Phoenix
750,Casey Vaughn,AUDL 2018,PHI,Philadelphia Phoenix
751,Casey Wu,AUDL 2017,SD,San Diego Growlers
752,Casey Wu,AUDL 2016,SD,San Diego Growlers
753,Casey Wu,AUDL 2015,SD,San Diego Growlers
754,Cassidy Rasmussen,AUDL 2017,SF,San Francisco FlameThrowers
755,Cassidy Rasmussen,AUDL 2016,DAL,Dallas Roughnecks
756,Cassidy Rasmussen,AUDL 2015,SJ,San Jose Spiders
757,Cassidy Rasmussen,AUDL 2014,SF,San Francisco FlameThrowers
758,Cecil Qiu,AUDL 2014,SF,San Francisco FlameThrowers
759,Cedric Aubut-Boucher,AUDL 2015,MTL,Montreal Royal
760,Cedric Aubut-Boucher,AUDL 2014,MTL,Montreal Royal
761,Chad Gerber,AUDL 2015,CHA,Charlotte Express
762,Channing Watson,AUDL 2018,DET,Detroit Mechanix
763,Channing Watson,AUDL 2016,DET,Detroit Mechanix
764,Channing Watson,AUDL 2015,DET,Detroit Mechanix
765,Charles Bariteau,AUDL 2016,MTL,Montreal Royal
766,Charles Bariteau,AUDL 2015,MTL,Montreal Royal
767,Charles Bariteau,AUDL 2014,MTL,Montreal Royal
768,Charles Cannon,AUDL 2017,PHI,Philadelphia Phoenix
769,Charles Harrity,AUDL 2016,PHI,Philadelphia Phoenix
770,Charles Harrity,AUDL 2015,PHI,Philadelphia Phoenix
771,Charles Harrity,AUDL 2013,PHI,Philadelphia Phoenix
772,Charles Patten,AUDL 2017,PHI,Philadelphia Phoenix
773,Charles Patten,AUDL 2013,NJ,New Jersey Hammerheads
774,Charles Robertson,AUDL 2017,DET,Detroit Mechanix
775,Charles Weinberg,AUDL 2018,MIN,Minnesota Wind Chill
776,Charles Weinberg,AUDL 2015,PHI,Philadelphia Phoenix
777,Charles Yu,AUDL 2013,DC,DC Breeze
778,Charles-David Hendriks,AUDL 2015,MTL,Montreal Royal
779,Charlie Edmiston,AUDL 2012,CIN,Cincinnati Revolution
780,Charlie Eide,AUDL 2018,SEA,Seattle Cascades
781,Charlie Furse,AUDL 2016,CHI,Chicago Wildfire
782,Charlie McCutcheon,AUDL 2018,MIN,Minnesota Wind Chill
783,Charlie McCutcheon,AUDL 2017,MIN,Minnesota Wind Chill
784,Charlie Muniz,AUDL 2018,RAL,Raleigh Flyers
785,Charlie Muniz,AUDL 2017,RAL,Raleigh Flyers
786,Charlie Muniz,AUDL 2016,CHA,Charlotte Express
787,Charlie Muniz,AUDL 2015,CHA,Charlotte Express
788,Charlie Reiff,AUDL 2015,ROC,Rochester Dragons
789,Charlie Schuweiler,AUDL 2017,MIN,Minnesota Wind Chill
790,Charlie Schuweiler,AUDL 2016,MIN,Minnesota Wind Chill
791,Chase Cunningham,AUDL 2018,AUS,Austin Sol
792,Chase Cunningham,AUDL 2017,AUS,Austin Sol
793,Chase Cunningham,AUDL 2016,AUS,Austin Sol
794,Chase Hammond,AUDL 2018,NSH,Nashville NightWatch
795,Chase Hammond,AUDL 2017,NSH,Nashville NightWatch
796,Chase Hammond,AUDL 2015,NSH,Nashville NightWatch
797,Chase Marty,AUDL 2018,MAD,Madison Radicals
798,Chase Marty,AUDL 2017,MAD,Madison Radicals
799,Chip Cobb,AUDL 2015,DC,DC Breeze
800,Chip Cobb,AUDL 2012,RIR,Rhone Island Rampage
801,Chris Barrett,AUDL 2015,ROC,Rochester Dragons
802,Chris Brenenborg,AUDL 2016,PIT,Pittsburgh Thunderbirds
803,Chris Brenenborg,AUDL 2015,PIT,Pittsburgh Thunderbirds
804,Chris Brooks,AUDL 2018,AUS,Austin Sol
805,Chris Brooks,AUDL 2017,AUS,Austin Sol
806,Chris Brooks,AUDL 2016,AUS,Austin Sol
807,Chris Calhoun,AUDL 2018,NSH,Nashville NightWatch
808,Chris Cogswell,AUDL 2017,SJ,San Jose Spiders
809,Chris Elworth,AUDL 2014,IND,Indianapolis AlleyCats
810,Chris Elworth,AUDL 2013,IND,Indianapolis AlleyCats
811,Chris Elworth,AUDL 2012,CIN,Cincinnati Revolution
812,Chris Farina,AUDL 2015,SJ,San Jose Spiders
813,Chris Farina,AUDL 2014,SJ,San Jose Spiders
814,Chris Gallagher,AUDL 2012,CIN,Cincinnati Revolution
815,Chris Gibson,AUDL 2018,TB,Tampa Bay Cannons
816,Chris Gibson,AUDL 2017,TB,Jacksonville Cannons
817,Chris Gibson,AUDL 2016,TB,Jacksonville Cannons
818,Chris Ginet,AUDL 2016,IND,Indianapolis AlleyCats
819,Chris Graber,AUDL 2018,PIT,Pittsburgh Thunderbirds
820,Chris Graber,AUDL 2017,DET,Detroit Mechanix
821,Chris Grener,AUDL 2013,NY,New York Empire
822,Chris Kocher,AUDL 2017,NY,New York Empire
823,Chris Kocher,AUDL 2016,NY,New York Empire
824,Chris Kocher,AUDL 2014,DC,DC Breeze
825,Chris Kosednar,AUDL 2014,SF,San Francisco FlameThrowers
826,Chris Larberg,AUDL 2018,DAL,Dallas Roughnecks
827,Chris Larberg,AUDL 2017,DAL,Dallas Roughnecks
828,Chris Larberg,AUDL 2016,DAL,Dallas Roughnecks
829,Chris LaRocque,AUDL 2018,DAL,Dallas Roughnecks
830,Chris LaRocque,AUDL 2017,TB,Jacksonville Cannons
831,Chris LaRocque,AUDL 2016,RAL,Raleigh Flyers
832,Chris LaRocque,AUDL 2015,TB,Jacksonville Cannons
833,Chris Liess,AUDL 2015,ROC,Rochester Dragons
834,Chris Liu,AUDL 2016,SD,San Diego Growlers
835,Chris Malackany,AUDL 2013,IND,Indianapolis AlleyCats
836,Chris Mazur,AUDL 2018,LA,Los Angeles Aviators
837,Chris Mazur,AUDL 2017,DAL,Dallas Roughnecks
838,Chris Mazur,AUDL 2016,NY,New York Empire
839,Chris Mazur,AUDL 2016,DAL,Dallas Roughnecks
840,Chris Mazur,AUDL 2012,CON,Connecticut Consitution
841,Chris Peak,AUDL 2016,NSH,Nashville NightWatch
842,Chris Powers,AUDL 2014,CIN,Cincinnati Revolution
843,Chris Powers,AUDL 2013,CIN,Cincinnati Revolution
844,Chris Schulze,AUDL 2014,PHI,Philadelphia Phoenix
845,Chris Vandervoort,AUDL 2016,SEA,Seattle Cascades
846,Chris Vandervoort,AUDL 2014,CHI,Chicago Wildfire
847,Chris Wilen,AUDL 2018,MAD,Madison Radicals
848,Chris Wilen,AUDL 2017,MAD,Madison Radicals
849,Chris Wilen,AUDL 2016,MAD,Madison Radicals
850,Chris Wilen,AUDL 2015,MAD,Madison Radicals
851,Chris Zybert,AUDL 2012,RIR,Rhone Island Rampage
852,Christian Boxley,AUDL 2018,DC,DC Breeze
853,Christian Foster,AUDL 2017,MTL,Montreal Royal
854,Christian Gaffney,AUDL 2012,CON,Connecticut Consitution
855,Christian Johnson,AUDL 2017,SF,San Francisco FlameThrowers
856,Christian Johnson,AUDL 2016,SF,San Francisco FlameThrowers
857,Christian Johnson,AUDL 2015,SJ,San Jose Spiders
858,Christian Mathieu,AUDL 2016,MTL,Montreal Royal
859,Christian Mathieu,AUDL 2015,MTL,Montreal Royal
860,Christian Mathieu,AUDL 2014,MTL,Montreal Royal
861,Christian Olsen,AUDL 2018,ATL,Atlanta Hustle
862,Christian Olsen,AUDL 2017,ATL,Atlanta Hustle
863,Christian Olsen,AUDL 2016,ATL,Atlanta Hustle
864,Christian Olsen,AUDL 2015,ATL,Atlanta Hustle
865,Christian Pitts,AUDL 2015,PIT,Pittsburgh Thunderbirds
866,Christian Simpson,AUDL 2016,CHI,Chicago Wildfire
867,Christo Ferguson,AUDL 2013,DET,Detroit Mechanix
868,Christo Ferguson,AUDL 2012,DET,Detroit Mechanix
