,Dallas Roughnecks,,Kurt,Gibson,Kurt Gibson,Kurt
5/13/17,Atlanta Hustle,Nashville Nightwatch,Paul,Lally,Paul Lally,Lally
5/13/17,Atlanta Hustle,Nashville Nightwatch,Allan,Laviolette,Allan Laviolette,Allan L
5/13/17,Atlanta Hustle,Nashville Nightwatch,Max,Leonard,Max Leonard,Leonard
5/13/17,Atlanta Hustle,Nashville Nightwatch,Anders,Olsen,Anders Olsen,A Olsen
5/13/17,Atlanta Hustle,Nashville Nightwatch,Christian,Olsen,Christian Olsen,C Olsen
5/13/17,Atlanta Hustle,Nashville Nightwatch,Sean,Sears,Sean Sears,Sears
5/13/17,Atlanta Hustle,Nashville Nightwatch,Matt,Smith,Matt Smith,M Smith
5/13/17,Atlanta Hustle,Nashville Nightwatch,Karl,Staber,Karl Staber,Staber
5/13/17,Atlanta Hustle,Nashville Nightwatch,Kyle,Stapleton,Kyle Stapleton,Kyle S
5/13/17,Atlanta Hustle,Nashville Nightwatch,Austin,Taylor,Austin Taylor,A Taylor
5/13/17,Atlanta Hustle,Nashville Nightwatch,Josh,Turner,Josh Turner,Thor
5/13/17,Atlanta Hustle,Nashville Nightwatch,Nathan,Vickroy,Nathan Vickroy,Vickroy
5/13/17,Atlanta Hustle,Nashville Nightwatch,Kelvin,Williams,Kelvin Williams,Kelvin
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Von,Alanguilan,Von Alanguilan,Von
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Alex,Champe,Alex Champe,Champe
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Michael,Egan,Michael Egan,Egan
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Pawel,Janas,Pawel Janas,Janas
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Eric,Johnson,Eric Johnson,Johnson
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Karl,Kingma,Karl Kingma,Kingma
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Bill,Kluender,Bill Kluender,Kluender
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Trent,Kuhl,Trent Kuhl,Kuhl
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Judah,Newman,Judah Newman,Newman
5/13/17,Chicago Wildfire,Minnesota Wind Chill,CJ,O'Brien,CJ O'Brien,O'Brien
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Michael,Pardo,Michael Pardo,Pardo
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Neal,Phelps,Neal Phelps,Phelps
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Brian,Rathunde,Brian Rathunde,Rathunde
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Jimmy,Robin,Jimmy Robin,Robin
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Alex,Rummelhart,Alex Rummelhart,Rummel
5/13/17,Chicago Wildfire,Minnesota Wind Chill,James,Sykora,James Sykora,Sykora
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Max,Trotter,Max Trotter,Trotter
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Jeff,Weis,Jeff Weis,Weis
5/13/17,Chicago Wildfire,Minnesota Wind Chill,Nick,Zeman,Nick Zeman,Zeman
5/13/17,Dallas Roughnecks,Raleigh Flyers,Reid,Bacon,Reid Bacon,Reid Bacon
5/13/17,Dallas Roughnecks,Raleigh Flyers,Matt,Bennett,Matt Bennett,Matt Bennett
5/13/17,Dallas Roughnecks,Raleigh Flyers,Paul,Burt,Paul Burt,Paul Burt
5/13/17,Dallas Roughnecks,Raleigh Flyers,Abe,Coffin,Abe Coffin,Abe Coffin
5/13/17,Dallas Roughnecks,Raleigh Flyers,Patrick,Eberle,Patrick Eberle,Patrick Eberle
5/13/17,Dallas Roughnecks,Raleigh Flyers,Daniel,Emmons,Daniel Emmons,Daniel Emmons
5/13/17,Dallas Roughnecks,Raleigh Flyers,Dylan,Freechild,Dylan Freechild,Dylan Freechild
5/13/17,Dallas Roughnecks,Raleigh Flyers,Jay,Froude,Jay Froude,Jay Froude
5/13/17,Dallas Roughnecks,Raleigh Flyers,Casey,Hogg,Casey Hogg,Casey Hogg
5/13/17,Dallas Roughnecks,Raleigh Flyers,Jason,Holleran,Jason Holleran,Jason Holleran
5/13/17,Dallas Roughnecks,Raleigh Flyers,Matt,Jackson,Matt Jackson,Matt Jackson
5/13/17,Dallas Roughnecks,Raleigh Flyers,Chris,Larberg,Chris Larberg,Chris Larberg
5/13/17,Dallas Roughnecks,Raleigh Flyers,Ashton,Lewis,Ashton Lewis,Ashton Lewis
5/13/17,Dallas Roughnecks,Raleigh Flyers,Brandon,Malecek,Brandon Malecek,Brandon Malecek
5/13/17,Dallas Roughnecks,Raleigh Flyers,Kai,Marshall,Kai Marshall,Kai Marshall
5/13/17,Dallas Roughnecks,Raleigh Flyers,Chris,Mazur,Chris Mazur,Chris Mazur
5/13/17,Dallas Roughnecks,Raleigh Flyers,Jimmy,Mickle,Jimmy Mickle,Jimmy Mickle
5/13/17,Dallas Roughnecks,Raleigh Flyers,Dalton,Smith,Dalton Smith,Dalton Smith
5/13/17,DC Breeze,Toronto Rush,John,Agan,John Agan,John A
5/13/17,DC Breeze,Toronto Rush,Austin,Bartenstein,Austin Bartenstein,Austin Bartenstein
5/13/17,DC Breeze,Toronto Rush,Lloyd,Blake,Lloyd Blake,Lloyd B
5/13/17,DC Breeze,Toronto Rush,David,Bloodgood,David Bloodgood,David Bloodgood
5/13/17,DC Breeze,Toronto Rush,Chuck,Cantone,Chuck Cantone,Chuck Cantone
5/13/17,DC Breeze,Toronto Rush,Delrico,Johnson,Delrico Johnson,Rico J
5/13/17,DC Breeze,Toronto Rush,Matt,Kerrigan,Matt Kerrigan,Matt K
5/13/17,DC Breeze,Toronto Rush,Alan,Kolick,Alan Kolick,Alan Kolick
5/13/17,DC Breeze,Toronto Rush,Matthew,McDonnell,Matthew McDonnell,Rowan M
5/13/17,DC Breeze,Toronto Rush,Eric,Miner,Eric Miner,Eric Miner
5/13/17,DC Breeze,Toronto Rush,Keven,Moldenhauer,Keven Moldenhauer,Keven Moldenhauer
5/13/17,DC Breeze,Toronto Rush,Tyler,Monroe,Tyler Monroe,Tyler M
5/13/17,DC Breeze,Toronto Rush,Jon,Neeley,Jon Neeley,Jon N
5/13/17,DC Breeze,Toronto Rush,Nathan,Prior,Nathan Prior,Nathan P
5/13/17,DC Breeze,Toronto Rush,David,Shields,David Shields,David S
5/13/17,DC Breeze,Toronto Rush,Markham,Shofner,Markham Shofner,Markha S
5/13/17,DC Breeze,Toronto Rush,Justin,Solis,Justin Solis,Justin Solis
5/13/17,DC Breeze,Toronto Rush,Ryan,Swift,Ryan Swift,Ryan S
5/13/17,DC Breeze,Toronto Rush,Marcus,Thaw,Marcus Thaw,Marcus T
5/13/17,DC Breeze,Toronto Rush,Jeff,Wodatch,Jeff Wodatch,Jeff W
5/13/17,Indianapolis AlleyCats,Madison Radicals,Michael,Ames,Michael Ames,Michael Ames
5/13/17,Indianapolis AlleyCats,Madison Radicals,Cameron,Brock,Cameron Brock,Cameron Brock
5/13/17,Indianapolis AlleyCats,Madison Radicals,Joey,Cari,Joey Cari,Joey
5/13/17,Indianapolis AlleyCats,Madison Radicals,Travis,Carpenter,Travis Carpenter,Travis Carpenter
5/13/17,Indianapolis AlleyCats,Madison Radicals,Kyle,Cox,Kyle Cox,Kyle Cox
5/13/17,Indianapolis AlleyCats,Madison Radicals,Jake,Fella,Jake Fella,Jake Fella
5/13/17,Indianapolis AlleyCats,Madison Radicals,Rick,Gross,Rick Gross,Rick Gross
5/13/17,Indianapolis AlleyCats,Madison Radicals,Conner,Henderson,Conner Henderson,Conner Henderson
5/13/17,Indianapolis AlleyCats,Madison Radicals,Levi,Jacobs,Levi Jacobs,Levi Jacobs
5/13/17,Indianapolis AlleyCats,Madison Radicals,Ryan,Jarvis,Ryan Jarvis,Ryan Jarvis
5/13/17,Indianapolis AlleyCats,Madison Radicals,John,Jones,John Jones,John Jones
5/13/17,Indianapolis AlleyCats,Madison Radicals,Heath,Kalaba,Heath Kalaba,Heath Kalaba
5/13/17,Indianapolis AlleyCats,Madison Radicals,Wally,Kasprzycki,Wally Kasprzycki,Wally Kasprzycki
5/13/17,Indianapolis AlleyCats,Madison Radicals,Mike,Kobyra,Mike Kobyra,Mike Kobyra
5/13/17,Indianapolis AlleyCats,Madison Radicals,Spencer,Loscar,Spencer Loscar,Spencer Loscar
5/13/17,Indianapolis AlleyCats,Madison Radicals,Keenan,Plew,Keenan Plew,Keenan Plew
5/13/17,Indianapolis AlleyCats,Madison Radicals,Colin,Ringwood,Colin Ringwood,Colin Ringwood
5/13/17,Indianapolis AlleyCats,Madison Radicals,Aaron,Schwartz,Aaron Schwartz,Aaron Schwartz
5/13/17,Indianapolis AlleyCats,Madison Radicals,Sam,Sohn,Sam Sohn,Sam Sohn
5/13/17,Indianapolis AlleyCats,Madison Radicals,Zach,Zebarth,Zach Zebarth,Zach Zebarth
5/13/17,Los Angeles Aviators,San Jose Spiders,Ted,Barnett,Ted Barnett,Barnett
5/13/17,Los Angeles Aviators,San Jose Spiders,Jacob,Bartholomew,Jacob Bartholomew,Bartholo
5/13/17,Los Angeles Aviators,San Jose Spiders,Timothy,Beatty,Timothy Beatty,Beatty
5/13/17,Los Angeles Aviators,San Jose Spiders,Steven,Brooks,Steven Brooks,Brooks S
5/13/17,Los Angeles Aviators,San Jose Spiders,Tom,Doi,Tom Doi,Doi T
5/13/17,Los Angeles Aviators,San Jose Spiders,Mark,Elbogen,Mark Elbogen,Elbogen
5/13/17,Los Angeles Aviators,San Jose Spiders,Brent,George,Brent George,George B
5/13/17,Los Angeles Aviators,San Jose Spiders,Kuo,Hsun Wang,Kuo Hsun Wang,Wang Kuo
5/13/17,Los Angeles Aviators,San Jose Spiders,Allen,Lai,Allen Lai,Lai A
5/13/17,Los Angeles Aviators,San Jose Spiders,Eric,Lissner,Eric Lissner,Lissner
5/13/17,Los Angeles Aviators,San Jose Spiders,Sean,McDougall,Sean McDougall,McDougal
5/13/17,Los Angeles Aviators,San Jose Spiders,Josiah,Mort,Josiah Mort,Mort J
5/13/17,Los Angeles Aviators,San Jose Spiders,Bryan,Nguyen,Bryan Nguyen,Nguyen B
5/13/17,Los Angeles Aviators,San Jose Spiders,Andrew,Padula,Andrew Padula,Padula A
5/13/17,Los Angeles Aviators,San Jose Spiders,Nate,Ransom,Nate Ransom,Ransom N
5/13/17,Los Angeles Aviators,San Jose Spiders,Zac,Schakner,Zac Schakner,Schakner
5/13/17,Los Angeles Aviators,San Jose Spiders,Mitchell,Steiner,Mitchell Steiner,Steiner
5/13/17,Los Angeles Aviators,San Jose Spiders,Zach,Theodore,Zach Theodore,Theodore
5/13/17,Los Angeles Aviators,San Jose Spiders,Matt,Theologidy,Matt Theologidy,Theologi
5/13/17,Los Angeles Aviators,San Jose Spiders,Aaron,Weaver,Aaron Weaver,Weaver A
5/13/17,Madison Radicals,Indianapolis AlleyCats,Andrew,Brown,Andrew Brown,A Brown
5/13/17,Madison Radicals,Indianapolis AlleyCats,Kevin,Brown,Kevin Brown,K Brown
5/13/17,Madison Radicals,Indianapolis AlleyCats,Colin,Camp,Colin Camp,Camp
5/13/17,Madison Radicals,Indianapolis AlleyCats,Thomas,Coolidge,Thomas Coolidge,Coolidge
5/13/17,Madison Radicals,Indianapolis AlleyCats,Bill,Everhart,Bill Everhart,Everhart
5/13/17,Madison Radicals,Indianapolis AlleyCats,Brian,Hart,Brian Hart,Hart
5/13/17,Madison Radicals,Indianapolis AlleyCats,Benjy,Keren,Benjy Keren,Keren
5/13/17,Madison Radicals,Indianapolis AlleyCats,Chase,Marty,Chase Marty,Marty
5/13/17,Madison Radicals,Indianapolis AlleyCats,Marquis,Mason,Marquis Mason,Mason
5/13/17,Madison Radicals,Indianapolis AlleyCats,Andrew,Meshnick,Andrew Meshnick,Meshnick
5/13/17,Madison Radicals,Indianapolis AlleyCats,Ben,Nelson,Ben Nelson,Nelson
5/13/17,Madison Radicals,Indianapolis AlleyCats,Kevin,Pettit-Scantling,Kevin Pettit-Scantling,KPS
5/13/17,Madison Radicals,Indianapolis AlleyCats,Logan,Pruess,Logan Pruess,Pruess
5/13/17,Madison Radicals,Indianapolis AlleyCats,Jadon,Scullion,Jadon Scullion,Scullion
5/13/17,Madison Radicals,Indianapolis AlleyCats,Nate,Thibedeau,Nate Thibedeau,Thib
5/13/17,Madison Radicals,Indianapolis AlleyCats,Ryan,Tucker,Ryan Tucker,Tucker
5/13/17,Madison Radicals,Indianapolis AlleyCats,Dane,Warner,Dane Warner,Warner
5/13/17,Madison Radicals,Indianapolis AlleyCats,Joshua,Wilson,Joshua Wilson,Jdub
5/13/17,Madison Radicals,Indianapolis AlleyCats,Dave,Wiseman,Dave Wiseman,Wiseman
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Colin,Berry,Colin Berry,Colin Berry
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Matt,Burkhardt,Matt Burkhardt,Matt Burkhardt
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Danny,Collom,Danny Collom,Collom D
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Greg,Cousins,Greg Cousins,Cousi G
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Dylan,DeClerck,Dylan DeClerck,DeCler D
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Jay,Drescher,Jay Drescher,Jay Drescher
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Ben,Feldman,Ben Feldman,Feldma B
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Michael,Jordan,Michael Jordan,Michael Jordan
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Jimmy,Kittlesen,Jimmy Kittlesen,Jimmy Kittlesen
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Josh,Klane,Josh Klane,Klane J
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Tyler,Latham,Tyler Latham,Latham T
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Austin,Lee,Austin Lee,Lee A
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Brandon,Matis,Brandon Matis,Matis B
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Ryan,Osgar,Ryan Osgar,Osgar R
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Grayson,Pangburn,Grayson Pangburn,Pangburn
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Ethan,Rasmussen,Ethan Rasmussen,Rasmus E
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Dustin,Rooffener,Dustin Rooffener,Rooffe D
5/13/17,Minnesota Wind Chill,Chicago Wildfire,David,Shirley,David Shirley,Shirle D
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Nicholas,Simonelli,Nicholas Simonelli,Simone N
5/13/17,Minnesota Wind Chill,Chicago Wildfire,Jason,Tschida,Jason Tschida,Tschid J
5/13/17,Nashville Nightwatch,Atlanta Hustle,Ben,Breault,Ben Breault,Ben B
5/13/17,Nashville Nightwatch,Atlanta Hustle,John,Carden,John Carden,Carden
5/13/17,Nashville Nightwatch,Atlanta Hustle,Jesse,Dahms,Jesse Dahms,Jesse D
5/13/17,Nashville Nightwatch,Atlanta Hustle,Patrick,Dougherty,Patrick Dougherty,PatrickD
5/13/17,Nashville Nightwatch,Atlanta Hustle,Phillip,Dougherty,Phillip Dougherty,Phil D
5/13/17,Nashville Nightwatch,Atlanta Hustle,Matthew,Gallin,Matthew Gallin,Slater
5/13/17,Nashville Nightwatch,Atlanta Hustle,Colin,Grandon,Colin Grandon,Colin
5/13/17,Nashville Nightwatch,Atlanta Hustle,Corey,Hardesty,Corey Hardesty,Crim
5/13/17,Nashville Nightwatch,Atlanta Hustle,Patrick,Lindsey,Patrick Lindsey,Lindsey
5/13/17,Nashville Nightwatch,Atlanta Hustle,Justin,Moore,Justin Moore,J Moore
5/13/17,Nashville Nightwatch,Atlanta Hustle,Justin,Moore,Justin Moore,Justin
5/13/17,Nashville Nightwatch,Atlanta Hustle,Danny,On,Danny On,Danny On
5/13/17,Nashville Nightwatch,Atlanta Hustle,Javier,Ortiz,Javier Ortiz,Javi
5/13/17,Nashville Nightwatch,Atlanta Hustle,Tom,Radcliffe,Tom Radcliffe,Radcliff
5/13/17,Nashville Nightwatch,Atlanta Hustle,Carter,Rae,Carter Rae,Carter R
5/13/17,Nashville Nightwatch,Atlanta Hustle,Jesse,Shofner,Jesse Shofner,Jesse S
5/13/17,Nashville Nightwatch,Atlanta Hustle,Blake,Waldron,Blake Waldron,Blake W
5/13/17,Nashville Nightwatch,Atlanta Hustle,Grant,Waldron,Grant Waldron,Grant W
5/13/17,Nashville Nightwatch,Atlanta Hustle,Kyle,Welch,Kyle Welch,Kyle W
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Derek,Alexander,Derek Alexander,Derek A
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Alec,Arsenault,Alec Arsenault,Alec A
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Nick,Boucher,Nick Boucher,Nick B
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Cooper,Brotman,Cooper Brotman,Cooper B
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Leon,Forest-Nault,Leon Forest-Nault,L_on FN
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Colin,Froats,Colin Froats,Colin F
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Kinley,Gee,Kinley Gee,Kinley G
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Erik,Hunter,Erik Hunter,Erik H
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,David,Janssen,David Janssen,DJ
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Pierre,Lemerle,Pierre Lemerle,Pierre L
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Laurent,Loiseau,Laurent Loiseau,Laurent
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Jordan,McGregor,Jordan McGregor,Jordan M
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Paul,Mensah,Paul Mensah,Paul M
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Russ,Nicolls,Russ Nicolls,Russ N
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Matt,O'Brien,Matt O'Brien,Matt OB
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Andrew,Ouchterlony,Andrew Ouchterlony,Andy O
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Paul,Renaud,Paul Renaud,Paul R
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Tyler,Sadler,Tyler Sadler,Tyler S
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Carson,Turner,Carson Turner,Carson T
5/13/17,Ottawa Outlaws,Philadelphia Phoenix,Scott,Westwell,Scott Westwell,Scott
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Mike,Arcata,Mike Arcata,Mike Arcata
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Ryan,Brown,Ryan Brown,Ryan B
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Marques,Brownlee,Marques Brownlee,Marques Brownlee
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Charles,Cannon,Charles Cannon,Charles Cannon
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Matt,Esser,Matt Esser,Esser
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,William,Hoehne,William Hoehne,William Hoehne
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Trey,Katzenbach,Trey Katzenbach,Trey
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Paul,Klimkowski,Paul Klimkowski,Paul Klimkowski
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Colin,Kochenash,Colin Kochenash,Colin
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Andrew,Manganelli,Andrew Manganelli,Andrew Manganelli
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Greg,Martin,Greg Martin,Greg Martin
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Sean,Mott,Sean Mott,Sean Mott
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Eric,Nardelli,Eric Nardelli,Nard
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Oak,Nelson,Oak Nelson,Nelson
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Stephen,Ng,Stephen Ng,StNg
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Steve,Rosso,Steve Rosso,Steve Rosso
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Mac,Rushing,Mac Rushing,Mac
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Nicky,Spiva,Nicky Spiva,Spiva
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Casey,Startzell,Casey Startzell,Casey
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Dustin,Sullivan,Dustin Sullivan,Dustin Sullivan
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Ken,Wells,Ken Wells,Kdubs
5/13/17,Philadelphia Phoenix,Ottawa Outlaws,Scott,Xu,Scott Xu,Scottie
5/13/17,Raleigh Flyers,Dallas Roughnecks,Justin,Allen,Justin Allen,Justin Allen
5/13/17,Raleigh Flyers,Dallas Roughnecks,Matt,Bode,Matt Bode,Matt Bode
5/13/17,Raleigh Flyers,Dallas Roughnecks,Brian,Casey,Brian Casey,Brian Casey
5/13/17,Raleigh Flyers,Dallas Roughnecks,Ben,Dieter,Ben Dieter,Ben Dieter
5/13/17,Raleigh Flyers,Dallas Roughnecks,Jacob,Fairfax,Jacob Fairfax,Jacob Fairfax
5/13/17,Raleigh Flyers,Dallas Roughnecks,Nate,Goff,Nate Goff,Nate Goff
5/13/17,Raleigh Flyers,Dallas Roughnecks,Tristan,Green,Tristan Green,Tristan Green
5/13/17,Raleigh Flyers,Dallas Roughnecks,Josh,Hartzog,Josh Hartzog,Josh Hartzog
5/13/17,Raleigh Flyers,Dallas Roughnecks,Goose,Helton,Goose Helton,Goose Helton
5/13/17,Raleigh Flyers,Dallas Roughnecks,Micah,Hood,Micah Hood,Micah Hood
5/13/17,Raleigh Flyers,Dallas Roughnecks,Evan,Howey,Evan Howey,Evan Howey
5/13/17,Raleigh Flyers,Dallas Roughnecks,Brett,Matzuka,Brett Matzuka,Brett Matzuka
5/13/17,Raleigh Flyers,Dallas Roughnecks,Tim,McAllister,Tim McAllister,Tim McAllister
5/13/17,Raleigh Flyers,Dallas Roughnecks,Terrence,Mitchell,Terrence Mitchell,Terrence Mitchell
5/13/17,Raleigh Flyers,Dallas Roughnecks,Charlie,Muniz,Charlie Muniz,Charlie Muniz
5/13/17,Raleigh Flyers,Dallas Roughnecks,Jonathan,Nethercutt,Jonathan Nethercutt,Jon Nethercutt
5/13/17,Raleigh Flyers,Dallas Roughnecks,Jeff,Nordgren,Jeff Nordgren,Jeff Nordgren
5/13/17,Raleigh Flyers,Dallas Roughnecks,Mike,Pannone,Mike Pannone,Mike Pannone
5/13/17,Raleigh Flyers,Dallas Roughnecks,Shane,Sisco,Shane Sisco,Shane Sisco
5/13/17,Raleigh Flyers,Dallas Roughnecks,David,Snoke,David Snoke,Dave Snoke
5/13/17,San Diego Growlers,Vancouver Riptide,Daniel,Bellissimo,Daniel Bellissimo,Bellissi
5/13/17,San Diego Growlers,Vancouver Riptide,Nate,Bridges,Nate Bridges,Bridges
5/13/17,San Diego Growlers,Vancouver Riptide,Jesse,Cohen,Jesse Cohen,Cohen
5/13/17,San Diego Growlers,Vancouver Riptide,Hunter,Corbett,Hunter Corbett,Corbett
5/13/17,San Diego Growlers,Vancouver Riptide,Travis,Dunn,Travis Dunn,Dunn
5/13/17,San Diego Growlers,Vancouver Riptide,Sean,Ham,Sean Ham,Ham
5/13/17,San Diego Growlers,Vancouver Riptide,Zeke,Ivers,Zeke Ivers,Ivers
5/13/17,San Diego Growlers,Vancouver Riptide,Josh,Kohl,Josh Kohl,Kohl
5/13/17,San Diego Growlers,Vancouver Riptide,Dom,Leggio,Dom Leggio,Leggio
5/13/17,San Diego Growlers,Vancouver Riptide,Steven,Milardovich,Steven Milardovich,Milardov
5/13/17,San Diego Growlers,Vancouver Riptide,Nate,Page,Nate Page,Page
5/13/17,San Diego Growlers,Vancouver Riptide,Matt,Parisi,Matt Parisi,Parisi
5/13/17,San Diego Growlers,Vancouver Riptide,Trevor,Purdy,Trevor Purdy,Purdy
5/13/17,San Diego Growlers,Vancouver Riptide,David,Richie,David Richie,Ritchie
5/13/17,San Diego Growlers,Vancouver Riptide,Jeff,Silverman,Jeff Silverman,Silverma
5/13/17,San Diego Growlers,Vancouver Riptide,Kevin,Smith,Kevin Smith,Smith
5/13/17,San Diego Growlers,Vancouver Riptide,Kyle,Smith,Kyle Smith,Smith Ky
5/13/17,San Diego Growlers,Vancouver Riptide,Casey,Wu,Casey Wu,Wu
5/13/17,San Diego Growlers,Vancouver Riptide,Brian,Zid,Brian Zid,Zid
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Kevin,Cocks,Kevin Cocks,Kevin Cocks
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Greg,Cohen,Greg Cohen,Greg Cohen
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Lucas,Dallmann,Lucas Dallmann,Lucas Dallmann
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Antoine,Davis,Antoine Davis,Antoine Davis
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Lior,Givol,Lior Givol,Lior Givol
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Eli,Kerns,Eli Kerns,Kerns
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Cody,Kirkland,Cody Kirkland,Cody Kirkland
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Beau,Kittredge,Beau Kittredge,Beau Kittredge
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Byron,Liu,Byron Liu,Byron Liu
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Brett,Petersen,Brett Petersen,Brett Petersen
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Cassidy,Rasmussen,Cassidy Rasmussen,Cassidy Rasmussen
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Seth,Reinhardt,Seth Reinhardt,Seth Reinhardt
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Marcelo,Sanchez,Marcelo Sanchez,Marcelo Sanchez
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Joel,Schlachet,Joel Schlachet,Joel Schlachet
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Sawyer,Thompson,Sawyer Thompson,Sawyer Thompson
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Vincenzo,Vitiello,Vincenzo Vitiello,Vincenzo Vitiello
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Nolan,Walsh,Nolan Walsh,Nolan Walsh
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Nathan,White,Nathan White,Nathan White
5/13/17,San Francisco Flamethrowers,Seattle Cascades,Devon,Williams,Devon Williams,Devon Williams
5/13/17,San Jose Spiders,Los Angeles Aviators,David,Abram,David Abram,David Abram
5/13/17,San Jose Spiders,Los Angeles Aviators,Tommy,Adams,Tommy Adams,Tommy Adams
5/13/17,San Jose Spiders,Los Angeles Aviators,Nicholas,Alexander,Nicholas Alexander,Nicholas Alexander
5/13/17,San Jose Spiders,Los Angeles Aviators,Andrew,Berry,Andrew Berry,Andrew Berry
5/13/17,San Jose Spiders,Los Angeles Aviators,Evan,Boucher,Evan Boucher,Evan Boucher
5/13/17,San Jose Spiders,Los Angeles Aviators,Evan,Brydon,Evan Brydon,Evan Brydon
