year,teams,id,teams-href
2017,New York Empire,5767202099691520,http://www.ultianalytics.com/app/#/5767202099691520/players
2017,Atlanta Hustle,5762298832486400,http://www.ultianalytics.com/app/#/5762298832486400/players
2017,Madison Radicals,5701394610782208,http://www.ultianalytics.com/app/#/5701394610782208/players
2017,Pittsburgh Thunderbirds,5721191432060928,http://www.ultianalytics.com/app/#/5721191432060928/players
2017,Ottawa Outlaws,5700228501995520,http://www.ultianalytics.com/app/#/5700228501995520/players
2017,Vancouver Riptide,5711261467672576,http://www.ultianalytics.com/app/#/5711261467672576/players
2017,San Francisco FlameThrowers,5654595548217344,http://www.ultianalytics.com/app/#/5654595548217344/players
2017,Dallas Roughnecks,5688687119564800,http://www.ultianalytics.com/app/#/5688687119564800/players
2017,Seattle Cascades,5753798823772160,http://www.ultianalytics.com/app/#/5753798823772160/players
2017,Montreal Royal,5736577883963392,http://www.ultianalytics.com/app/#/5736577883963392/players
2017,DC Breeze,5634601401712640,http://www.ultianalytics.com/app/#/5634601401712640/players
2017,Minnesota Wind Chill,5658753101725696,http://www.ultianalytics.com/app/#/5658753101725696/players
2017,San Jose Spiders,5655358173347840,http://www.ultianalytics.com/app/#/5655358173347840/players
2017,Austin Sol,5199348879065088,http://www.ultianalytics.com/app/#/5199348879065088/players
2017,Jacksonville Cannons,5672188833169408,http://www.ultianalytics.com/app/#/5672188833169408/players
2017,Los Angeles Aviators,5719707252424704,http://www.ultianalytics.com/app/#/5719707252424704/players
2017,Toronto Rush,5707300165648384,http://www.ultianalytics.com/app/#/5707300165648384/players
2017,Philadelphia Phoenix,5666961832804352,http://www.ultianalytics.com/app/#/5666961832804352/players
2017,Chicago Wildfire,5104011879383040,http://www.ultianalytics.com/app/#/5104011879383040/players
2017,Raleigh Flyers,5740216795004928,http://www.ultianalytics.com/app/#/5740216795004928/players
2017,Detroit Mechanix,5173627930542080,http://www.ultianalytics.com/app/#/5173627930542080/players
2017,Nashville NightWatch,5672878150254592,http://www.ultianalytics.com/app/#/5672878150254592/players
2017,San Diego Growlers,5712818124881920,http://www.ultianalytics.com/app/#/5712818124881920/players
2017,Indianapolis AlleyCats,5646521009700864,http://www.ultianalytics.com/app/#/5646521009700864/players
