year,team,opponent,date,game,Assists,Hockey Assists,Throws,Throwaways,Turnovers,Completions,Catches,Goals,Drops,Blocks,Stalls,Callahans,Callahans Thrown,O Points Played,O Possessions Played,D Points Played,D Possessions Played,Holds,Breaks,Games Played,Opponent Possessions Played (O-Line),Opponent Possessions Played (D-Line),O Points Lost,D Points Lost,Points Won,Points Played,Possessions Played,Completion Rate,Throwaway Rate,Assist Rate,Goal Rate,Hold Rate,Break Rate,Scoring Efficiency,O-line Scoring Efficiency,D-line Scoring Efficiency,O-line Takeaway Efficiency,D-line Takeaway Efficiency
2015,Jacksonville Cannons,Charlotte Express,2015-05-09,Jacksonville Cannons_Charlotte Express_2015-05-09,25,21,243,15,19,224,224,26,4,12,0,1,0,18,25,26,19,13,12,1,12,33,4,13,25,44,44,0.9218106995884774,0.06172839506172839,0.102880658436214,0.11607142857142858,0.7222222222222222,0.46153846153846156,0.5681818181818182,0.52,0.631578947368421,0.6666666666666667,0.6060606060606061
2015,Jacksonville Cannons,Charlotte Express,2015-06-06,Jacksonville Cannons_Charlotte Express_2015-06-06,26,19,184,19,20,164,164,26,1,14,0,0,0,13,15,28,32,9,17,1,5,43,3,9,26,41,47,0.8913043478260869,0.10326086956521739,0.14130434782608695,0.15853658536585366,0.6923076923076923,0.6071428571428571,0.5531914893617021,0.6,0.53125,0.4,0.7906976744186046
2015,Jacksonville Cannons,Charlotte Express,2015-06-13,Jacksonville Cannons_Charlotte Express_2015-06-13,18,17,249,8,12,237,237,18,4,7,0,0,0,19,21,20,10,11,7,1,9,23,6,11,18,39,31,0.9518072289156626,0.0321285140562249,0.07228915662650602,0.0759493670886076,0.5789473684210527,0.35,0.5806451612903226,0.5238095238095238,0.7,0.33333333333333337,0.5217391304347826
2015,Jacksonville Cannons,Nashville NightWatch,2015-04-25,Jacksonville Cannons_Nashville NightWatch_2015-04-25,18,16,255,33,38,217,217,18,5,15,0,0,0,22,44,20,12,14,4,1,28,28,6,14,18,42,56,0.8509803921568627,0.12941176470588237,0.07058823529411765,0.08294930875576037,0.6363636363636364,0.2,0.32142857142857145,0.3181818181818182,0.3333333333333333,0.7857142857142857,0.5
2015,Jacksonville Cannons,Nashville NightWatch,2015-05-02,Jacksonville Cannons_Nashville NightWatch_2015-05-02,23,20,251,18,24,227,227,23,6,13,0,0,0,20,29,24,18,14,9,1,15,33,4,14,23,44,47,0.9043824701195219,0.07171314741035857,0.09163346613545817,0.1013215859030837,0.7,0.375,0.48936170212765956,0.4827586206896552,0.5,0.7333333333333334,0.5757575757575757
2015,Jacksonville Cannons,Nashville NightWatch,2015-07-11,Jacksonville Cannons_Nashville NightWatch_2015-07-11,29,25,287,10,14,273,273,29,4,7,0,0,0,28,30,29,13,24,5,1,7,37,4,23,29,57,43,0.9512195121951219,0.03484320557491289,0.10104529616724739,0.10622710622710622,0.8571428571428571,0.1724137931034483,0.6744186046511628,0.8,0.38461538461538464,0.4285714285714286,0.3783783783783784
2015,Jacksonville Cannons,Raleigh Flyers,2015-04-18,Jacksonville Cannons_Raleigh Flyers_2015-04-18,26,24,308,21,26,282,282,26,5,8,0,0,0,34,42,28,12,21,5,1,19,35,10,23,26,62,54,0.9155844155844156,0.06818181818181818,0.08441558441558442,0.09219858156028368,0.6176470588235294,0.17857142857142858,0.48148148148148145,0.5,0.4166666666666667,0.4736842105263158,0.34285714285714286
2015,Jacksonville Cannons,Raleigh Flyers,2015-05-30,Jacksonville Cannons_Raleigh Flyers_2015-05-30,27,27,261,21,25,236,236,27,4,6,0,0,0,30,35,29,17,18,9,1,16,37,11,18,27,59,52,0.9042145593869731,0.08045977011494253,0.10344827586206896,0.11440677966101695,0.6,0.3103448275862069,0.5192307692307693,0.5142857142857142,0.5294117647058824,0.3125,0.5135135135135135
2015,Jacksonville Cannons,Raleigh Flyers,2015-06-14,Jacksonville Cannons_Raleigh Flyers_2015-06-14,28,25,281,26,28,253,253,28,2,19,0,0,0,29,37,30,19,21,7,1,13,42,4,22,28,59,56,0.900355871886121,0.09252669039145907,0.099644128113879,0.11067193675889328,0.7241379310344828,0.23333333333333334,0.5,0.5675675675675675,0.3684210526315789,0.6923076923076923,0.47619047619047616
2015,Jacksonville Cannons,Raleigh Flyers,2015-07-25,Jacksonville Cannons_Raleigh Flyers_2015-07-25,27,22,291,23,26,265,265,27,3,7,0,0,0,29,36,30,17,16,11,1,18,35,9,19,27,59,53,0.9106529209621993,0.07903780068728522,0.09278350515463918,0.1018867924528302,0.5517241379310345,0.36666666666666664,0.5094339622641509,0.4444444444444444,0.6470588235294118,0.5,0.4571428571428572
2015,Los Angeles Aviators,San Diego Growlers,2015-04-18,Los Angeles Aviators_San Diego Growlers_2015-04-18,25,24,286,16,17,269,269,25,1,11,0,0,0,25,31,27,12,19,6,1,11,32,5,18,25,52,43,0.9405594405594405,0.055944055944055944,0.08741258741258741,0.09293680297397769,0.76,0.2222222222222222,0.5813953488372093,0.6129032258064516,0.5,0.5454545454545454,0.4375
2015,Los Angeles Aviators,San Diego Growlers,2015-06-06,Los Angeles Aviators_San Diego Growlers_2015-06-06,19,17,297,22,24,273,273,19,2,7,0,0,0,22,33,21,10,13,6,1,16,25,5,15,19,43,43,0.9191919191919192,0.07407407407407407,0.06397306397306397,0.0695970695970696,0.5909090909090909,0.2857142857142857,0.4418604651162791,0.3939393939393939,0.6,0.6875,0.4
2015,Los Angeles Aviators,San Diego Growlers,2015-07-11,Los Angeles Aviators_San Diego Growlers_2015-07-11,22,22,289,16,19,270,270,22,3,8,0,0,0,24,27,24,14,17,5,1,9,33,6,17,22,48,41,0.9342560553633218,0.05536332179930796,0.07612456747404844,0.08148148148148149,0.7083333333333334,0.20833333333333334,0.5365853658536586,0.6296296296296297,0.35714285714285715,0.33333333333333337,0.48484848484848486
2015,Los Angeles Aviators,San Diego Growlers,2015-07-18,Los Angeles Aviators_San Diego Growlers_2015-07-18,21,19,250,17,23,227,227,21,6,15,0,0,0,18,23,23,21,12,9,1,10,35,4,12,21,41,44,0.908,0.068,0.084,0.09251101321585903,0.6666666666666666,0.391304347826087,0.4772727272727273,0.5217391304347826,0.42857142857142855,0.6,0.6571428571428571
2015,Los Angeles Aviators,San Diego Growlers,2015-07-19,Los Angeles Aviators_San Diego Growlers_2015-07-19,15,14,305,23,29,276,276,15,6,13,0,0,0,21,33,16,11,10,5,1,23,21,11,10,15,37,44,0.9049180327868852,0.07540983606557378,0.04918032786885246,0.05434782608695652,0.47619047619047616,0.3125,0.3409090909090909,0.30303030303030304,0.45454545454545453,0.5217391304347826,0.5238095238095238
2015,Los Angeles Aviators,San Francisco FlameThrowers,2015-05-24,Los Angeles Aviators_San Francisco FlameThrowers_2015-05-24,23,21,260,19,25,235,235,23,6,14,0,0,0,24,30,25,19,16,7,1,11,37,5,17,23,49,49,0.9038461538461539,0.07307692307692308,0.08846153846153847,0.09787234042553192,0.6666666666666666,0.28,0.46938775510204084,0.5333333333333333,0.3684210526315789,0.5454545454545454,0.5405405405405406
2015,Los Angeles Aviators,San Francisco FlameThrowers,2015-05-31,Los Angeles Aviators_San Francisco FlameThrowers_2015-05-31,17,17,277,25,30,247,247,17,5,11,0,0,0,25,31,19,16,11,6,1,18,29,12,12,17,44,47,0.8916967509025271,0.09025270758122744,0.061371841155234655,0.06882591093117409,0.44,0.3157894736842105,0.3617021276595745,0.3548387096774194,0.375,0.33333333333333337,0.5862068965517242
2015,Los Angeles Aviators,San Jose Spiders,2015-05-03,Los Angeles Aviators_San Jose Spiders_2015-05-03,19,16,251,26,28,224,224,19,1,8,1,0,0,22,32,21,15,12,7,1,19,28,9,11,19,43,47,0.8924302788844621,0.10358565737051793,0.07569721115537849,0.08482142857142858,0.5454545454545454,0.3333333333333333,0.40425531914893614,0.375,0.4666666666666667,0.5263157894736843,0.6071428571428572
2015,Los Angeles Aviators,San Jose Spiders,2015-05-30,Los Angeles Aviators_San Jose Spiders_2015-05-30,19,17,303,24,26,277,277,19,2,11,0,0,0,28,39,20,6,17,2,1,22,24,11,16,19,48,45,0.9141914191419142,0.07920792079207921,0.0627062706270627,0.06859205776173286,0.6071428571428571,0.1,0.4222222222222222,0.4358974358974359,0.3333333333333333,0.5,0.33333333333333337
2015,Los Angeles Aviators,Seattle Cascades,2015-04-11,Los Angeles Aviators_Seattle Cascades_2015-04-11,20,19,301,24,25,276,276,20,1,10,0,0,0,30,36,22,10,16,4,1,18,28,12,17,20,52,46,0.9169435215946844,0.07973421926910298,0.0664451827242525,0.07246376811594203,0.5333333333333333,0.18181818181818182,0.43478260869565216,0.4444444444444444,0.4,0.33333333333333337,0.3928571428571429
2015,Los Angeles Aviators,Seattle Cascades,2015-05-10,Los Angeles Aviators_Seattle Cascades_2015-05-10,20,17,263,24,25,238,238,20,1,5,0,0,0,19,31,22,16,11,9,1,18,27,6,11,20,41,47,0.9049429657794676,0.09125475285171103,0.07604562737642585,0.08403361344537816,0.5789473684210527,0.4090909090909091,0.425531914893617,0.3548387096774194,0.5625,0.6666666666666667,0.5925925925925926
2015,Los Angeles Aviators,Seattle Cascades,2015-05-17,Los Angeles Aviators_Seattle Cascades_2015-05-17,19,19,334,25,29,305,305,19,4,4,0,0,0,31,39,21,9,14,5,1,23,25,14,15,19,52,48,0.9131736526946108,0.0748502994011976,0.05688622754491018,0.06229508196721312,0.45161290322580644,0.23809523809523808,0.3958333333333333,0.358974358974359,0.5555555555555556,0.3913043478260869,0.4
2015,Los Angeles Aviators,Vancouver Riptide,2015-05-16,Los Angeles Aviators_Vancouver Riptide_2015-05-16,24,23,358,25,26,332,332,24,1,18,0,0,0,28,37,27,13,16,8,1,19,31,10,17,24,55,50,0.9273743016759777,0.06983240223463687,0.0670391061452514,0.07228915662650602,0.5714285714285714,0.2962962962962963,0.48,0.43243243243243246,0.6153846153846154,0.4736842105263158,0.4516129032258065
2015,Los Angeles Aviators,Vancouver Riptide,2015-06-21,Los Angeles Aviators_Vancouver Riptide_2015-06-21,27,24,282,22,24,258,258,27,2,13,0,0,0,22,30,28,22,18,9,1,11,40,3,17,27,50,52,0.9148936170212766,0.07801418439716312,0.09574468085106383,0.10465116279069768,0.8181818181818182,0.32142857142857145,0.5192307692307693,0.6,0.4090909090909091,0.7272727272727273,0.575
2015,Madison Radicals,Chicago Wildfire,2015-05-15,Madison Radicals_Chicago Wildfire_2015-05-15,16,14,197,14,16,181,181,16,2,14,0,0,0,15,20,18,12,9,7,1,11,23,5,8,16,33,32,0.9187817258883249,0.07106598984771574,0.08121827411167512,0.08839779005524862,0.6,0.3888888888888889,0.5,0.45,0.5833333333333334,0.5454545454545454,0.6521739130434783
2015,Madison Radicals,Chicago Wildfire,2015-06-19,Madison Radicals_Chicago Wildfire_2015-06-19,23,22,264,12,16,248,248,23,4,9,0,0,0,24,28,25,11,16,7,1,10,29,6,16,23,49,39,0.9393939393939394,0.045454545454545456,0.08712121212121213,0.09274193548387097,0.6666666666666666,0.28,0.5897435897435898,0.5714285714285714,0.6363636363636364,0.4,0.4482758620689655
2015,Madison Radicals,Chicago Wildfire,2015-06-20,Madison Radicals_Chicago Wildfire_2015-06-20,24,23,284,9,17,269,269,24,6,16,2,0,0,17,27,26,15,13,11,1,13,30,3,13,24,43,42,0.9471830985915493,0.03169014084507042,0.08450704225352113,0.08921933085501858,0.7647058823529411,0.4230769230769231,0.5714285714285714,0.48148148148148145,0.7333333333333333,0.7692307692307692,0.5666666666666667
2015,Madison Radicals,Cincinnati Revolution,2015-04-19,Madison Radicals_Cincinnati Revolution_2015-04-19,23,20,246,18,28,218,218,23,10,26,0,0,0,11,16,25,37,10,13,1,6,47,1,8,23,36,53,0.8861788617886179,0.07317073170731707,0.09349593495934959,0.10550458715596331,0.9090909090909091,0.52,0.4339622641509434,0.625,0.35135135135135137,0.8333333333333334,0.8297872340425532
2015,Madison Radicals,Cincinnati Revolution,2015-07-17,Madison Radicals_Cincinnati Revolution_2015-07-17,39,38,373,11,17,357,357,39,5,17,1,0,0,20,21,41,36,18,21,1,3,55,2,17,39,61,57,0.9571045576407506,0.029490616621983913,0.10455764075067024,0.1092436974789916,0.9,0.5121951219512195,0.6842105263157895,0.8571428571428571,0.5833333333333334,0.33333333333333337,0.6909090909090909
2015,Madison Radicals,Detroit Mechanix,2015-04-25,Madison Radicals_Detroit Mechanix_2015-04-25,35,30,259,12,13,246,246,35,1,22,0,0,0,14,20,36,28,14,21,1,6,43,0,12,35,50,48,0.9498069498069498,0.04633204633204633,0.13513513513513514,0.14227642276422764,1.0,0.5833333333333334,0.7291666666666666,0.7,0.75,1.0,0.7209302325581395
2015,Madison Radicals,Detroit Mechanix,2015-06-07,Madison Radicals_Detroit Mechanix_2015-06-07,27,26,263,12,23,240,240,27,11,16,0,0,0,14,27,28,24,13,14,1,14,38,1,12,27,42,51,0.9125475285171103,0.045627376425855515,0.10266159695817491,0.1125,0.9285714285714286,0.5,0.5294117647058824,0.48148148148148145,0.5833333333333334,0.9285714285714286,0.6842105263157895
2015,Madison Radicals,Indianapolis AlleyCats,2015-04-18,Madison Radicals_Indianapolis AlleyCats_2015-04-18,26,22,259,10,15,244,244,26,5,13,0,0,0,20,28,27,15,15,11,1,11,31,2,16,26,47,43,0.9420849420849421,0.03861003861003861,0.10038610038610038,0.10655737704918032,0.75,0.4074074074074074,0.6046511627906976,0.5357142857142857,0.7333333333333333,0.8181818181818181,0.4838709677419355
2015,Madison Radicals,Indianapolis AlleyCats,2015-07-12,Madison Radicals_Indianapolis AlleyCats_2015-07-12,25,24,270,16,22,248,248,25,6,15,0,0,0,26,35,26,12,19,6,1,16,32,7,17,25,52,47,0.9185185185185185,0.05925925925925926,0.09259259259259259,0.10080645161290322,0.7307692307692307,0.23076923076923078,0.5319148936170213,0.5428571428571428,0.5,0.5625,0.46875
2015,Madison Radicals,Minnesota Wind Chill,2015-05-22,Madison Radicals_Minnesota Wind Chill_2015-05-22,27,27,226,16,18,209,209,27,1,19,1,0,0,12,19,29,28,10,17,1,9,39,1,9,27,41,47,0.9247787610619469,0.07079646017699115,0.11946902654867257,0.1291866028708134,0.8333333333333334,0.5862068965517241,0.574468085106383,0.5263157894736842,0.6071428571428571,0.8888888888888888,0.7692307692307692
2015,Madison Radicals,Minnesota Wind Chill,2015-05-30,Madison Radicals_Minnesota Wind Chill_2015-05-30,23,21,270,17,26,244,244,23,9,13,0,0,0,20,30,25,19,13,10,1,15,34,4,14,23,45,49,0.9037037037037037,0.06296296296296296,0.08518518518518518,0.0942622950819672,0.65,0.4,0.46938775510204084,0.43333333333333335,0.5263157894736842,0.7333333333333334,0.5882352941176471
2015,Madison Radicals,Minnesota Wind Chill,2015-06-12,Madison Radicals_Minnesota Wind Chill_2015-06-12,31,26,283,16,20,263,263,31,4,19,0,0,0,20,22,33,29,13,18,1,9,44,6,13,31,53,51,0.9293286219081273,0.05653710247349823,0.10954063604240283,0.11787072243346007,0.65,0.5454545454545454,0.6078431372549019,0.5909090909090909,0.6206896551724138,0.33333333333333337,0.7045454545454546
2015,Madison Radicals,Pittsburgh Thunderbirds,2015-05-02,Madison Radicals_Pittsburgh Thunderbirds_2015-05-02,24,23,267,18,24,245,245,24,4,19,2,0,0,20,31,26,18,17,7,1,12,37,1,17,24,46,49,0.9176029962546817,0.06741573033707865,0.0898876404494382,0.09795918367346938,0.85,0.2692307692307692,0.4897959183673469,0.5483870967741935,0.3888888888888889,0.9166666666666666,0.5405405405405406
2015,Madison Radicals,Pittsburgh Thunderbirds,2015-06-06,Madison Radicals_Pittsburgh Thunderbirds_2015-06-06,22,21,272,17,19,253,253,22,2,7,0,0,0,28,32,24,9,20,2,1,11,31,7,19,22,52,41,0.9301470588235294,0.0625,0.08088235294117647,0.08695652173913043,0.7142857142857143,0.08333333333333333,0.5365853658536586,0.625,0.2222222222222222,0.36363636363636365,0.3870967741935484
2015,Madison Radicals,Pittsburgh Thunderbirds,2015-07-25,Madison Radicals_Pittsburgh Thunderbirds_2015-07-25,24,21,254,18,24,234,234,24,2,13,4,0,0,23,32,25,17,16,8,1,15,33,6,15,24,48,49,0.9212598425196851,0.07086614173228346,0.09448818897637795,0.10256410256410256,0.6956521739130435,0.32,0.4897959183673469,0.5,0.47058823529411764,0.6,0.5454545454545454
2015,Madison Radicals,Raleigh Flyers,2015-08-08,Madison Radicals_Raleigh Flyers_2015-08-08,22,18,239,25,31,208,208,22,6,16,0,0,0,21,29,24,25,13,9,1,14,39,6,13,22,45,54,0.8702928870292888,0.10460251046025104,0.09205020920502092,0.10576923076923077,0.6190476190476191,0.375,0.4074074074074074,0.4482758620689655,0.36,0.5714285714285714,0.6666666666666667
2015,Madison Radicals,San Jose Spiders,2015-08-09,Madison Radicals_San Jose Spiders_2015-08-09,15,14,234,18,22,212,212,15,4,16,0,0,0,17,30,17,9,13,2,1,17,24,4,13,15,34,39,0.905982905982906,0.07692307692307693,0.0641025641025641,0.07075471698113207,0.7647058823529411,0.11764705882352941,0.38461538461538464,0.43333333333333335,0.2222222222222222,0.7647058823529411,0.45833333333333337
2015,Minnesota Wind Chill,Chicago Wildfire,2015-04-25,Minnesota Wind Chill_Chicago Wildfire_2015-04-25,14,11,185,37,49,137,137,14,11,27,1,0,0,22,44,16,22,9,5,1,33,32,10,10,14,38,66,0.7405405405405405,0.2,0.07567567567567568,0.10218978102189781,0.4090909090909091,0.3125,0.21212121212121213,0.20454545454545456,0.22727272727272727,0.696969696969697,0.6875
2015,Minnesota Wind Chill,Chicago Wildfire,2015-05-16,Minnesota Wind Chill_Chicago Wildfire_2015-05-16,12,11,218,20,22,196,196,12,2,17,0,0,0,13,20,14,15,9,3,1,11,25,3,9,12,27,35,0.8990825688073395,0.09174311926605505,0.05504587155963303,0.061224489795918366,0.6923076923076923,0.21428571428571427,0.34285714285714286,0.45,0.2,0.7272727272727273,0.64
2015,Minnesota Wind Chill,Chicago Wildfire,2015-05-23,Minnesota Wind Chill_Chicago Wildfire_2015-05-23,15,15,269,24,32,237,237,15,8,15,0,0,0,25,39,17,9,11,4,1,28,21,14,11,15,42,48,0.8810408921933085,0.08921933085501858,0.055762081784386616,0.06329113924050633,0.44,0.23529411764705882,0.3125,0.28205128205128205,0.4444444444444444,0.5,0.47619047619047616
2015,Minnesota Wind Chill,Cincinnati Revolution,2015-06-06,Minnesota Wind Chill_Cincinnati Revolution_2015-06-06,25,24,292,25,36,256,256,25,11,25,0,0,0,18,30,27,31,12,13,1,18,44,5,12,25,45,61,0.8767123287671232,0.08561643835616438,0.08561643835616438,0.09765625,0.6666666666666666,0.48148148148148145,0.4098360655737705,0.4,0.41935483870967744,0.7222222222222222,0.7272727272727273
2015,Minnesota Wind Chill,Cincinnati Revolution,2015-06-27,Minnesota Wind Chill_Cincinnati Revolution_2015-06-27,20,20,300,24,31,269,269,21,7,27,0,1,0,18,34,22,18,13,7,1,21,32,3,14,20,40,52,0.8966666666666666,0.08,0.06666666666666667,0.07806691449814127,0.7222222222222222,0.3181818181818182,0.38461538461538464,0.38235294117647056,0.3888888888888889,0.8571428571428572,0.5625
2015,Minnesota Wind Chill,Detroit Mechanix,2015-05-10,Minnesota Wind Chill_Detroit Mechanix_2015-05-10,27,22,315,21,27,289,289,27,5,25,1,0,0,22,35,29,21,17,10,1,17,39,3,17,27,51,56,0.9174603174603174,0.06666666666666667,0.08571428571428572,0.09342560553633218,0.7727272727272727,0.3448275862068966,0.48214285714285715,0.4857142857142857,0.47619047619047616,0.8235294117647058,0.5641025641025641
2015,Minnesota Wind Chill,Detroit Mechanix,2015-07-17,Minnesota Wind Chill_Detroit Mechanix_2015-07-17,44,32,218,15,20,198,198,45,5,30,0,1,0,13,16,47,49,11,33,1,5,62,2,9,44,60,65,0.908256880733945,0.06880733944954129,0.2018348623853211,0.22727272727272727,0.8461538461538461,0.7021276595744681,0.676923076923077,0.6875,0.673469387755102,0.6,0.8548387096774194
2015,Minnesota Wind Chill,Indianapolis AlleyCats,2015-06-28,Minnesota Wind Chill_Indianapolis AlleyCats_2015-06-28,25,22,301,20,23,279,279,25,2,16,1,0,0,22,31,26,18,17,8,1,13,36,4,17,25,48,49,0.9269102990033222,0.0664451827242525,0.08305647840531562,0.08960573476702509,0.7727272727272727,0.3076923076923077,0.5102040816326531,0.5483870967741935,0.4444444444444444,0.6923076923076923,0.5277777777777778
2015,Minnesota Wind Chill,Indianapolis AlleyCats,2015-07-11,Minnesota Wind Chill_Indianapolis AlleyCats_2015-07-11,22,20,298,23,30,268,268,22,7,17,0,0,0,22,31,24,22,11,11,1,18,35,9,12,22,46,53,0.8993288590604027,0.07718120805369127,0.0738255033557047,0.08208955223880597,0.5,0.4583333333333333,0.41509433962264153,0.3548387096774194,0.5,0.5,0.6571428571428571
2015,Minnesota Wind Chill,Madison Radicals,2015-05-22,Minnesota Wind Chill_Madison Radicals_2015-05-22,10,9,448,24,34,414,414,10,10,10,0,0,0,29,39,12,8,9,1,1,27,19,17,10,10,41,47,0.9241071428571429,0.05357142857142857,0.022321428571428572,0.024154589371980676,0.3103448275862069,0.08333333333333333,0.2127659574468085,0.23076923076923078,0.125,0.37037037037037035,0.4736842105263158
2015,Minnesota Wind Chill,Madison Radicals,2015-05-30,Minnesota Wind Chill_Madison Radicals_2015-05-30,18,17,357,21,29,328,328,18,8,15,0,0,0,25,34,20,14,14,4,1,19,30,10,13,18,45,48,0.9187675070028011,0.058823529411764705,0.05042016806722689,0.054878048780487805,0.56,0.2,0.375,0.4117647058823529,0.2857142857142857,0.4736842105263158,0.5666666666666667
2015,Minnesota Wind Chill,Madison Radicals,2015-06-12,Minnesota Wind Chill_Madison Radicals_2015-06-12,19,19,425,25,29,396,396,19,4,12,0,0,0,33,42,20,9,13,6,1,27,22,18,13,19,53,51,0.9317647058823529,0.058823529411764705,0.04470588235294118,0.047979797979797977,0.3939393939393939,0.3,0.37254901960784315,0.30952380952380953,0.6666666666666666,0.33333333333333337,0.40909090909090906
2015,Minnesota Wind Chill,Pittsburgh Thunderbirds,2015-05-03,Minnesota Wind Chill_Pittsburgh Thunderbirds_2015-05-03,17,14,268,32,41,229,229,17,7,18,2,0,1,31,52,19,7,14,3,1,36,23,14,15,17,50,59,0.8544776119402985,0.11940298507462686,0.06343283582089553,0.07423580786026202,0.45161290322580644,0.15789473684210525,0.288135593220339,0.2692307692307692,0.42857142857142855,0.6111111111111112,0.34782608695652173
2015,Minnesota Wind Chill,Pittsburgh Thunderbirds,2015-05-09,Minnesota Wind Chill_Pittsburgh Thunderbirds_2015-05-09,22,20,275,19,24,251,251,22,5,12,0,0,0,30,37,23,11,16,6,1,19,28,12,16,22,53,48,0.9127272727272727,0.06909090909090909,0.08,0.08764940239043825,0.5333333333333333,0.2608695652173913,0.4583333333333333,0.43243243243243246,0.5454545454545454,0.368421052631579,0.4285714285714286
2015,Montreal Royal,DC Breeze,2015-05-03,Montreal Royal_DC Breeze_2015-05-03,21,19,282,21,28,255,255,21,6,16,1,0,0,21,32,22,18,13,8,1,18,31,7,13,21,43,50,0.9042553191489362,0.07446808510638298,0.07446808510638298,0.08235294117647059,0.6190476190476191,0.36363636363636365,0.42,0.40625,0.4444444444444444,0.6111111111111112,0.5806451612903225
2015,Montreal Royal,DC Breeze,2015-07-05,Montreal Royal_DC Breeze_2015-07-05,25,22,271,30,34,237,237,25,4,20,0,0,0,22,31,27,28,15,10,1,15,44,6,15,25,49,59,0.8745387453874539,0.11070110701107011,0.09225092250922509,0.10548523206751055,0.6818181818181818,0.37037037037037035,0.423728813559322,0.4838709677419355,0.35714285714285715,0.6,0.6590909090909092
2015,Montreal Royal,New York Empire,2015-04-12,Montreal Royal_New York Empire_2015-04-12,20,20,289,19,22,267,267,20,3,17,0,0,0,23,26,22,16,14,6,1,11,31,7,15,20,45,42,0.9238754325259516,0.0657439446366782,0.06920415224913495,0.0749063670411985,0.6086956521739131,0.2727272727272727,0.47619047619047616,0.5384615384615384,0.375,0.36363636363636365,0.5161290322580645
2015,Montreal Royal,New York Empire,2015-05-23,Montreal Royal_New York Empire_2015-05-23,20,16,212,27,35,177,177,20,8,20,0,0,0,18,33,21,22,11,9,1,22,34,5,12,20,39,55,0.8349056603773585,0.12735849056603774,0.09433962264150944,0.11299435028248588,0.6111111111111112,0.42857142857142855,0.36363636363636365,0.3333333333333333,0.4090909090909091,0.7727272727272727,0.6470588235294117
2015,Montreal Royal,New York Empire,2015-07-24,Montreal Royal_New York Empire_2015-07-24,20,17,243,24,26,217,217,20,2,10,0,0,0,34,38,21,8,16,4,1,21,25,17,16,20,55,46,0.8930041152263375,0.09876543209876543,0.0823045267489712,0.09216589861751152,0.47058823529411764,0.19047619047619047,0.43478260869565216,0.42105263157894735,0.5,0.19047619047619047,0.36
2015,Montreal Royal,Ottawa Outlaws,2015-05-16,Montreal Royal_Ottawa Outlaws_2015-05-16,23,19,228,27,28,200,200,24,1,17,0,1,0,27,38,26,13,19,4,1,18,34,7,18,23,53,51,0.8771929824561403,0.11842105263157894,0.10087719298245613,0.12,0.7037037037037037,0.15384615384615385,0.45098039215686275,0.5,0.3076923076923077,0.6111111111111112,0.47058823529411764
2015,Montreal Royal,Ottawa Outlaws,2015-06-13,Montreal Royal_Ottawa Outlaws_2015-06-13,22,18,272,26,32,240,240,22,6,14,0,0,0,34,44,23,10,19,3,1,25,29,14,19,22,57,54,0.8823529411764706,0.09558823529411764,0.08088235294117647,0.09166666666666666,0.5588235294117647,0.13043478260869565,0.4074074074074074,0.4318181818181818,0.3,0.43999999999999995,0.3448275862068966
2015,Montreal Royal,Ottawa Outlaws,2015-06-27,Montreal Royal_Ottawa Outlaws_2015-06-27,25,3,56,23,25,31,31,25,2,8,0,0,0,31,37,27,14,20,5,1,14,36,8,21,25,58,51,0.5535714285714286,0.4107142857142857,0.44642857142857145,0.8064516129032258,0.6451612903225806,0.18518518518518517,0.49019607843137253,0.5405405405405406,0.35714285714285715,0.4285714285714286,0.41666666666666663
2015,Montreal Royal,Philadelphia Phoenix,2015-05-02,Montreal Royal_Philadelphia Phoenix_2015-05-02,23,20,243,20,25,218,218,23,5,17,0,0,0,19,29,25,19,15,8,1,15,33,4,14,23,44,48,0.897119341563786,0.0823045267489712,0.09465020576131687,0.10550458715596331,0.7894736842105263,0.32,0.4791666666666667,0.5172413793103449,0.42105263157894735,0.7333333333333334,0.5757575757575757
2015,Montreal Royal,Philadelphia Phoenix,2015-05-31,Montreal Royal_Philadelphia Phoenix_2015-05-31,25,19,243,25,31,212,212,25,6,19,0,0,0,18,26,27,30,11,14,1,15,40,7,9,25,45,56,0.8724279835390947,0.102880658436214,0.102880658436214,0.1179245283018868,0.6111111111111112,0.5185185185185185,0.44642857142857145,0.4230769230769231,0.4666666666666667,0.5333333333333333,0.775
2015,Montreal Royal,Rochester Dragons,2015-06-06,Montreal Royal_Rochester Dragons_2015-06-06,21,18,290,23,29,261,261,21,6,12,0,0,0,21,31,22,19,11,10,1,19,31,8,11,21,43,50,0.9,0.07931034482758621,0.07241379310344828,0.08045977011494253,0.5238095238095238,0.45454545454545453,0.42,0.3548387096774194,0.5263157894736842,0.5789473684210527,0.6451612903225806
2015,Montreal Royal,Rochester Dragons,2015-06-21,Montreal Royal_Rochester Dragons_2015-06-21,24,8,93,22,31,62,62,24,9,15,0,0,0,23,36,26,19,13,11,1,20,34,7,14,24,49,55,0.6666666666666666,0.23655913978494625,0.25806451612903225,0.3870967741935484,0.5652173913043478,0.4230769230769231,0.43636363636363634,0.3611111111111111,0.5789473684210527,0.65,0.5882352941176471
