year,team,opponent,date,game,Assists,Hockey Assists,Throws,Throwaways,Turnovers,Completions,Catches,Goals,Drops,Blocks,Stalls,Callahans,Callahans Thrown,O Points Played,O Possessions Played,D Points Played,D Possessions Played,Holds,Breaks,Games Played,Opponent Possessions Played (O-Line),Opponent Possessions Played (D-Line),O Points Lost,D Points Lost,Points Won,Points Played,Possessions Played,Completion Rate,Throwaway Rate,Assist Rate,Goal Rate,Hold Rate,Break Rate,Scoring Efficiency,O-line Scoring Efficiency,D-line Scoring Efficiency,O-line Takeaway Efficiency,D-line Takeaway Efficiency
2017,Vancouver Riptide,San Diego Growlers,2017-05-06,Vancouver Riptide_San Diego Growlers_2017-05-06,14,11,209,28,38,171,171,14,10,12,0,0,0,22,41,15,11,10,4,1,30,22,11,11,14,37,52,0.8181818181818182,0.1339712918660287,0.06698564593301436,0.08187134502923976,0.45454545454545453,0.26666666666666666,0.2692307692307692,0.24390243902439024,0.36363636363636365,0.6333333333333333,0.5
2017,Vancouver Riptide,San Diego Growlers,2017-05-13,Vancouver Riptide_San Diego Growlers_2017-05-13,27,27,262,19,23,240,240,27,3,14,1,0,0,26,34,30,16,18,9,1,16,36,7,19,27,56,50,0.916030534351145,0.07251908396946564,0.10305343511450382,0.1125,0.6923076923076923,0.3,0.54,0.5294117647058824,0.5625,0.5625,0.4722222222222222
2017,Vancouver Riptide,San Diego Growlers,2017-06-03,Vancouver Riptide_San Diego Growlers_2017-06-03,23,22,316,20,24,292,292,23,4,13,0,0,0,27,32,25,15,19,4,1,12,36,7,18,23,52,47,0.9240506329113924,0.06329113924050633,0.07278481012658228,0.07876712328767123,0.7037037037037037,0.16,0.48936170212765956,0.59375,0.26666666666666666,0.41666666666666663,0.5
2017,Vancouver Riptide,San Francisco FlameThrowers,2017-05-21,Vancouver Riptide_San Francisco FlameThrowers_2017-05-21,20,18,284,28,36,248,248,20,8,12,0,0,0,34,49,22,7,19,1,1,29,28,13,20,20,56,56,0.8732394366197183,0.09859154929577464,0.07042253521126761,0.08064516129032258,0.5588235294117647,0.045454545454545456,0.35714285714285715,0.3877551020408163,0.14285714285714285,0.5517241379310345,0.2857142857142857
2017,Vancouver Riptide,San Francisco FlameThrowers,2017-07-23,Vancouver Riptide_San Francisco FlameThrowers_2017-07-23,18,17,222,27,35,187,187,18,8,17,0,0,0,27,37,20,17,13,5,1,22,32,12,14,18,47,54,0.8423423423423423,0.12162162162162163,0.08108108108108109,0.0962566844919786,0.48148148148148145,0.25,0.3333333333333333,0.35135135135135137,0.29411764705882354,0.4545454545454546,0.5625
2017,Vancouver Riptide,San Jose Spiders,2017-04-29,Vancouver Riptide_San Jose Spiders_2017-04-29,22,17,233,24,31,202,202,22,7,17,0,0,0,30,42,24,12,19,3,1,22,33,10,18,22,54,54,0.8669527896995708,0.10300429184549356,0.0944206008583691,0.10891089108910891,0.6333333333333333,0.125,0.4074074074074074,0.4523809523809524,0.25,0.5454545454545454,0.4545454545454546
2017,Vancouver Riptide,San Jose Spiders,2017-05-20,Vancouver Riptide_San Jose Spiders_2017-05-20,18,17,233,21,27,206,206,18,6,16,0,0,0,21,33,20,12,12,6,1,19,26,7,12,18,41,45,0.8841201716738197,0.09012875536480687,0.07725321888412018,0.08737864077669903,0.5714285714285714,0.3,0.4,0.36363636363636365,0.5,0.631578947368421,0.5384615384615384
2017,Vancouver Riptide,Seattle Cascades,2017-04-01,Vancouver Riptide_Seattle Cascades_2017-04-01,18,17,236,24,28,208,208,18,4,12,0,0,0,30,39,19,7,18,0,1,20,25,11,18,18,49,46,0.8813559322033898,0.1016949152542373,0.07627118644067797,0.08653846153846154,0.6,0.0,0.391304347826087,0.46153846153846156,0.0,0.44999999999999996,0.28
2017,Vancouver Riptide,Seattle Cascades,2017-04-22,Vancouver Riptide_Seattle Cascades_2017-04-22,24,24,282,16,21,261,261,24,5,11,0,0,0,29,36,26,9,19,5,1,15,29,7,20,24,55,45,0.925531914893617,0.05673758865248227,0.0851063829787234,0.09195402298850575,0.6551724137931034,0.19230769230769232,0.5333333333333333,0.5277777777777778,0.5555555555555556,0.5333333333333333,0.31034482758620685
2017,Vancouver Riptide,Seattle Cascades,2017-06-17,Vancouver Riptide_Seattle Cascades_2017-06-17,19,18,277,20,26,251,251,19,6,13,0,0,0,25,31,20,15,15,4,1,15,30,9,15,19,45,46,0.9061371841155235,0.07220216606498195,0.06859205776173286,0.07569721115537849,0.6,0.2,0.41304347826086957,0.4838709677419355,0.26666666666666666,0.4,0.5
2017,Vancouver Riptide,Seattle Cascades,2017-06-30,Vancouver Riptide_Seattle Cascades_2017-06-30,10,10,301,31,40,262,262,10,8,10,1,0,0,33,44,12,6,9,1,1,33,17,21,10,10,45,50,0.8704318936877077,0.10299003322259136,0.03322259136212625,0.03816793893129771,0.2727272727272727,0.08333333333333333,0.2,0.20454545454545456,0.16666666666666666,0.36363636363636365,0.4117647058823529
2018,Atlanta Hustle,Austin Sol,2018-05-05,Atlanta Hustle_Austin Sol_2018-05-05,22,20,246,11,12,234,234,22,1,6,0,0,1,25,29,23,7,16,6,1,11,23,7,15,22,48,36,0.9512195121951219,0.044715447154471545,0.08943089430894309,0.09401709401709402,0.64,0.2608695652173913,0.6111111111111112,0.5517241379310345,0.8571428571428571,0.36363636363636365,0.34782608695652173
2018,Atlanta Hustle,Austin Sol,2018-05-19,Atlanta Hustle_Austin Sol_2018-05-19,19,19,280,21,28,253,253,19,6,10,1,0,0,30,38,21,9,16,3,1,22,27,12,16,19,51,47,0.9035714285714286,0.075,0.06785714285714285,0.07509881422924901,0.5333333333333333,0.14285714285714285,0.40425531914893614,0.42105263157894735,0.3333333333333333,0.4545454545454546,0.40740740740740744
2018,Atlanta Hustle,Dallas Roughnecks,2018-05-20,Atlanta Hustle_Dallas Roughnecks_2018-05-20,20,18,220,20,24,196,196,21,4,6,0,1,0,28,38,23,8,17,3,1,18,28,7,19,20,51,46,0.8909090909090909,0.09090909090909091,0.09090909090909091,0.10714285714285714,0.6071428571428571,0.13043478260869565,0.43478260869565216,0.4473684210526316,0.375,0.6111111111111112,0.3214285714285714
2018,Atlanta Hustle,Dallas Roughnecks,2018-06-03,Atlanta Hustle_Dallas Roughnecks_2018-06-03,28,24,242,11,15,227,227,28,4,7,0,0,0,29,33,29,10,21,7,1,12,33,8,21,28,58,43,0.9380165289256198,0.045454545454545456,0.11570247933884298,0.12334801762114538,0.7241379310344828,0.2413793103448276,0.6511627906976745,0.6363636363636364,0.7,0.33333333333333337,0.36363636363636365
2018,Atlanta Hustle,Dallas Roughnecks,2018-06-16,Atlanta Hustle_Dallas Roughnecks_2018-06-16,20,18,224,17,19,205,205,20,2,8,0,0,0,25,33,22,7,18,2,1,13,27,5,19,20,47,40,0.9151785714285714,0.07589285714285714,0.08928571428571429,0.0975609756097561,0.72,0.09090909090909091,0.5,0.5454545454545454,0.2857142857142857,0.6153846153846154,0.2962962962962963
2018,Atlanta Hustle,Nashville NightWatch,2018-04-15,Atlanta Hustle_Nashville NightWatch_2018-04-15,18,16,322,16,24,300,300,18,6,16,2,0,0,18,24,20,20,12,6,1,12,32,6,11,18,38,44,0.9316770186335404,0.049689440993788817,0.055900621118012424,0.06,0.6666666666666666,0.3,0.4090909090909091,0.5,0.3,0.5,0.65625
2018,Atlanta Hustle,Nashville NightWatch,2018-06-09,Atlanta Hustle_Nashville NightWatch_2018-06-09,24,22,277,7,14,264,264,24,6,6,1,0,0,21,29,26,10,17,7,1,11,29,2,19,24,47,39,0.9530685920577617,0.02527075812274368,0.08664259927797834,0.09090909090909091,0.8095238095238095,0.2692307692307692,0.6153846153846154,0.5862068965517241,0.7,0.8181818181818181,0.3448275862068966
2018,Atlanta Hustle,Nashville NightWatch,2018-07-15,Atlanta Hustle_Nashville NightWatch_2018-07-15,30,30,336,12,17,319,319,30,5,12,0,0,0,27,32,32,17,19,11,1,12,37,7,19,30,59,49,0.9494047619047619,0.03571428571428571,0.08928571428571429,0.09404388714733543,0.7037037037037037,0.34375,0.6122448979591837,0.59375,0.6470588235294118,0.41666666666666663,0.4864864864864865
2018,Atlanta Hustle,Raleigh Flyers,2018-06-23,Atlanta Hustle_Raleigh Flyers_2018-06-23,30,29,322,10,12,310,310,30,2,14,0,0,0,21,28,32,14,16,14,1,12,32,5,15,30,53,42,0.9627329192546584,0.031055900621118012,0.09316770186335403,0.0967741935483871,0.7619047619047619,0.4375,0.7142857142857143,0.5714285714285714,1.0,0.5833333333333333,0.53125
2018,Atlanta Hustle,Raleigh Flyers,2018-07-07,Atlanta Hustle_Raleigh Flyers_2018-07-07,25,24,287,13,15,273,273,25,1,10,1,0,0,28,35,27,6,20,5,1,14,28,7,19,25,55,41,0.9512195121951219,0.04529616724738676,0.08710801393728224,0.09157509157509157,0.7142857142857143,0.18518518518518517,0.6097560975609756,0.5714285714285714,0.8333333333333334,0.5,0.3214285714285714
2018,Atlanta Hustle,Tampa Bay Cannons,2018-04-07,Atlanta Hustle_Tampa Bay Cannons_2018-04-07,17,16,246,16,20,227,227,17,3,15,1,0,0,16,22,19,16,9,8,1,12,27,5,10,17,35,38,0.9227642276422764,0.06504065040650407,0.06910569105691057,0.07488986784140969,0.5625,0.42105263157894735,0.4473684210526316,0.4090909090909091,0.5,0.5833333333333333,0.6296296296296297
2018,Atlanta Hustle,Tampa Bay Cannons,2018-04-21,Atlanta Hustle_Tampa Bay Cannons_2018-04-21,19,19,210,9,10,200,200,19,1,6,0,0,0,20,22,21,8,15,4,1,6,25,3,15,19,41,30,0.9523809523809523,0.04285714285714286,0.09047619047619047,0.095,0.75,0.19047619047619047,0.6333333333333333,0.6818181818181818,0.5,0.5,0.4
2018,Atlanta Hustle,Tampa Bay Cannons,2018-05-12,Atlanta Hustle_Tampa Bay Cannons_2018-05-12,27,26,247,7,9,238,238,27,2,7,0,0,0,27,28,28,8,22,5,1,6,31,5,21,27,55,36,0.9635627530364372,0.02834008097165992,0.10931174089068826,0.1134453781512605,0.8148148148148148,0.17857142857142858,0.75,0.7857142857142857,0.625,0.16666666666666663,0.32258064516129037
2018,Atlanta Hustle,Tampa Bay Cannons,2018-06-30,Atlanta Hustle_Tampa Bay Cannons_2018-06-30,16,14,183,16,18,166,166,16,1,11,1,0,0,19,26,18,9,11,5,1,14,22,6,13,16,37,35,0.907103825136612,0.08743169398907104,0.08743169398907104,0.0963855421686747,0.5789473684210527,0.2777777777777778,0.45714285714285713,0.4230769230769231,0.5555555555555556,0.5714285714285714,0.40909090909090906
2018,Austin Sol,Atlanta Hustle,2018-05-05,Austin Sol_Atlanta Hustle_2018-05-05,22,11,213,9,10,203,203,23,1,8,0,1,0,23,23,25,10,15,7,1,6,28,6,16,22,48,33,0.9530516431924883,0.04225352112676056,0.10328638497652583,0.11330049261083744,0.6521739130434783,0.28,0.6666666666666666,0.6521739130434783,0.7,0.0,0.4285714285714286
2018,Austin Sol,Atlanta Hustle,2018-05-19,Austin Sol_Atlanta Hustle_2018-05-19,28,25,310,18,20,290,290,28,2,11,0,0,0,21,27,30,22,16,12,1,9,38,3,16,28,51,49,0.9354838709677419,0.05806451612903226,0.09032258064516129,0.09655172413793103,0.7619047619047619,0.4,0.5714285714285714,0.5925925925925926,0.5454545454545454,0.6666666666666667,0.5789473684210527
2018,Austin Sol,Dallas Roughnecks,2018-04-22,Austin Sol_Dallas Roughnecks_2018-04-22,19,19,267,33,36,231,231,21,3,21,0,2,0,25,36,23,19,13,6,1,21,36,7,16,19,48,55,0.8651685393258427,0.12359550561797752,0.07116104868913857,0.09090909090909091,0.52,0.2608695652173913,0.34545454545454546,0.3611111111111111,0.3157894736842105,0.6666666666666667,0.5555555555555556
2018,Austin Sol,Dallas Roughnecks,2018-05-12,Austin Sol_Dallas Roughnecks_2018-05-12,22,21,242,24,30,212,212,23,6,14,0,1,0,29,39,25,15,17,5,1,21,34,9,18,22,54,54,0.8760330578512396,0.09917355371900827,0.09090909090909091,0.10849056603773585,0.5862068965517241,0.2,0.4074074074074074,0.4358974358974359,0.3333333333333333,0.5714285714285714,0.47058823529411764
2018,Austin Sol,Dallas Roughnecks,2018-06-09,Austin Sol_Dallas Roughnecks_2018-06-09,17,15,221,18,21,200,200,17,3,12,0,0,0,20,27,19,13,12,5,1,13,27,6,13,17,39,40,0.9049773755656109,0.08144796380090498,0.07692307692307693,0.085,0.6,0.2631578947368421,0.425,0.4444444444444444,0.38461538461538464,0.5384615384615384,0.5185185185185186
2018,Austin Sol,Dallas Roughnecks,2018-06-30,Austin Sol_Dallas Roughnecks_2018-06-30,25,18,202,33,35,167,167,25,2,10,0,0,0,31,46,27,15,20,5,1,23,37,7,22,25,58,61,0.8267326732673267,0.16336633663366337,0.12376237623762376,0.1497005988023952,0.6451612903225806,0.18518518518518517,0.4098360655737705,0.43478260869565216,0.3333333333333333,0.6956521739130435,0.4054054054054054
2018,Austin Sol,Los Angeles Aviators,2018-04-14,Austin Sol_Los Angeles Aviators_2018-04-14,23,21,274,21,25,249,249,23,4,11,0,0,0,24,35,22,13,17,6,1,17,29,6,16,23,46,48,0.9087591240875912,0.07664233576642336,0.08394160583941605,0.09236947791164658,0.7083333333333334,0.2727272727272727,0.4791666666666667,0.4857142857142857,0.46153846153846156,0.6470588235294117,0.4482758620689655
2018,Austin Sol,Nashville NightWatch,2018-05-06,Austin Sol_Nashville NightWatch_2018-05-06,20,19,232,23,26,206,206,20,3,3,0,0,0,23,32,22,14,16,4,1,16,29,7,15,20,45,46,0.8879310344827587,0.09913793103448276,0.08620689655172414,0.0970873786407767,0.6956521739130435,0.18181818181818182,0.43478260869565216,0.5,0.2857142857142857,0.5625,0.48275862068965514
2018,Austin Sol,Nashville NightWatch,2018-05-26,Austin Sol_Nashville NightWatch_2018-05-26,21,19,214,19,23,191,191,21,4,12,0,0,0,29,34,23,10,18,3,1,14,30,8,19,21,52,44,0.8925233644859814,0.08878504672897196,0.09813084112149532,0.1099476439790576,0.6206896551724138,0.13043478260869565,0.4772727272727273,0.5294117647058824,0.3,0.4285714285714286,0.3666666666666667
2018,Austin Sol,Nashville NightWatch,2018-06-23,Austin Sol_Nashville NightWatch_2018-06-23,24,22,357,28,35,322,322,24,7,12,0,0,0,24,41,26,18,16,8,1,24,36,7,16,24,50,59,0.9019607843137255,0.0784313725490196,0.06722689075630252,0.07453416149068323,0.6666666666666666,0.3076923076923077,0.4067796610169492,0.3902439024390244,0.4444444444444444,0.7083333333333333,0.5555555555555556
2018,Austin Sol,Raleigh Flyers,2018-04-27,Austin Sol_Raleigh Flyers_2018-04-27,25,24,338,16,19,320,320,25,2,10,1,0,0,23,25,26,19,18,7,1,6,37,4,19,25,49,44,0.9467455621301775,0.047337278106508875,0.07396449704142012,0.078125,0.782608695652174,0.2692307692307692,0.5681818181818182,0.72,0.3684210526315789,0.33333333333333337,0.4864864864864865
2018,Austin Sol,Raleigh Flyers,2018-06-01,Austin Sol_Raleigh Flyers_2018-06-01,14,12,241,29,31,211,211,14,1,4,1,0,0,34,39,16,6,11,3,1,25,18,20,12,14,50,45,0.8755186721991701,0.12033195020746888,0.058091286307053944,0.06635071090047394,0.3235294117647059,0.1875,0.3111111111111111,0.28205128205128205,0.5,0.19999999999999996,0.33333333333333337
2018,Austin Sol,Raleigh Flyers,2018-07-27,Austin Sol_Raleigh Flyers_2018-07-27,23,22,277,16,22,255,255,23,6,10,0,0,0,27,34,25,11,16,7,1,17,29,9,17,23,52,45,0.9205776173285198,0.05776173285198556,0.08303249097472924,0.09019607843137255,0.5925925925925926,0.28,0.5111111111111111,0.47058823529411764,0.6363636363636364,0.47058823529411764,0.4137931034482759
2018,Austin Sol,Tampa Bay Cannons,2018-06-02,Austin Sol_Tampa Bay Cannons_2018-06-02,27,26,306,14,20,287,287,27,5,8,1,0,0,28,33,29,15,19,8,1,12,35,7,19,27,57,48,0.9379084967320261,0.0457516339869281,0.08823529411764706,0.09407665505226481,0.6785714285714286,0.27586206896551724,0.5625,0.5757575757575758,0.5333333333333333,0.41666666666666663,0.4571428571428572
2018,Austin Sol,Tampa Bay Cannons,2018-07-08,Austin Sol_Tampa Bay Cannons_2018-07-08,6,5,70,6,6,64,64,6,0,0,0,0,0,8,8,5,4,4,2,1,4,7,4,3,6,13,12,0.9142857142857143,0.08571428571428572,0.08571428571428572,0.09375,0.5,0.4,0.5,0.5,0.5,0.0,0.5714285714285714
2018,Chicago Wildfire,Detroit Mechanix,2018-06-02,Chicago Wildfire_Detroit Mechanix_2018-06-02,25,20,225,20,29,196,196,25,9,17,0,0,0,19,35,27,19,16,9,1,18,37,2,16,25,46,54,0.8711111111111111,0.08888888888888889,0.1111111111111111,0.12755102040816327,0.8421052631578947,0.3333333333333333,0.46296296296296297,0.45714285714285713,0.47368421052631576,0.8888888888888888,0.5675675675675675
2018,Chicago Wildfire,Detroit Mechanix,2018-06-17,Chicago Wildfire_Detroit Mechanix_2018-06-17,34,30,268,17,23,245,245,34,6,17,0,0,0,14,18,36,40,12,22,1,4,54,0,12,34,50,58,0.914179104477612,0.06343283582089553,0.12686567164179105,0.13877551020408163,0.8571428571428571,0.6111111111111112,0.5862068965517241,0.6666666666666666,0.55,1.0,0.7777777777777778
2018,Chicago Wildfire,Detroit Mechanix,2018-06-24,Chicago Wildfire_Detroit Mechanix_2018-06-24,31,29,282,16,18,264,264,31,2,18,0,0,0,27,34,33,15,22,9,1,12,39,4,23,31,60,49,0.9361702127659575,0.05673758865248227,0.1099290780141844,0.11742424242424243,0.8148148148148148,0.2727272727272727,0.6326530612244898,0.6470588235294118,0.6,0.6666666666666667,0.41025641025641024
2018,Chicago Wildfire,Indianapolis AlleyCats,2018-04-28,Chicago Wildfire_Indianapolis AlleyCats_2018-04-28,21,20,293,15,22,272,272,21,6,7,1,0,0,27,36,23,8,17,4,1,16,26,7,18,21,50,44,0.9283276450511946,0.051194539249146756,0.07167235494880546,0.07720588235294118,0.6296296296296297,0.17391304347826086,0.4772727272727273,0.4722222222222222,0.5,0.5625,0.3076923076923077
2018,Chicago Wildfire,Indianapolis AlleyCats,2018-05-26,Chicago Wildfire_Indianapolis AlleyCats_2018-05-26,22,22,284,15,17,267,267,22,2,5,0,0,0,27,35,24,5,20,2,1,14,26,6,20,22,51,40,0.9401408450704225,0.0528169014084507,0.07746478873239436,0.08239700374531835,0.7407407407407407,0.08333333333333333,0.55,0.5714285714285714,0.4,0.5714285714285714,0.23076923076923073
2018,Chicago Wildfire,Indianapolis AlleyCats,2018-07-07,Chicago Wildfire_Indianapolis AlleyCats_2018-07-07,18,17,294,18,20,274,274,18,2,4,0,0,0,26,33,20,6,16,2,1,16,24,8,17,18,46,39,0.9319727891156463,0.061224489795918366,0.061224489795918366,0.06569343065693431,0.6153846153846154,0.1,0.46153846153846156,0.48484848484848486,0.3333333333333333,0.5,0.29166666666666663
2018,Chicago Wildfire,Madison Radicals,2018-05-19,Chicago Wildfire_Madison Radicals_2018-05-19,16,15,398,22,25,373,373,16,3,5,0,0,0,26,31,18,10,13,3,1,15,24,10,14,16,44,41,0.9371859296482412,0.05527638190954774,0.04020100502512563,0.04289544235924933,0.5,0.16666666666666666,0.3902439024390244,0.41935483870967744,0.3,0.33333333333333337,0.41666666666666663
2018,Chicago Wildfire,Madison Radicals,2018-06-09,Chicago Wildfire_Madison Radicals_2018-06-09,21,20,340,14,22,319,319,21,7,8,1,0,0,24,30,22,13,17,4,1,11,31,5,17,21,46,43,0.9382352941176471,0.041176470588235294,0.061764705882352944,0.06583072100313479,0.7083333333333334,0.18181818181818182,0.4883720930232558,0.5666666666666667,0.3076923076923077,0.5454545454545454,0.4516129032258065
2018,Chicago Wildfire,Madison Radicals,2018-07-14,Chicago Wildfire_Madison Radicals_2018-07-14,24,23,307,12,17,290,290,24,5,10,0,0,0,28,36,26,8,18,6,1,15,28,7,20,24,54,44,0.9446254071661238,0.03908794788273615,0.0781758957654723,0.08275862068965517,0.6428571428571429,0.23076923076923078,0.5454545454545454,0.5,0.75,0.5333333333333333,0.2857142857142857
2018,Chicago Wildfire,Minnesota Wind Chill,2018-04-21,Chicago Wildfire_Minnesota Wind Chill_2018-04-21,23,23,291,19,19,272,272,23,0,9,0,0,0,26,31,26,11,16,7,1,17,27,8,16,23,52,42,0.9347079037800687,0.06529209621993128,0.07903780068728522,0.08455882352941177,0.6153846153846154,0.2692307692307692,0.5476190476190477,0.5161290322580645,0.6363636363636364,0.5294117647058824,0.40740740740740744
2018,Chicago Wildfire,Minnesota Wind Chill,2018-06-30,Chicago Wildfire_Minnesota Wind Chill_2018-06-30,23,22,231,13,17,214,214,23,4,6,0,0,0,27,31,24,9,18,5,1,12,28,6,19,23,51,40,0.9264069264069265,0.05627705627705628,0.09956709956709957,0.10747663551401869,0.6666666666666666,0.20833333333333334,0.575,0.5806451612903226,0.5555555555555556,0.5,0.3214285714285714
2018,Chicago Wildfire,Minnesota Wind Chill,2018-07-15,Chicago Wildfire_Minnesota Wind Chill_2018-07-15,20,20,281,21,24,257,257,20,3,13,0,0,0,23,30,22,14,16,4,1,14,31,7,16,20,45,44,0.9145907473309609,0.07473309608540925,0.0711743772241993,0.07782101167315175,0.6956521739130435,0.18181818181818182,0.45454545454545453,0.5333333333333333,0.2857142857142857,0.5,0.4838709677419355
2018,Chicago Wildfire,Pittsburgh Thunderbirds,2018-04-14,Chicago Wildfire_Pittsburgh Thunderbirds_2018-04-14,20,18,275,17,22,253,253,20,5,14,0,0,0,16,27,22,15,14,6,1,13,31,2,13,20,38,42,0.92,0.06181818181818182,0.07272727272727272,0.07905138339920949,0.875,0.2727272727272727,0.47619047619047616,0.5185185185185185,0.4,0.8461538461538461,0.5806451612903225
2018,Chicago Wildfire,Pittsburgh Thunderbirds,2018-05-12,Chicago Wildfire_Pittsburgh Thunderbirds_2018-05-12,21,19,314,16,24,290,290,21,8,11,0,0,0,18,23,23,23,12,9,1,7,37,2,14,21,41,46,0.9235668789808917,0.050955414012738856,0.06687898089171974,0.07241379310344828,0.6666666666666666,0.391304347826087,0.45652173913043476,0.5217391304347826,0.391304347826087,0.7142857142857143,0.6216216216216216
2018,DC Breeze,Montreal Royal,2018-04-07,DC Breeze_Montreal Royal_2018-04-07,22,19,326,19,25,301,301,22,6,17,0,0,0,26,32,24,16,17,5,1,14,32,8,16,22,50,48,0.9233128834355828,0.05828220858895705,0.06748466257668712,0.07308970099667775,0.6538461538461539,0.20833333333333334,0.4583333333333333,0.53125,0.3125,0.4285714285714286,0.5
2018,DC Breeze,Montreal Royal,2018-05-20,DC Breeze_Montreal Royal_2018-05-20,20,18,286,27,32,254,254,20,5,19,0,0,0,23,34,22,19,12,8,1,22,32,9,12,20,45,53,0.8881118881118881,0.0944055944055944,0.06993006993006994,0.07874015748031496,0.5217391304347826,0.36363636363636365,0.37735849056603776,0.35294117647058826,0.42105263157894735,0.5909090909090908,0.625
2018,DC Breeze,New York Empire,2018-05-05,DC Breeze_New York Empire_2018-05-05,18,17,275,16,22,253,253,18,6,12,0,0,0,20,31,19,9,15,3,1,16,25,5,14,18,39,40,0.92,0.05818181818181818,0.06545454545454546,0.07114624505928854,0.75,0.15789473684210525,0.45,0.4838709677419355,0.3333333333333333,0.6875,0.43999999999999995
2018,DC Breeze,New York Empire,2018-05-26,DC Breeze_New York Empire_2018-05-26,29,26,280,15,16,264,264,29,1,13,0,0,0,22,26,30,19,17,12,1,9,37,5,16,29,52,45,0.9428571428571428,0.05357142857142857,0.10357142857142858,0.10984848484848485,0.7727272727272727,0.4,0.6444444444444445,0.6538461538461539,0.631578947368421,0.4444444444444444,0.5675675675675675
2018,DC Breeze,New York Empire,2018-07-14,DC Breeze_New York Empire_2018-07-14,29,26,314,12,13,301,301,29,1,14,0,0,0,21,28,31,16,18,11,1,9,35,2,17,29,52,44,0.9585987261146497,0.03821656050955414,0.09235668789808917,0.09634551495016612,0.8571428571428571,0.3548387096774194,0.6590909090909091,0.6428571428571429,0.6875,0.7777777777777778,0.5142857142857142
2018,DC Breeze,New York Empire,2018-07-21,DC Breeze_New York Empire_2018-07-21,15,14,254,30,37,218,218,15,6,13,1,0,0,20,40,17,12,13,2,1,26,27,5,14,15,37,52,0.8582677165354331,0.11811023622047244,0.05905511811023622,0.06880733944954129,0.65,0.11764705882352941,0.28846153846153844,0.325,0.16666666666666666,0.8076923076923077,0.4814814814814815
2018,DC Breeze,Ottawa Outlaws,2018-04-22,DC Breeze_Ottawa Outlaws_2018-04-22,26,23,268,16,22,246,246,26,6,13,0,0,0,21,31,28,17,15,11,1,16,34,4,15,26,49,48,0.917910447761194,0.05970149253731343,0.09701492537313433,0.10569105691056911,0.7142857142857143,0.39285714285714285,0.5416666666666666,0.4838709677419355,0.6470588235294118,0.75,0.5588235294117647
2018,DC Breeze,Ottawa Outlaws,2018-06-24,DC Breeze_Ottawa Outlaws_2018-06-24,30,29,296,23,28,268,268,30,5,12,0,0,0,29,43,31,15,22,8,1,21,38,7,22,30,60,58,0.9054054054054054,0.0777027027027027,0.10135135135135136,0.11194029850746269,0.7586206896551724,0.25806451612903225,0.5172413793103449,0.5116279069767442,0.5333333333333333,0.6666666666666667,0.42105263157894735
2018,DC Breeze,Philadelphia Phoenix,2018-04-28,DC Breeze_Philadelphia Phoenix_2018-04-28,18,18,250,22,27,223,223,18,5,13,0,0,0,20,33,19,12,13,5,1,18,25,5,13,18,39,45,0.892,0.088,0.072,0.08071748878923767,0.65,0.2631578947368421,0.4,0.3939393939393939,0.4166666666666667,0.7222222222222222,0.48
2018,DC Breeze,Philadelphia Phoenix,2018-06-30,DC Breeze_Philadelphia Phoenix_2018-06-30,25,25,340,11,12,328,328,25,1,12,0,0,0,17,20,27,18,13,12,1,7,31,4,11,25,44,38,0.9647058823529412,0.03235294117647059,0.07352941176470588,0.07621951219512195,0.7647058823529411,0.4444444444444444,0.6578947368421053,0.65,0.6666666666666666,0.4285714285714286,0.6451612903225806
2018,DC Breeze,Pittsburgh Thunderbirds,2018-06-02,DC Breeze_Pittsburgh Thunderbirds_2018-06-02,20,19,365,21,23,342,342,20,2,17,0,0,0,12,18,22,26,8,12,1,9,36,2,9,20,34,44,0.936986301369863,0.057534246575342465,0.0547945205479452,0.05847953216374269,0.6666666666666666,0.5454545454545454,0.45454545454545453,0.4444444444444444,0.46153846153846156,0.7777777777777778,0.75
2018,DC Breeze,Raleigh Flyers,2018-05-12,DC Breeze_Raleigh Flyers_2018-05-12,24,23,244,16,19,225,225,25,3,9,0,1,0,25,31,27,13,17,7,1,12,33,5,19,24,52,44,0.9221311475409836,0.06557377049180328,0.09836065573770492,0.1111111111111111,0.68,0.25925925925925924,0.5454545454545454,0.5483870967741935,0.5384615384615384,0.5833333333333333,0.4242424242424242
2018,DC Breeze,Toronto Rush,2018-05-19,DC Breeze_Toronto Rush_2018-05-19,20,17,301,24,29,274,274,20,3,9,2,0,0,35,40,21,11,15,5,1,23,27,17,16,20,56,51,0.9102990033222591,0.07973421926910298,0.0664451827242525,0.072992700729927,0.42857142857142855,0.23809523809523808,0.39215686274509803,0.375,0.45454545454545453,0.26086956521739135,0.40740740740740744
2018,DC Breeze,Toronto Rush,2018-06-09,DC Breeze_Toronto Rush_2018-06-09,25,25,388,13,19,370,370,25,5,9,1,0,0,27,29,27,18,18,7,1,9,37,6,18,25,54,47,0.9536082474226805,0.03350515463917526,0.06443298969072164,0.06756756756756757,0.6666666666666666,0.25925925925925924,0.5319148936170213,0.6206896551724138,0.3888888888888889,0.33333333333333337,0.5135135135135135
