year,team,player,Assists,Hockey Assists,Throws,Throwaways,Turnovers,Completions,Catches,Goals,Drops,Blocks,Stalls,Callahans,Callahans Thrown,Plus/Minus,O Points Played,O Possessions Played,D Points Played,D Possessions Played,Holds,Breaks,Games Played,Opponent Possessions Played (O-Line),Opponent Possessions Played (D-Line),O Points Lost,D Points Lost,Points Won,Points Played,Possessions Played,Completion Rate,Throwaway Rate,Assist Rate,Goal Rate,Hold Rate,Break Rate,Scoring Efficiency,O-line Scoring Efficiency,D-line Scoring Efficiency,O-line Takeaway Efficiency,D-line Takeaway Efficiency
2014,Indianapolis AlleyCats,Donovan Triplett,0.0,1.0,14.0,3.0,3.0,10.0,12.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,21.0,39.0,29.0,1.0,9.0,6.0,19.0,58.0,6.0,29.0,10.0,48.0,50.0,0.7142857142857143,0.21428571428571427,0.0,0.16666666666666666,0.1111111111111111,0.23076923076923078,0.2,0.047619047619047616,0.3103448275862069,0.6842105263157895,0.5
2014,Indianapolis AlleyCats,Eric Johnson,0.0,1.0,11.0,2.0,2.0,9.0,15.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,14.0,30.0,25.0,3.0,12.0,4.0,10.0,43.0,5.0,18.0,15.0,40.0,39.0,0.8181818181818182,0.18181818181818182,0.0,0.2,0.3,0.4,0.38461538461538464,0.21428571428571427,0.48,0.5,0.5813953488372092
2014,Indianapolis AlleyCats,Jared Payne,0.0,0.0,14.0,1.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.0,6.0,5.0,4.0,3.0,2.0,1.0,3.0,7.0,3.0,3.0,5.0,11.0,10.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.5,0.4,0.5,0.5,0.5,0.0,0.5714285714285714
2014,Indianapolis AlleyCats,Jason Cheek,5.0,5.0,60.0,4.0,4.0,52.0,57.0,2.0,0.0,4.0,0.0,0.0,0.0,7.0,46.0,72.0,88.0,52.0,23.0,25.0,11.0,46.0,114.0,17.0,58.0,48.0,134.0,124.0,0.8666666666666667,0.06666666666666667,0.08333333333333333,0.03508771929824561,0.5,0.2840909090909091,0.3870967741935484,0.3194444444444444,0.4807692307692308,0.6304347826086957,0.49122807017543857
2014,Indianapolis AlleyCats,Jason Yoder,11.0,0.0,124.0,12.0,12.0,108.0,85.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,24.0,43.0,111.0,66.0,11.0,29.0,10.0,32.0,148.0,11.0,79.0,40.0,135.0,109.0,0.8709677419354839,0.0967741935483871,0.08870967741935484,0.011764705882352941,0.4583333333333333,0.26126126126126126,0.3669724770642202,0.2558139534883721,0.4393939393939394,0.65625,0.46621621621621623
2014,Indianapolis AlleyCats,Joey Cari,29.0,32.0,398.0,22.0,31.0,371.0,401.0,41.0,9.0,7.0,0.0,0.0,0.0,46.0,283.0,370.0,34.0,61.0,198.0,19.0,15.0,161.0,72.0,70.0,10.0,217.0,317.0,431.0,0.9321608040201005,0.05527638190954774,0.0728643216080402,0.10224438902743142,0.6996466431095406,0.5588235294117647,0.5034802784222738,0.5351351351351351,0.3114754098360656,0.5652173913043479,0.8611111111111112
2014,Indianapolis AlleyCats,Keenan Plew,39.0,31.0,332.0,15.0,19.0,308.0,348.0,38.0,4.0,5.0,0.0,0.0,0.0,63.0,248.0,321.0,35.0,63.0,179.0,17.0,13.0,133.0,77.0,55.0,12.0,196.0,283.0,384.0,0.927710843373494,0.045180722891566265,0.11746987951807229,0.10919540229885058,0.7217741935483871,0.4857142857142857,0.5104166666666666,0.557632398753894,0.2698412698412698,0.5864661654135339,0.8441558441558441
2014,Indianapolis AlleyCats,Kyle Cox,21.0,22.0,351.0,31.0,36.0,307.0,309.0,5.0,5.0,6.0,0.0,0.0,0.0,-4.0,191.0,257.0,23.0,39.0,134.0,11.0,11.0,115.0,48.0,47.0,10.0,145.0,214.0,296.0,0.8746438746438746,0.08831908831908832,0.05982905982905983,0.016181229773462782,0.7015706806282722,0.4782608695652174,0.48986486486486486,0.5214007782101168,0.28205128205128205,0.5913043478260869,0.7916666666666666
2014,Indianapolis AlleyCats,Levi Jacobs,1.0,3.0,9.0,2.0,2.0,7.0,13.0,4.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,37.0,24.0,0.0,14.0,3.0,0.0,47.0,0.0,22.0,14.0,37.0,24.0,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.3076923076923077,,0.3783783783783784,0.5833333333333334,,0.5833333333333334,,0.5319148936170213
2014,Indianapolis AlleyCats,Luke Broderick,12.0,7.0,151.0,12.0,13.0,137.0,123.0,5.0,1.0,8.0,0.0,0.0,0.0,12.0,29.0,54.0,166.0,100.0,14.0,41.0,13.0,40.0,222.0,11.0,112.0,55.0,195.0,154.0,0.9072847682119205,0.07947019867549669,0.07947019867549669,0.04065040650406504,0.4827586206896552,0.2469879518072289,0.35714285714285715,0.25925925925925924,0.41,0.725,0.49549549549549554
2014,Indianapolis AlleyCats,Nate Page,1.0,2.0,31.0,6.0,8.0,23.0,37.0,8.0,2.0,8.0,0.0,0.0,0.0,9.0,18.0,32.0,83.0,48.0,8.0,23.0,12.0,24.0,107.0,9.0,54.0,31.0,101.0,80.0,0.7419354838709677,0.1935483870967742,0.03225806451612903,0.21621621621621623,0.4444444444444444,0.27710843373493976,0.3875,0.25,0.4791666666666667,0.625,0.4953271028037384
2014,Indianapolis AlleyCats,Nick Hutton,8.0,7.0,42.0,8.0,9.0,33.0,44.0,6.0,1.0,17.0,0.0,0.0,0.0,22.0,17.0,32.0,163.0,101.0,4.0,42.0,13.0,28.0,218.0,10.0,111.0,46.0,180.0,133.0,0.7857142857142857,0.19047619047619047,0.19047619047619047,0.13636363636363635,0.23529411764705882,0.25766871165644173,0.3458646616541353,0.125,0.4158415841584158,0.6428571428571428,0.49082568807339455
2014,Indianapolis AlleyCats,Peter Carleton,16.0,13.0,137.0,17.0,22.0,117.0,128.0,11.0,5.0,9.0,0.0,0.0,0.0,14.0,76.0,117.0,214.0,127.0,44.0,55.0,14.0,70.0,284.0,24.0,145.0,99.0,290.0,244.0,0.8540145985401459,0.12408759124087591,0.11678832116788321,0.0859375,0.5789473684210527,0.2570093457943925,0.4057377049180328,0.37606837606837606,0.4330708661417323,0.6571428571428571,0.4894366197183099
2014,Indianapolis AlleyCats,Rick Gross,2.0,2.0,55.0,4.0,9.0,50.0,71.0,24.0,5.0,25.0,0.0,0.0,0.0,42.0,29.0,53.0,195.0,116.0,9.0,52.0,15.0,42.0,257.0,15.0,129.0,61.0,224.0,169.0,0.9090909090909091,0.07272727272727272,0.03636363636363636,0.3380281690140845,0.3103448275862069,0.26666666666666666,0.3609467455621302,0.16981132075471697,0.4482758620689655,0.6428571428571428,0.4980544747081712
2014,Indianapolis AlleyCats,Spencer Loscar,4.0,4.0,63.0,6.0,14.0,56.0,68.0,7.0,8.0,9.0,0.0,0.0,0.0,6.0,31.0,56.0,145.0,86.0,12.0,36.0,14.0,43.0,193.0,16.0,102.0,48.0,176.0,142.0,0.8888888888888888,0.09523809523809523,0.06349206349206349,0.10294117647058823,0.3870967741935484,0.2482758620689655,0.3380281690140845,0.21428571428571427,0.4186046511627907,0.627906976744186,0.47150259067357514
2014,Indianapolis AlleyCats,Steven Naji,12.0,14.0,224.0,21.0,23.0,200.0,173.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,39.0,69.0,227.0,139.0,12.0,60.0,15.0,56.0,304.0,23.0,161.0,72.0,266.0,208.0,0.8928571428571429,0.09375,0.05357142857142857,0.011560693641618497,0.3076923076923077,0.2643171806167401,0.34615384615384615,0.17391304347826086,0.4316546762589928,0.5892857142857143,0.4703947368421053
2014,Indianapolis AlleyCats,Toine,27.0,15.0,282.0,11.0,12.0,266.0,205.0,2.0,1.0,2.0,0.0,0.0,0.0,19.0,291.0,382.0,34.0,57.0,203.0,17.0,15.0,166.0,70.0,71.0,11.0,220.0,325.0,439.0,0.9432624113475178,0.03900709219858156,0.09574468085106383,0.00975609756097561,0.697594501718213,0.5,0.5011389521640092,0.5314136125654451,0.2982456140350877,0.572289156626506,0.8428571428571429
2014,Indianapolis AlleyCats,Travis Carpenter,36.0,17.0,223.0,17.0,23.0,198.0,215.0,21.0,6.0,27.0,0.0,0.0,0.0,61.0,173.0,233.0,184.0,114.0,106.0,47.0,14.0,119.0,246.0,52.0,123.0,153.0,357.0,347.0,0.8878923766816144,0.07623318385650224,0.16143497757847533,0.09767441860465116,0.6127167630057804,0.2554347826086957,0.4409221902017291,0.45493562231759654,0.41228070175438597,0.5630252100840336,0.5
2014,Indianapolis AlleyCats,Will Drumright,3.0,3.0,51.0,7.0,7.0,42.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,18.0,36.0,94.0,45.0,6.0,22.0,10.0,28.0,117.0,9.0,70.0,28.0,112.0,81.0,0.8235294117647058,0.13725490196078433,0.058823529411764705,0.027777777777777776,0.3333333333333333,0.23404255319148937,0.345679012345679,0.16666666666666666,0.4888888888888889,0.6785714285714286,0.4017094017094017
2014,Indianapolis AlleyCats,Zach Zebarth,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,0.0,0.0,1.0,1.0,11.0,1.0,9.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818177
2014,Madison Radicals,Adam Drews,18.0,24.0,294.0,20.0,23.0,271.0,221.0,8.0,3.0,4.0,0.0,1.0,0.0,7.0,43.0,69.0,167.0,124.0,29.0,72.0,15.0,39.0,218.0,12.0,87.0,101.0,210.0,193.0,0.9217687074829932,0.06802721088435375,0.061224489795918366,0.03619909502262444,0.6744186046511628,0.4311377245508982,0.5233160621761658,0.42028985507246375,0.5806451612903226,0.6923076923076923,0.6009174311926606
2014,Madison Radicals,Adrian Reif,3.0,6.0,31.0,0.0,1.0,31.0,26.0,3.0,1.0,4.0,0.0,0.0,0.0,9.0,10.0,21.0,130.0,76.0,2.0,35.0,12.0,18.0,170.0,4.0,87.0,37.0,140.0,97.0,1.0,0.0,0.0967741935483871,0.11538461538461539,0.2,0.2692307692307692,0.38144329896907214,0.09523809523809523,0.4605263157894737,0.7777777777777778,0.4882352941176471
2014,Madison Radicals,Andrew Brown,27.0,25.0,460.0,11.0,14.0,442.0,388.0,7.0,2.0,3.0,1.0,0.0,0.0,23.0,140.0,181.0,34.0,67.0,108.0,26.0,11.0,64.0,74.0,21.0,7.0,134.0,174.0,248.0,0.9608695652173913,0.02391304347826087,0.058695652173913045,0.01804123711340206,0.7714285714285715,0.7647058823529411,0.5403225806451613,0.5966850828729282,0.3880597014925373,0.671875,0.9054054054054054
2014,Madison Radicals,Andrew Meshnick,30.0,13.0,153.0,17.0,22.0,131.0,171.0,29.0,5.0,32.0,0.0,0.0,0.0,69.0,47.0,80.0,283.0,207.0,24.0,115.0,16.0,53.0,370.0,13.0,141.0,139.0,330.0,287.0,0.8562091503267973,0.1111111111111111,0.19607843137254902,0.1695906432748538,0.5106382978723404,0.40636042402826855,0.4843205574912892,0.3,0.5555555555555556,0.7547169811320755,0.6189189189189189
2014,Madison Radicals,Anonymous,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,
2014,Madison Radicals,Ben Nelson,5.0,6.0,86.0,6.0,8.0,78.0,67.0,9.0,2.0,4.0,0.0,0.0,0.0,10.0,31.0,42.0,49.0,45.0,25.0,25.0,7.0,17.0,69.0,6.0,24.0,50.0,80.0,87.0,0.9069767441860465,0.06976744186046512,0.05813953488372093,0.13432835820895522,0.8064516129032258,0.5102040816326531,0.5747126436781609,0.5952380952380952,0.5555555555555556,0.6470588235294117,0.6521739130434783
2014,Madison Radicals,Benjy Keren,8.0,13.0,167.0,7.0,7.0,159.0,124.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,54.0,68.0,15.0,37.0,42.0,12.0,5.0,24.0,40.0,8.0,3.0,54.0,69.0,105.0,0.9520958083832335,0.041916167664670656,0.04790419161676647,0.016129032258064516,0.7777777777777778,0.8,0.5142857142857142,0.6176470588235294,0.32432432432432434,0.6666666666666667,0.925
2014,Madison Radicals,Bill Everhart,19.0,23.0,252.0,12.0,13.0,238.0,214.0,15.0,1.0,8.0,0.0,0.0,0.0,29.0,93.0,137.0,188.0,153.0,60.0,77.0,16.0,74.0,261.0,24.0,102.0,137.0,281.0,290.0,0.9444444444444444,0.047619047619047616,0.07539682539682539,0.07009345794392523,0.6451612903225806,0.4095744680851064,0.4724137931034483,0.43795620437956206,0.5032679738562091,0.6756756756756757,0.6091954022988506
2014,Madison Radicals,Brian Hart,16.0,17.0,193.0,12.0,16.0,179.0,206.0,21.0,3.0,16.0,1.0,0.0,0.0,37.0,89.0,128.0,101.0,89.0,68.0,54.0,11.0,57.0,135.0,17.0,42.0,122.0,190.0,217.0,0.927461139896373,0.06217616580310881,0.08290155440414508,0.10194174757281553,0.7640449438202247,0.5346534653465347,0.5622119815668203,0.53125,0.6067415730337079,0.7017543859649122,0.6888888888888889
2014,Madison Radicals,Dan Rowan,2.0,6.0,37.0,3.0,6.0,34.0,37.0,5.0,3.0,13.0,0.0,0.0,0.0,14.0,10.0,19.0,84.0,60.0,7.0,36.0,7.0,12.0,106.0,3.0,36.0,43.0,94.0,79.0,0.918918918918919,0.08108108108108109,0.05405405405405406,0.13513513513513514,0.7,0.42857142857142855,0.5443037974683544,0.3684210526315789,0.6,0.75,0.6603773584905661
2014,Madison Radicals,Dave Wiseman,20.0,8.0,145.0,23.0,27.0,117.0,157.0,31.0,4.0,10.0,0.0,0.0,0.0,34.0,122.0,170.0,101.0,91.0,89.0,39.0,15.0,70.0,149.0,20.0,43.0,128.0,223.0,261.0,0.8068965517241379,0.15862068965517243,0.13793103448275862,0.19745222929936307,0.7295081967213115,0.38613861386138615,0.4904214559386973,0.5235294117647059,0.42857142857142855,0.7142857142857143,0.7114093959731543
2014,Madison Radicals,David Schleicher,14.0,7.0,150.0,9.0,17.0,140.0,188.0,38.0,8.0,2.0,0.0,0.0,0.0,37.0,137.0,181.0,24.0,52.0,104.0,18.0,12.0,73.0,57.0,27.0,5.0,122.0,161.0,233.0,0.9333333333333333,0.06,0.09333333333333334,0.20212765957446807,0.7591240875912408,0.75,0.5236051502145923,0.574585635359116,0.34615384615384615,0.6301369863013699,0.9122807017543859
2014,Madison Radicals,Davis Whitehead,4.0,11.0,64.0,2.0,2.0,61.0,61.0,10.0,0.0,12.0,0.0,0.0,0.0,24.0,13.0,25.0,122.0,93.0,8.0,59.0,9.0,16.0,154.0,2.0,57.0,67.0,135.0,118.0,0.953125,0.03125,0.0625,0.16393442622950818,0.6153846153846154,0.48360655737704916,0.5677966101694916,0.32,0.6344086021505376,0.875,0.6298701298701299
2014,Madison Radicals,Eric Alexander,2.0,4.0,35.0,2.0,2.0,32.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,6.0,29.0,19.0,4.0,12.0,3.0,2.0,36.0,1.0,16.0,16.0,34.0,25.0,0.9142857142857143,0.05714285714285714,0.05714285714285714,0.0,0.8,0.41379310344827586,0.64,0.6666666666666666,0.631578947368421,0.5,0.5555555555555556
2014,Madison Radicals,Jadon Scullion,1.0,5.0,39.0,6.0,6.0,33.0,31.0,3.0,0.0,6.0,0.0,0.0,0.0,4.0,4.0,9.0,38.0,37.0,2.0,22.0,3.0,7.0,52.0,2.0,12.0,24.0,42.0,46.0,0.8461538461538461,0.15384615384615385,0.02564102564102564,0.0967741935483871,0.5,0.5789473684210527,0.5217391304347826,0.2222222222222222,0.5945945945945946,0.7142857142857143,0.7692307692307692
2014,Madison Radicals,Joshua Wilson,11.0,12.0,105.0,9.0,11.0,94.0,85.0,3.0,2.0,11.0,0.0,0.0,0.0,14.0,19.0,40.0,125.0,93.0,13.0,50.0,11.0,26.0,166.0,3.0,65.0,63.0,144.0,133.0,0.8952380952380953,0.08571428571428572,0.10476190476190476,0.03529411764705882,0.6842105263157895,0.4,0.47368421052631576,0.325,0.5376344086021505,0.8846153846153846,0.608433734939759
2014,Madison Radicals,Keith Garner,10.0,6.0,61.0,4.0,4.0,56.0,39.0,3.0,0.0,6.0,0.0,0.0,0.0,15.0,14.0,27.0,88.0,66.0,9.0,40.0,7.0,15.0,113.0,0.0,44.0,49.0,102.0,93.0,0.9180327868852459,0.06557377049180328,0.16393442622950818,0.07692307692307693,0.6428571428571429,0.45454545454545453,0.5268817204301075,0.3333333333333333,0.6060606060606061,1.0,0.6106194690265487
2014,Madison Radicals,Kelsen Alexander,9.0,12.0,141.0,11.0,13.0,130.0,108.0,4.0,1.0,3.0,1.0,0.0,0.0,3.0,27.0,47.0,88.0,70.0,18.0,39.0,8.0,28.0,117.0,8.0,45.0,57.0,115.0,117.0,0.9219858156028369,0.07801418439716312,0.06382978723404255,0.037037037037037035,0.6666666666666666,0.4431818181818182,0.48717948717948717,0.3829787234042553,0.5571428571428572,0.7142857142857143,0.6153846153846154
2014,Madison Radicals,Kevin Brown,13.0,15.0,220.0,8.0,8.0,210.0,202.0,10.0,0.0,5.0,0.0,0.0,0.0,20.0,74.0,101.0,77.0,57.0,56.0,34.0,6.0,43.0,99.0,13.0,39.0,90.0,151.0,158.0,0.9545454545454546,0.03636363636363636,0.05909090909090909,0.04950495049504951,0.7567567567567568,0.44155844155844154,0.569620253164557,0.5544554455445545,0.5964912280701754,0.6976744186046512,0.6060606060606061
2014,Madison Radicals,Kevin Pettit-Scantling,4.0,3.0,32.0,0.0,1.0,32.0,46.0,15.0,1.0,8.0,0.0,0.0,0.0,26.0,19.0,31.0,132.0,101.0,10.0,61.0,11.0,20.0,170.0,6.0,60.0,71.0,151.0,132.0,1.0,0.0,0.125,0.32608695652173914,0.5263157894736842,0.4621212121212121,0.5378787878787878,0.3225806451612903,0.6039603960396039,0.7,0.6470588235294117
2014,Madison Radicals,Matt Weber,4.0,1.0,14.0,4.0,6.0,10.0,29.0,15.0,2.0,13.0,0.0,0.0,0.0,26.0,19.0,29.0,168.0,103.0,4.0,54.0,14.0,20.0,214.0,4.0,95.0,58.0,187.0,132.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.5172413793103449,0.21052631578947367,0.32142857142857145,0.4393939393939394,0.13793103448275862,0.5242718446601942,0.8,0.5560747663551402
2014,Madison Radicals,Michael Swain,11.0,10.0,93.0,6.0,6.0,84.0,99.0,13.0,0.0,18.0,0.0,1.0,0.0,36.0,53.0,79.0,156.0,110.0,38.0,66.0,15.0,40.0,198.0,12.0,81.0,104.0,209.0,189.0,0.9032258064516129,0.06451612903225806,0.11827956989247312,0.13131313131313133,0.7169811320754716,0.4230769230769231,0.5502645502645502,0.4810126582278481,0.6,0.7,0.5909090909090908
2014,Madison Radicals,Nate Thibedeau,11.0,13.0,119.0,9.0,10.0,109.0,140.0,23.0,1.0,8.0,0.0,0.0,0.0,32.0,115.0,157.0,22.0,51.0,87.0,17.0,11.0,64.0,55.0,19.0,4.0,104.0,137.0,208.0,0.9159663865546218,0.07563025210084033,0.09243697478991597,0.16428571428571428,0.7565217391304347,0.7727272727272727,0.5,0.554140127388535,0.3333333333333333,0.703125,0.9272727272727272
2014,Madison Radicals,Nate Volkman,2.0,10.0,160.0,6.0,6.0,152.0,104.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,64.0,85.0,14.0,32.0,53.0,11.0,6.0,29.0,35.0,8.0,3.0,64.0,78.0,117.0,0.95,0.0375,0.0125,0.028846153846153848,0.828125,0.7857142857142857,0.5470085470085471,0.6235294117647059,0.34375,0.7241379310344828,0.9142857142857143
2014,Madison Radicals,Pat Shriwise,24.0,13.0,224.0,13.0,20.0,208.0,244.0,26.0,5.0,9.0,2.0,0.0,0.0,39.0,149.0,198.0,49.0,65.0,114.0,27.0,13.0,76.0,85.0,24.0,10.0,141.0,198.0,263.0,0.9285714285714286,0.05803571428571429,0.10714285714285714,0.10655737704918032,0.7651006711409396,0.5510204081632653,0.5361216730038023,0.5757575757575758,0.4153846153846154,0.6842105263157895,0.8823529411764706
2014,Madison Radicals,Peter Graffy,25.0,11.0,150.0,17.0,20.0,131.0,134.0,18.0,2.0,54.0,1.0,0.0,0.0,77.0,39.0,65.0,303.0,210.0,20.0,118.0,16.0,40.0,391.0,8.0,157.0,138.0,342.0,275.0,0.8733333333333333,0.11333333333333333,0.16666666666666666,0.13432835820895522,0.5128205128205128,0.38943894389438943,0.5018181818181818,0.3076923076923077,0.5619047619047619,0.8,0.59846547314578
2014,Madison Radicals,Scott Richgels,26.0,16.0,164.0,14.0,17.0,147.0,178.0,22.0,2.0,8.0,1.0,1.0,0.0,39.0,172.0,225.0,46.0,68.0,126.0,25.0,13.0,87.0,87.0,29.0,9.0,151.0,218.0,293.0,0.8963414634146342,0.08536585365853659,0.15853658536585366,0.12359550561797752,0.7325581395348837,0.5434782608695652,0.515358361774744,0.56,0.36764705882352944,0.6666666666666667,0.896551724137931
2014,Madison Radicals,Seth Meyer,8.0,2.0,42.0,5.0,7.0,35.0,54.0,16.0,2.0,17.0,0.0,1.0,0.0,34.0,12.0,24.0,139.0,101.0,3.0,50.0,10.0,21.0,189.0,5.0,80.0,53.0,151.0,125.0,0.8333333333333334,0.11904761904761904,0.19047619047619047,0.2962962962962963,0.25,0.3597122302158273,0.424,0.125,0.49504950495049505,0.7619047619047619,0.5767195767195767
2014,Madison Radicals,Thomas Coolidge,14.0,26.0,236.0,12.0,18.0,222.0,246.0,20.0,6.0,10.0,0.0,0.0,0.0,26.0,146.0,192.0,58.0,67.0,117.0,28.0,15.0,69.0,95.0,22.0,27.0,145.0,204.0,259.0,0.940677966101695,0.05084745762711865,0.059322033898305086,0.08130081300813008,0.8013698630136986,0.4827586206896552,0.5598455598455598,0.609375,0.417910447761194,0.6811594202898551,0.7157894736842105
2014,Madison Radicals,Tim Debyl,0.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,1.0,0.0,9.0,0.0,5.0,2.0,7.0,4.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,0.2857142857142857,0.5,,0.5,,0.4444444444444444
2014,Madison Radicals,Tom Annen,38.0,31.0,475.0,22.0,28.0,444.0,386.0,11.0,6.0,9.0,0.0,0.0,0.0,30.0,198.0,261.0,41.0,85.0,153.0,31.0,16.0,95.0,93.0,29.0,8.0,184.0,239.0,346.0,0.9347368421052632,0.04631578947368421,0.08,0.02849740932642487,0.7727272727272727,0.7560975609756098,0.5317919075144508,0.5862068965517241,0.36470588235294116,0.6947368421052631,0.9139784946236559
2014,Minnesota Wind Chill,Alex Baker,7.0,14.0,137.0,9.0,10.0,126.0,92.0,4.0,1.0,8.0,0.0,0.0,0.0,9.0,37.0,49.0,118.0,94.0,22.0,42.0,11.0,24.0,167.0,10.0,71.0,64.0,155.0,143.0,0.9197080291970803,0.06569343065693431,0.051094890510948905,0.043478260869565216,0.5945945945945946,0.3559322033898305,0.44755244755244755,0.4489795918367347,0.44680851063829785,0.5833333333333333,0.5748502994011976
2014,Minnesota Wind Chill,Anonymous,0.0,0.0,14.0,1.0,17.0,9.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,-17.0,,,,,,,,,,,,,,,0.6428571428571429,0.07142857142857142,0.0,0.0,,,,,,,
2014,Minnesota Wind Chill,Austin Lien,13.0,28.0,578.0,13.0,17.0,551.0,460.0,5.0,4.0,2.0,0.0,0.0,0.0,3.0,231.0,298.0,55.0,49.0,155.0,18.0,14.0,133.0,84.0,66.0,32.0,173.0,286.0,347.0,0.9532871972318339,0.02249134948096886,0.02249134948096886,0.010869565217391304,0.670995670995671,0.32727272727272727,0.49855907780979825,0.5201342281879194,0.3673469387755102,0.5037593984962406,0.6190476190476191
2014,Minnesota Wind Chill,Ben Feldman,12.0,12.0,79.0,6.0,8.0,72.0,66.0,1.0,2.0,6.0,0.0,0.0,0.0,11.0,21.0,39.0,104.0,67.0,13.0,44.0,7.0,24.0,126.0,6.0,57.0,57.0,125.0,106.0,0.9113924050632911,0.0759493670886076,0.1518987341772152,0.015151515151515152,0.6190476190476191,0.4230769230769231,0.5377358490566038,0.3333333333333333,0.6567164179104478,0.75,0.5476190476190477
2014,Minnesota Wind Chill,Ben Jagt,8.0,8.0,63.0,5.0,12.0,56.0,101.0,47.0,7.0,25.0,0.0,0.0,0.0,68.0,82.0,119.0,200.0,148.0,53.0,72.0,14.0,57.0,267.0,18.0,110.0,125.0,282.0,267.0,0.8888888888888888,0.07936507936507936,0.12698412698412698,0.46534653465346537,0.6463414634146342,0.36,0.4681647940074906,0.44537815126050423,0.4864864864864865,0.6842105263157895,0.5880149812734082
2014,Minnesota Wind Chill,Brandon Matis,4.0,2.0,28.0,2.0,4.0,26.0,37.0,12.0,2.0,8.0,0.0,0.0,0.0,20.0,32.0,37.0,126.0,78.0,21.0,45.0,8.0,16.0,157.0,9.0,71.0,66.0,158.0,115.0,0.9285714285714286,0.07142857142857142,0.14285714285714285,0.32432432432432434,0.65625,0.35714285714285715,0.5739130434782609,0.5675675675675675,0.5769230769230769,0.4375,0.5477707006369427
2014,Minnesota Wind Chill,Brian Schoenrock,19.0,15.0,113.0,2.0,7.0,111.0,123.0,20.0,5.0,26.0,0.0,0.0,0.0,58.0,75.0,108.0,225.0,150.0,49.0,75.0,14.0,57.0,292.0,21.0,131.0,124.0,300.0,258.0,0.9823008849557522,0.017699115044247787,0.168141592920354,0.16260162601626016,0.6533333333333333,0.3333333333333333,0.4806201550387597,0.4537037037037037,0.5,0.631578947368421,0.5513698630136986
2014,Minnesota Wind Chill,Crotchy,1.0,0.0,22.0,1.0,2.0,18.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,26.0,20.0,4.0,10.0,3.0,5.0,36.0,3.0,16.0,14.0,33.0,29.0,0.8181818181818182,0.045454545454545456,0.045454545454545456,0.05555555555555555,0.5714285714285714,0.38461538461538464,0.4827586206896552,0.4444444444444444,0.5,0.4,0.5555555555555556
2014,Minnesota Wind Chill,Crumb,3.0,0.0,20.0,2.0,4.0,16.0,19.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,15.0,21.0,32.0,28.0,10.0,7.0,4.0,10.0,51.0,3.0,23.0,17.0,47.0,49.0,0.8,0.1,0.15,0.05263157894736842,0.6666666666666666,0.21875,0.3469387755102041,0.47619047619047616,0.25,0.7,0.5490196078431373
2014,Minnesota Wind Chill,Dan Miesen,8.0,8.0,189.0,4.0,12.0,180.0,174.0,8.0,6.0,2.0,2.0,0.0,0.0,6.0,59.0,82.0,32.0,28.0,39.0,11.0,5.0,41.0,49.0,18.0,20.0,50.0,91.0,110.0,0.9523809523809523,0.021164021164021163,0.042328042328042326,0.04597701149425287,0.6610169491525424,0.34375,0.45454545454545453,0.47560975609756095,0.39285714285714285,0.5609756097560976,0.5918367346938775
2014,Minnesota Wind Chill,Dan Miller,12.0,13.0,154.0,6.0,11.0,143.0,157.0,13.0,5.0,3.0,0.0,0.0,0.0,17.0,93.0,116.0,99.0,68.0,64.0,36.0,12.0,46.0,129.0,22.0,58.0,100.0,192.0,184.0,0.9285714285714286,0.03896103896103896,0.07792207792207792,0.08280254777070063,0.6881720430107527,0.36363636363636365,0.5434782608695652,0.5517241379310345,0.5294117647058824,0.5217391304347826,0.5503875968992248
