Teamname,Year,Games Played,Name,Points Lost,Points Lost (Defense),Points Lost (Offense),Points Played,Points Played (Defense),Points Played (Offense),Points Won,Points Won (Defense),Points Won (Offense),Possessions Played,Possessions Played (Defense),Possessions Played (Offense),Quarters Played,Goals,Goals (Offense),Goals (Defense),Catches,Drops,Assists,Assists (Offense),Assists (Defense),Hockey Assists,Hockey Assists (Offense),Hockey Assists (Defense),Throws,Completions,Throwaways,Throws Dropped,Throws Recorded with Yardage,Fouls Drawn,Stalls,Blocks,Blocks (Offense),Blocks (Defense),Callahans,Pulls,Pulls (Out-of-bounds),Pulls Recorded with Yardage,Pulls (Inbounds) Recorded with Yardage,Throwing Yards,Lateral Throwing Yards,Forward Throwing Yards,Pull Yards,Pull Yards (Inbounds),Completion Percentage,Catches Per Goals,Throws Per Assist,Throwaway Percentage,Drop Percentage,Yards Per Throw,Yards Per Pull,Yards Per Pull (Inbounds)
Atlanta Hustle,AUDL 2015,10,Jay Clark,59,14,45,213,33,180,137,14,123,256,29,227,39,26.0,25.0,1.0,267.0,5.0,19.0,16.0,3.0,22.0,20.0,2.0,247.0,224.0,19.0,4.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.68825910931174,10.26923076923077,13.0,0.07692307692307693,0.01838235294117647,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,9,Blake Hannah,81,55,26,176,96,80,79,29,50,184,77,107,35,15.0,12.0,3.0,142.0,3.0,15.0,12.0,3.0,12.0,7.0,5.0,140.0,120.0,14.0,4.0,0.0,1.0,1.0,8.0,2.0,6.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428571,9.466666666666667,9.333333333333334,0.1,0.020689655172413793,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,11,Brian Moore,64,14,50,274,36,238,183,14,169,324,26,298,44,25.0,23.0,2.0,218.0,3.0,21.0,20.0,1.0,24.0,22.0,2.0,203.0,191.0,9.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.08866995073892,8.72,9.666666666666666,0.04433497536945813,0.013574660633484163,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,14,Matt Smith,128,67,61,393,115,278,236,38,198,426,88,338,56,67.0,57.0,10.0,403.0,6.0,30.0,19.0,11.0,32.0,26.0,6.0,386.0,368.0,13.0,4.0,0.0,1.0,0.0,15.0,4.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.33678756476684,6.014925373134329,12.866666666666667,0.03367875647668394,0.014669926650366748,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,11,Dylan Tunnell,53,7,46,254,26,228,175,12,163,312,25,287,44,14.0,13.0,1.0,314.0,1.0,48.0,44.0,4.0,19.0,16.0,3.0,416.0,377.0,31.0,6.0,0.0,1.0,1.0,8.0,7.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.625,22.428571428571427,8.666666666666666,0.07451923076923077,0.0031746031746031746,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,14,Kyle Stapleton,68,11,57,326,39,287,228,21,207,392,39,353,56,15.0,13.0,2.0,374.0,1.0,29.0,25.0,4.0,40.0,35.0,5.0,525.0,503.0,20.0,2.0,0.0,0.0,0.0,8.0,7.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.80952380952381,24.933333333333334,18.103448275862068,0.0380952380952381,0.0026666666666666666,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,10,Frank Wooten,49,39,10,111,64,47,50,16,34,116,53,63,37,5.0,5.0,0.0,46.0,1.0,4.0,2.0,2.0,3.0,3.0,0.0,64.0,60.0,4.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,9.2,16.0,0.0625,0.02127659574468085,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,12,Ryan Archibald,129,116,13,210,187,23,69,60,9,163,126,37,49,10.0,1.0,9.0,53.0,1.0,11.0,2.0,9.0,7.0,1.0,6.0,46.0,42.0,3.0,1.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.30434782608695,5.3,4.181818181818182,0.06521739130434782,0.018518518518518517,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,3,Byron Liu,37,30,7,70,48,22,29,15,14,61,29,32,12,2.0,1.0,1.0,43.0,0.0,6.0,4.0,2.0,1.0,0.0,1.0,53.0,51.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.22641509433963,21.5,8.833333333333334,0.03773584905660377,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,9,Jack Krieger,88,76,12,145,112,33,52,33,19,114,65,49,36,8.0,3.0,5.0,70.0,1.0,3.0,2.0,1.0,7.0,1.0,6.0,63.0,58.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.06349206349206,8.75,21.0,0.06349206349206349,0.014084507042253521,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,11,Robert Runner,155,137,18,277,221,56,102,71,31,228,150,78,44,11.0,3.0,8.0,193.0,0.0,17.0,5.0,12.0,22.0,5.0,17.0,263.0,240.0,21.0,1.0,0.0,1.0,0.0,19.0,1.0,18.0,0.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.25475285171103,17.545454545454547,15.470588235294118,0.07984790874524715,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,5,Ryans Simmons,29,28,1,55,52,3,21,20,1,37,35,2,19,4.0,0.0,4.0,20.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,16.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,5.333333333333333,0.125,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,8,Taylor Goforth,57,45,12,112,79,33,40,24,16,94,44,50,30,2.0,1.0,1.0,35.0,0.0,5.0,2.0,3.0,5.0,1.0,4.0,39.0,33.0,5.0,1.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61538461538461,17.5,7.8,0.1282051282051282,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,10,Ryan James,73,69,4,132,121,11,48,41,7,99,84,15,40,7.0,0.0,7.0,44.0,0.0,2.0,1.0,1.0,11.0,3.0,8.0,38.0,36.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.73684210526315,6.285714285714286,19.0,0.05263157894736842,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,10,Ben Breault,90,76,14,175,132,43,77,49,28,156,96,60,39,9.0,6.0,3.0,124.0,2.0,20.0,8.0,12.0,8.0,1.0,7.0,129.0,118.0,9.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.47286821705426,13.777777777777779,6.45,0.06976744186046512,0.015873015873015872,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,11,Robert Bradham,107,104,3,176,168,8,58,53,5,124,110,14,44,22.0,1.0,21.0,62.0,2.0,5.0,0.0,5.0,3.0,0.0,3.0,40.0,34.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2.8181818181818183,8.0,0.15,0.03125,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,13,Steven Hicks,60,32,28,221,57,164,146,20,126,244,48,196,50,16.0,16.0,0.0,152.0,1.0,16.0,11.0,5.0,15.0,11.0,4.0,189.0,174.0,10.0,2.0,0.0,2.0,1.0,8.0,6.0,2.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.06349206349206,9.5,11.8125,0.05291005291005291,0.006535947712418301,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,7,Devin Cox,54,51,3,93,77,16,24,17,7,70,54,16,26,3.0,2.0,1.0,28.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,24.0,20.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333334,9.333333333333334,12.0,0.16666666666666666,0.06666666666666667,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,10,Sean Sears,101,87,14,160,125,35,51,31,20,134,88,46,40,12.0,3.0,9.0,48.0,1.0,5.0,3.0,2.0,5.0,3.0,2.0,36.0,32.0,3.0,0.0,0.0,1.0,0.0,12.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,4.0,7.2,0.08333333333333333,0.02040816326530612,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,7,Allan Laviolette,71,61,10,114,88,26,39,26,13,101,66,35,29,4.0,1.0,3.0,71.0,1.0,4.0,0.0,4.0,11.0,5.0,6.0,90.0,81.0,8.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,17.75,22.5,0.08888888888888889,0.013888888888888888,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,4,Sun Choi,29,27,2,49,44,5,16,13,3,35,29,6,15,4.0,1.0,3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.19047619047619,5.75,0.0,0.23809523809523808,0.041666666666666664,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,12,Michael Spear,163,146,17,261,217,44,89,64,25,200,143,57,48,11.0,3.0,8.0,180.0,2.0,27.0,6.0,21.0,9.0,4.0,5.0,209.0,174.0,31.0,3.0,0.0,0.0,1.0,17.0,0.0,17.0,0.0,138.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.25358851674642,16.363636363636363,7.7407407407407405,0.14832535885167464,0.01098901098901099,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,11,Trenton Spinks,151,135,16,254,212,42,82,61,21,194,134,60,44,9.0,2.0,7.0,90.0,1.0,7.0,2.0,5.0,3.0,0.0,3.0,84.0,74.0,8.0,2.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.09523809523809,10.0,12.0,0.09523809523809523,0.01098901098901099,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,4,Josh Feng,31,29,2,48,44,4,15,14,1,37,32,5,17,2.0,0.0,2.0,37.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,36.0,33.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66666666666666,18.5,18.0,0.05555555555555555,0.02631578947368421,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,10,Anders Olsen,90,86,4,132,124,8,37,34,3,90,80,10,39,5.0,0.0,5.0,58.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,53.0,48.0,3.0,1.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.56603773584906,11.6,17.666666666666668,0.05660377358490566,0.01694915254237288,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,8,Mark Poole,31,2,29,190,17,173,141,10,131,228,16,212,32,11.0,10.0,1.0,185.0,3.0,16.0,15.0,1.0,19.0,19.0,0.0,210.0,202.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19047619047619,16.818181818181817,13.125,0.03333333333333333,0.015957446808510637,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,10,Christian Olsen,46,10,36,239,32,207,172,15,157,280,28,252,40,31.0,30.0,1.0,297.0,3.0,30.0,30.0,0.0,31.0,26.0,5.0,267.0,248.0,18.0,0.0,0.0,1.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.88389513108615,9.580645161290322,8.9,0.06741573033707865,0.01,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,6,Sebbi Di Francesco,34,34,0,64,59,5,26,21,5,49,41,8,20,2.0,0.0,2.0,34.0,0.0,2.0,1.0,1.0,5.0,1.0,4.0,44.0,41.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.18181818181817,17.0,22.0,0.06818181818181818,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2015,1,John Boezi,1,1,0,2,2,0,0,0,0,2,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,10,Mark Poole,57,33,24,175,60,115,101,21,80,184,43,141,42,10.0,7.0,3.0,156.0,2.0,13.0,12.0,1.0,15.0,13.0,2.0,167.0,160.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.80838323353294,15.6,12.846153846153847,0.041916167664670656,0.012658227848101266,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,15,Dylan Tunnell,78,12,66,335,42,293,228,22,206,398,47,351,62,20.0,17.0,3.0,474.0,6.0,74.0,66.0,8.0,27.0,24.0,3.0,606.0,563.0,42.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9042904290429,23.7,8.18918918918919,0.06930693069306931,0.0125,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,8,Elliott Erickson,77,59,18,134,81,53,48,17,31,111,43,68,33,8.0,6.0,2.0,58.0,0.0,4.0,3.0,1.0,5.0,3.0,2.0,58.0,50.0,7.0,1.0,0.0,0.0,0.0,11.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.20689655172413,7.25,14.5,0.1206896551724138,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,12,Austin Taylor,75,19,56,294,41,253,197,17,180,340,37,303,50,17.0,17.0,0.0,300.0,3.0,25.0,24.0,1.0,32.0,29.0,3.0,295.0,275.0,16.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.22033898305084,17.647058823529413,11.8,0.05423728813559322,0.009900990099009901,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,16,Trenton Spinks,96,28,68,360,68,292,230,28,202,421,59,362,64,25.0,19.0,6.0,266.0,1.0,9.0,8.0,1.0,31.0,26.0,5.0,240.0,219.0,17.0,3.0,0.0,1.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.25,10.64,26.666666666666668,0.07083333333333333,0.003745318352059925,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,16,Sam Gainer,88,19,69,365,47,318,241,18,223,428,39,389,67,40.0,38.0,2.0,330.0,4.0,33.0,31.0,2.0,33.0,31.0,2.0,300.0,272.0,25.0,3.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.66666666666666,8.25,9.090909090909092,0.08333333333333333,0.011976047904191617,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,12,Kyle Stapleton,70,38,32,219,65,154,130,21,109,240,44,196,50,15.0,12.0,3.0,252.0,3.0,10.0,8.0,2.0,17.0,16.0,1.0,327.0,307.0,14.0,4.0,0.0,0.0,2.0,5.0,4.0,1.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.88379204892966,16.8,32.7,0.04281345565749235,0.011764705882352941,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,14,Robert Runner,160,135,25,250,197,53,67,48,19,202,124,78,59,5.0,1.0,4.0,153.0,1.0,14.0,3.0,11.0,12.0,3.0,9.0,247.0,219.0,21.0,6.0,0.0,0.0,1.0,10.0,1.0,9.0,0.0,131.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66396761133603,30.6,17.642857142857142,0.08502024291497975,0.006493506493506494,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,7,David Berendes,43,42,1,68,62,6,14,13,1,46,35,11,25,1.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,8.0,0.0,0.25,0.2,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,13,JP Burns,173,142,31,263,199,64,75,50,25,210,120,90,54,12.0,2.0,10.0,101.0,3.0,6.0,3.0,3.0,7.0,2.0,5.0,117.0,103.0,11.0,2.0,0.0,1.0,0.0,12.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.03418803418803,8.416666666666666,19.5,0.09401709401709402,0.028846153846153848,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,12,Kelvin Williams,118,112,6,182,162,20,40,36,4,121,95,26,49,8.0,1.0,7.0,34.0,1.0,1.0,0.0,1.0,5.0,1.0,4.0,28.0,24.0,4.0,0.0,0.0,0.0,0.0,17.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428571,4.25,28.0,0.14285714285714285,0.02857142857142857,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,13,Nathan Vickroy,116,67,49,293,112,181,155,34,121,321,93,228,54,32.0,26.0,6.0,219.0,1.0,33.0,24.0,9.0,9.0,5.0,4.0,191.0,172.0,16.0,3.0,0.0,0.0,0.0,13.0,5.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0523560209424,6.84375,5.787878787878788,0.08376963350785341,0.004545454545454545,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,11,Anders Olsen,131,100,31,240,149,91,88,34,54,212,87,125,46,28.0,17.0,11.0,146.0,4.0,9.0,3.0,6.0,13.0,7.0,6.0,117.0,98.0,12.0,4.0,0.0,3.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.76068376068376,5.214285714285714,13.0,0.10256410256410256,0.02666666666666667,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,15,Sun Choi,163,135,28,264,191,73,84,46,38,203,102,101,59,11.0,4.0,7.0,129.0,4.0,11.0,4.0,7.0,12.0,8.0,4.0,128.0,112.0,15.0,1.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,11.727272727272727,11.636363636363637,0.1171875,0.03007518796992481,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,13,Max Leonard,71,6,65,284,26,258,193,17,176,348,32,316,55,22.0,21.0,1.0,383.0,2.0,30.0,29.0,1.0,28.0,20.0,8.0,480.0,450.0,24.0,4.0,0.0,1.0,1.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,17.40909090909091,16.0,0.05,0.005194805194805195,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,14,Taylor Goforth,127,112,15,203,166,37,48,38,10,152,100,52,59,6.0,2.0,4.0,57.0,1.0,10.0,1.0,9.0,1.0,0.0,1.0,67.0,55.0,10.0,2.0,0.0,0.0,0.0,15.0,1.0,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.08955223880598,9.5,6.7,0.14925373134328357,0.017241379310344827,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,9,Allan Laviolette,97,84,13,173,132,41,59,40,19,135,81,54,34,5.0,2.0,3.0,114.0,2.0,18.0,4.0,14.0,14.0,3.0,11.0,148.0,134.0,11.0,3.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,108.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.54054054054053,22.8,8.222222222222221,0.07432432432432433,0.017241379310344827,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,13,Ryan Archibald,132,118,14,187,163,24,36,32,4,119,86,33,55,5.0,1.0,4.0,28.0,0.0,6.0,1.0,5.0,1.0,0.0,1.0,22.0,19.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.36363636363636,5.6,3.6666666666666665,0.13636363636363635,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,10,Robert Bradham,102,92,10,146,132,14,32,31,1,93,79,14,40,7.0,1.0,6.0,18.0,5.0,2.0,0.0,2.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.5714285714285716,5.5,0.0,0.21739130434782608,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,9,Sean Sears,87,81,6,120,108,12,27,24,3,84,64,20,34,8.0,2.0,6.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,19.0,16.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.21052631578947,3.25,0.0,0.15789473684210525,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,5,Christian Olsen,46,36,10,70,49,21,19,10,9,56,30,26,20,3.0,1.0,2.0,46.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,47.0,42.0,3.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.36170212765957,15.333333333333334,11.75,0.06382978723404255,0.02127659574468085,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,2,Frank Wooten,10,10,0,17,14,3,2,2,0,7,5,2,9,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,5,Ben Breault,42,40,2,57,52,5,12,10,2,40,34,6,22,0.0,0.0,0.0,27.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,28.0,26.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.85714285714286,0.0,14.0,0.07142857142857142,0.1,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,9,Evan Boecking,81,62,19,160,86,74,68,20,48,155,60,95,37,4.0,4.0,0.0,182.0,0.0,9.0,6.0,3.0,14.0,6.0,8.0,219.0,199.0,15.0,4.0,0.0,0.0,1.0,7.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.8675799086758,45.5,24.333333333333332,0.0684931506849315,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,9,Steven Hicks,44,25,19,107,33,74,60,7,53,104,11,93,37,11.0,10.0,1.0,85.0,0.0,8.0,5.0,3.0,6.0,5.0,1.0,124.0,116.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.54838709677419,7.7272727272727275,15.5,0.056451612903225805,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,14,Matt Smith,78,12,66,328,36,292,233,20,213,397,41,356,59,54.0,48.0,6.0,386.0,2.0,30.0,27.0,3.0,35.0,35.0,0.0,344.0,328.0,13.0,3.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.34883720930233,7.148148148148148,11.466666666666667,0.0377906976744186,0.005154639175257732,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,7,Yusuf Abdullah,78,73,5,106,92,14,22,15,7,62,40,22,28,1.0,0.0,1.0,19.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,19.0,18.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.73684210526315,19.0,9.5,0.05263157894736842,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,2,Parker Bray,11,11,0,16,16,0,5,5,0,13,13,0,6,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,7.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,1,The Law,10,8,2,12,10,2,1,1,0,10,8,2,4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,3,Will Carmichael,24,23,1,35,28,7,10,4,6,28,19,9,11,3.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44444444444444,6.333333333333333,0.0,0.05555555555555555,0.0,0.0,0.0,0.0
Atlanta Hustle,AUDL 2016,3,Daniel Sperling,33,27,6,52,37,15,18,9,9,31,11,20,12,1.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,9.0,9.0,0.1111111111111111,0.0,0.0,0.0,0.0
