,Year,Week,Team,Actives
127,2019,9,Los Angeles Aviators,"Tyler Bacon; Jacob Bartholowmew; Timmy Beatty; Xavier Charles; Kyle Conniff; Alex Drum; Collin  Gall; Joc Jimenez; Nate Kirchoffer; Michael Kiyoi; Danny Landesman; Sean MCDougall; Andrew Padula; Nate Ransom; Jeff Silverman; Ryan  Smith; Mitchell Steiner; Zachary Theodore; Matt Theologidy; Aaron Weaver; Inactive: Sam Plasman, Eric Lissner"
128,2019,9,Madison Radicals,"Tom Annen; Nate Bosscher; Kevin Brown; Colin Camp; Peter Graffy; Colin Grandon; Avery Johnson; Jack Kelly; Sterling Knoche; Victor Luo; Chase Marty; Jeff Maskalunas; Andrew Meshnick; Seth Meyer; Kevin Pettit-Scantling; Dylan Power; Pat Shriwise; Kyle Weigand; Chris Wilen; Joshua Wilson; Inactive: Dave Wiseman, Ben Nelson, Thomas Coolidge"
129,2019,9,Minnesota Wind Chill,Cameron Burden; Nick Daquisto; Thomas Echols; Jesse Greenberg; Kristian Johnson; Michael Jordan; James Kittlesen; Josh Klane; Mathew Ladyman; Isaac Leonard; Brandon Matis; Brendan McCann; Mitchell McCarthy; Drew Otterlei; Josh Poterack; Alan Scarth; Quinn Snider; Jordan Taylor; Bryan Vohnoutka; Ryan Welch; Inactive: Alex Jirele
130,2019,9,Montreal Royal,Malik Auger-Semmar; Philippe Bisson; Quentin Bonnaud; Stève Bonneau; Mathieu Bosser; Jakob Brissette; Estéban Ceballos; Nabil Chaouch; Simon Charette; Laurent Faye; Vincent Gamache; Miguel Goderre; Kevin Groulx; Vincent Lemieux; Gabriel Monfette; Sacha Poitte- Sokolsky ; Kevin Quinlan; Quentin Roger; Jacob Saunders; Christophe Tremblay Joncas; Inactive: André Arsenault
131,2019,9,New York Empire,Albert Alarcon; Josue Alorro; Jeff Babbitt; Ryan Brown**; Marques Brownlee; Mike Drost; Ryan Drost; Sam Feder**; Harper Garvey; Alex Isik**; Benjamin Jagt; Ben  Katz; Beau  Kittredge; Conor Kline; Elliot Lee; Matthew Lemar; Jibran Mieser; Matthew Stevens; Matthew Weintraub; Jack Williams; Inactive: Grant Lindsley
132,2019,9,Ottawa Outlaws,Ken Alexander; Alec Arsenault; Geoff Bevan; Nick Boucher; Kyle Cantal; David Colic; Greg Ellis; Jon Hallett; Jeremy Hill; Erik Hunter; Jeff Lindquist; Karl Loiseau; Paul Mensah; Matt O'Brien; Adam O'Donnell; Andrew Ouchterlony; Erich Phang-Lyn; Paul Renaud; Braedan Robinson; Carson Turner
133,2019,9,Pittsburgh Thunderbirds,"John Buss; Marquis Cofer; Eike Cramer; Thomas Edmonds; Kenny Furdella; Chris Graber**; Jack Hefferon; Jon Mast; Pat McMullen; Dayne Meyer**; Steve Mogielski; Anson Reppermund; Jordan Robarge; Max Sheppard**; Alex Thomas; Jasper Tom; Jimmy Towle; Sam VanDusen; David Vatz; Owen Watt; Inactive: Mark Fedorenko, Dylan Best"
134,2019,9,San Diego Growlers,Nathan Bridges; Jesse Cohen; Travis Dunn; Wesley Groth; Aidan Hall; Sean Ham; Jonathan Helton; Dom Leggio; Steven Milardovich; Tim Okita; Marcel Osborne; Trevor Purdy; Scott Radlauer; David Ritchie; Kyle Rubin; Ryo Senda; Mark Slader; Michael Tran; William Turner; Bailey Wu; Inactive: Sam Fontaine
135,2019,9,San Jose Spiders,"Jacob Bruner; Antoine Davis; Ethan Falat; Brandon Fein; Sean Hyslop; Ben Levinsky; Alexander Morris; Justin Norden; Zach Orsmby; Alex Pien; Brian Roach; Marcelo Sanchez; Jackson Stearns; Gabe Taylor; Skylor Taylor; Munis Thahir; Glenn Wysen; Inactive: Lior Givol, Keenan Laurence, Mike Becich"
136,2019,9,Seattle Cascades,Jack Brown; Mark Burton; Dennis Casio; Eide Charlie; Zhi Chen; Will Coffin; Sam Cook; Khalif El-Salaam; Bryson Fox; Peter Geertz-Larson; Brad Houser; Smart Kodi; Steph Lim; Nick Mahan; Marc Munoz; Henry Phan; John Quandt; June Rapisura; Zach Sabin; Keegan Taggart; Inactive: Shane Worthington
137,2019,9,Tampa Bay Cannons,Craig Anderson; Adam Carr; Jacob Clary; James Franklin; Matthew Hankin; Ryan Hiser; John Holk; Jack Kern; Jacob Lane; Tim Lootens; Billy O'Bryan; Unmil Patel; Bobby Patterson; Tanner Repasky; Andrew Roney; Bradley Seuntjens; Dustin Travaglini; Nathan Vickroy; Adam Vinson; Hayden Wachob; Inactive: Josh Layton
138,2019,9,Toronto Rush,Andrew Carroll; Kieran Charnock; Scott Graham; Cameron Harris; Jacky Hau; Nathan Hirst; Jason Huynh; Dan Lafrance; Jason Lam; Iain Mackenzie; Isaiah Masek-Kelly; Thomson McKnight; Jerry Meron; Akifumi Muraoka; Jeremy Norden; Remi Ojo**; Geoff Powell; Ben Pries**; Phil Turner; Adrian Yearwood**; Inactive: Bretton Tan
139,2019,12,Austin Sol,"Mutahir Ahmad; Matt Bierschenk; John Cecil; Zach Cotter; Brandon Dial; Brian Gfroerer ; Kyle Henke; Jason Holleran; Robert Lewis; Jeff Loskorn; Michael Matthis; Elliott Moore; Ethan Pollack; Ryan Purcell; Doug Richardson; Paul Starkel; Andrew Walch; Keiuvan Waugh; Jerrod Wolfe; Jimmy Zuraw; Inactive: Matt Bennett, Carter Hollo, Mick Walter"
140,2019,12,Chicago Wildfire,"Ross Barker; Brad Bolliger; Jeremy Burril; Tim Fergus; Charlie Furse; Tommy Gallagher; Nate Goff; Brenton Hard; Pawel Janas; Jesse Johnson; Joey Kennedy; Karl Kingma; Danny Miller; Jack Shanahan; Drew Swanson; Jimmy Sykora; Cal Tornabene; Seth Weaver; Jeff Weis; Dave Woods; Inactive: Matt Rehder, Michael Pardo"
141,2019,12,Dallas Roughnecks,"Matthew Armour; Joel Clutton; Abe Coffin; Jay Froude; Henry Furuta; Casey Hogg; Dillon Larberg; Chris Larberg; Brandon Malecek; Kai Marshall; Kaplan Maurer; Wesley Miaw; Griffin Miller; Connor Olson; Kevin Richardson; Zach Riggins; Ward Sam; Thomas Slack; Connor  Ughetta; Carson Wilder; Inactive: Zach Marbach, Dalton Smith"
142,2019,12,DC Breeze,"Jarrod Banks; Quinn Bergeron; David Bloodgood; Garrett Braun; Max Cassell; Alexandre Fall; Kristopher Harrison; Jeremy Hess; Cody Johnston; Jeremy Knopf; Peter Mancini; Matthew McDonnell; AJ Merriman; Jacques Nissen; Zach Norrbom; Houston Parks; Nathan Prior; David Shields; Kevin Versteeg; Jeff Wodatch; Inactive: Xavier Maxstadt, Matt Cullom"
143,2019,12,Detroit Mechanix,"Kevin Anthony; Josh Beaulieu; Alex Bertoia; Nathan Champoux; Ben Cheer; Joe Cubitt; Mitch DeNooyer**; Dex Dremann; Karl Fauerbach; Jon Gibson; Tyler Hebert; Ashton Hoffman; Austin Johnson; Jordan Kinde; Whitton Mark; Justin Perticone; Austin Riegel; Jeff Schubert; Sam Sincere; Daniel Viggiani; Inactive: Kevin Coulter, Andrew Sjogren, David Innis"
144,2019,12,Indianapolis AlleyCats,Cameron Brock; Peter Carleton; Travis Carpenter; Kyle Cox; Sam Ellison; Jacob Fella; Rick Gross; Alex Henderson; Conner Henderson; David Hortemiller; Nick Hutton; Levi Jacobs; John Jones; Spencer Loscar; Brett Matzuka; Keegan North; Keenan Plew; Colin Ringwood; Donovan Triplett; Zach Zebarth 
145,2019,12,Los Angeles Aviators,Jake Baumer; Calvin Brown; Xavier Charles; Alex Drum; Joc Jimenez; Nate Kirchhofer; Michael Kiyoi; KJ Koo; Ian Ladner; Eric Lissner; Sean McDougall; Andrew Padula; Sam Plasman; Jeff Silverman; Ryan  Smith; Mitchell Steiner; Zachary Theodore; Matt Theologidy; Anderson Thomas; Aaron Weaver; Inactive: Tyler Bacon
146,2019,12,Madison Radicals,"Kevin Brown; Colin Camp; Thomas Coolidge; Avery Johnson; Jack Kelly; Sterling Knoche; Michael Kobyra; Victor Luo; Chase Marty; Jeff Maskalunas; Andrew Meshnick; Ben Nelson; Rami Paust; Kevin Pettit-Scantling; Dylan Power; Ted Schewe; Pat Shriwise; Kyle Weigand; Chris Wilen; Joshua Wilson; Inactive: Tom Annen, Peter Graffy, Colin Grandon"
147,2019,12,Minnesota Wind Chill,"Cameron Burden; Nick Daquisto; Dylan DeClerck; Thomas Echols; Jesse Greenberg; Tate Halberg; Scott Hearne; Michael Jordan; James Kittlesen; Josh Klane; Mathew Ladyman; Isaac Leonard; Brandon Matis; Brendan McCann; Mitchell McCarthy; Drew Otterlei; Alan Scarth; Quinn Snider; Tyler Thomegreene; Bryan Vohnoutka; Inactive: Jordan Taylor, Ryan Welch"
148,2019,12,Montreal Royal,André Arsenault; Philippe Bisson; Quentin Bonnaud; Stève Bonneau**; Mathieu Bosser; Estéban Ceballos; Nabil Chaouch; Simon Charette; Laurent Faye; Vincent Gamache; Miguel Goderre; Kevin Groulx; Vincent Lemieux; Basile Limoges; Gabriel Monfette; Sacha Poitte- Sokolsky ; Kevin Quinlan; Quentin Roger; Jacob Saunders; Christophe Tremblay Joncas; Inactive: Malik Auger-Semmar
149,2019,12,New York Empire,"Albert Alarcon; Josue Alorro; Matthew Auletta; Jeffrey Babbitt; Ryan Brown; Marques Brownlee; Mike Drost; Sam Feder; Harper Garvey; Ryan Holmes; Alexander Isik; Benjamin Jagt; Benjamin Katz; Beau Kittredge; Conor Kline; Matthew LeMar; Jibran Mieser; TJ Stanton; Matthew Stevens; Jack Williams; Inactive: Ryan Drost, Grant Lindsley"
150,2019,12,Ottawa Outlaws,Alec Arsenault; Geoff Bevan; Nick Boucher; Kyle Cantal; David Colic; Greg Ellis; Jon Hallett; Jeremy Hill; Erik Hunter; Jeff Lindquist; Karl Loiseau; Paul Mensah; Matt O'Brien; Adam O'Donnell; Andrew Ouchterlony; Erich Phang-Lyn; Paul Renaud; Bryce Ring; Braedan Robinson**; Carson Turner
151,2019,12,Philadelphia Phoenix,"Mike Arcata; Matthew Ballman; Peter Burt; Jordan Ciccarone; Brice Dunn; Ethan Fortin; Frankie Gomez; Evan Karson; Trey Katzenbach; Colin Masino; Himalaya Mehta; Allan Michel; Greg Mohler; Sean Mott; Eric Nardelli; Brandon Pastor; Nick Patel; James Pollard; Marc Sands; Eric Witmer; Inactive: Billy Sickles, Zac Sands, Dustin Damiano"
152,2019,12,Pittsburgh Thunderbirds,"Dylan Best; Adam Burgess; Eike Cramer; Thomas Edmonds; Jesse Evans; Mark Fedorenko; Kenny Furdella; Ryan Hoffman; Jon Mast; Pat McMullen; Dayne Meyer; Steve Mogielski; Anson Reppermund; Jordan Robarge; Max Sheppard; Alex Thomas; Jasper Tom; Sam VanDusen**; David Vatz; Owen Watt; Inactive: Tyler DeGiramo, Chris Graber, Jimmy Towle"
153,2019,12,Raleigh Flyers,"Justin Allen; Kiron Allen; Chuck Cantone; Jacob Fairfax; Henry Fisher; Mischa Freystaetter; Tristan Green; JD Hastings; Allan Laviolette; Bobby Ley; Tim McAllister; Andrew McKelvey; Terrence Mitchell; Jacob Mouw; Mike Pannone ; David  Richardson; Connor Russell ; Eric Taylor; Ross Ward; Sol Yanuck; Inactive: Noah Saul, Charlie Muniz, Jeff Nordgren"
154,2019,12,San Diego Growlers,"Jesse Cohen; Travis Dunn; Sam Fontaine; Wesley Groth; Sean Ham; Jonathan Helton; Maxwell Hume; Dom Leggio; Bryce Lozinski; Tim Okita; Marcel Osborne; Trevor Purdy; Scott Radlauer; Dave Ritchie; Kyle Rubin; Ryo Senda; Mark Slader; Michael Tran; Will Turner; Bailey Wu; Inactive: Steven Milardovich, Nate Bridges"
155,2019,12,San Jose Spiders,Chuck Cao; Steven Chang; Phil Chang; Matt Crawford; Antoine Davis; Ethan Falat**; Brandon Fein; Lior Givol; Jacob Greenberg; Keenan Laurence; Alexander Morris; Justin Norden; Mark Philipson; Alex Pien; Brian Roach; Jackson Stearns; Gabe Taylor; Skylor Taylor; Munis Thahir; Glenn Wysen; Inactive: Marcelo Sanchez
156,2019,12,Seattle Cascades,"Jay Boychuk; Mark Burton; Zhi  Chen; Sam Cook**; Alex Duffel; Khalif El-Salaam; Kahyee Fong; Bryson Fox; Xtehn Frame; Brad Houser; Wally Kasprzycki; Tom Lassetter; Marc Munoz; Henry Phan; June  Rapisura; Zach Sabin**; Henry Schneider; Kodi Smart; Keegan Taggart; Inactive: Dennis Casio, Will Coffin, Nick Mahan"
157,2019,12,Tampa Bay Cannons,Craig Anderson; Ryan Chard; Jacob Clary; Matteo Focchi; James Franklin; Kellen Gray; Ryan Hiser; Jack Kern; Austin Koffarnus; Jake Lane; Tim Lootens; Josh McKisic; Billy O'Bryan; Unmil Patel; Bobby Patterson; Tanner Repasky; Andrew Roney; Bradley Seuntjens; Dustin Travaglini; Nathan Vickroy; Inactive: Adam Carr
158,2019,12,Toronto Rush,"Andrew Carroll; Kieran Charnock; Scott Graham; Cameron Harris; Jacky Hau; Nathan Hirst; Jason Huynh; Bryan Kuo; Dan Lafrance; Jason Lam; Wilkie Lewis; Iain Mackenzie; Thomson McKnight; Jerry Meron; Akifumi Muraoka; Geoff Powell; Ben Pries; Phil Turner; Adrian Yearwood; Bryan Yue; Inactive: Isaiah Masek-Kelly, Jeremy Norden, Remi Ojo"
159,2019,13,Atlanta Hustle,Zach Avello; Sun Choi; Jason Crowe; Phil Dougherty; Brett Hulsmeyer; Eli Jaime; Will Lindquist; Mac McClellan; Taylor Minch; Clark Missildine; Christian Olsen; Jacques Perivier; Player Pierce; Matt Smith; Daniel Sperling; Trenton Spinks; Austin Taylor; Alex Trautman; Josh Turner; Kelvin Williams; Inactive: Karl Ekwurtzel
160,2019,13,Austin Sol,"Mutahir Ahmad; Reese Bowman; Eric Brodbeck; John Cecil; Brandon Dial; Brian Gfroerer ; Kyle Henke; Bobby Lewis; Jeff Loskorn; Michael Matthis; Corey Mika; Nash Mock; Elliott Moore; Rory Orloff; Ethan Pollack; Ryan Purcell; Paul Starkel; Andrew Walch; Keiuvan Waugh; Mason Wuensch; Inactive: Carter Hollo, Jason Holleran"
161,2019,13,Chicago Wildfire,Ross Barker; Brad Bolliger; Jeremy Burril; Charlie Furse; Tommy Gallagher; Nate Goff; Pawel Janas; Joey Kennedy; David Meinecke; Danny Miller; Michael Pardo; Zane Rankin; Matt Rehder; Jack Shanahan; Drew Swanson; Cal Tornabene; Jason Vallee; Seth Weaver; Jeff Weis; Nick Zeman**
162,2019,13,Dallas Roughnecks,"Joel Clutton; Abe Coffin; Dan Emmons; Jay Froude; Henry Furuta; Abe Gambert; David Hammer; Gabe Hernandez; Dillon Larberg; Chris Larberg; Ben Lewis; Zach Marbach; Kaplan Maurer; Griffin Miller; Connor Olson; Kevin Richardson; Ben Rogers; Ward Sam; Thomas Slack; Carson Wilder; Inactive: Brandon Malecek, Dalton Smith"
163,2019,13,Detroit Mechanix,"Kevin Anthony; Chris Auman; Josh Beaulieu; Ben Cheer; Joe Cubitt; Mitch DeNooyer; Karl Fauerbach; Jon Gibson; Tyler Hebert; David Innis**; Austin Johnson; Jordan Kinde; Jonathan Lee; Kevin Nicholl; Neil Proefrock; Austin Riegel; Jeff Schubert; Sam Sincere; Andrew Sjogren; Daniel Viggiani; Inactive: Kevin Coulter, Mark Whitton"
164,2019,13,Indianapolis AlleyCats,"Cameron Brock; Peter Carleton; Travis Carpenter; Sam Ellison; Jacob Fella; Rick Gross; Alex Henderson; Conner Henderson; David Hortemiller; Nick Hutton**; Levi Jacobs; Jeremy Keusch; Spencer Loscar; Brett Matzuka; Chris Miller**; Keenan Plew; Colin Ringwood; Donovan Triplett; Aaron Weaver; Zach Zebarth; Inactive: Keegan North, John Jones"
165,2019,13,Los Angeles Aviators,Tyler Bacon; Jacob Bartholomew; Jake Baumer; Timmy Beatty; Calvin Brown; Xavier Charles; Alex Drum; Collin Gall; Joc Jimenez; KJ Koo; Danny Landesman; Eric Lissner; Sean McDougall; Andrew Padula; Sam Plasman; Garrett Santi; Jeff Silverman; Mitchell Steiner; Zachary Theodore; Aaron Weaver; Inactive: Michael Kiyoi
166,2019,13,Madison Radicals,"Kevin Brown; Colin Camp; Thomas Coolidge; Peter Graffy; Avery Johnson; Sterling Knoche; Chase Marty; Jeff Maskalunas; Andrew Meshnick; Seth Meyer; Ben Nelson; Rami Paust; Kevin Pettit-Scantling; Dylan Power; Logan Pruess; Pat Shriwise; Ryan Tucker; Kyle Weigand; Chris Wilen; Joshua Wilson; Inactive: Nate Bosscher, Victor Luo"
167,2019,13,Minnesota Wind Chill,"Cameron Burden; Pat Cashman; Dylan DeClerck; Thomas Echols; Tate Halberg; Alexander Jirele; Kristian Johnson; Michael Jordan; James Kittlesen; Josh Klane; Isaac Leonard; Brandon Matis; Mitchell McCarthy; Drew Otterlei; Grayson Pangburn; Ben Pavelka; Quinn Snider; Jordan Taylor; Tyler Thomegreene; Bryan Vohnoutka; Inactive: Brendan McCann, Alan Scarth"
168,2019,13,Montreal Royal,"André Arsenault; Philippe Bisson; Quentin Bonnaud; Stève Bonneau**; Mathieu Bosser; Estéban Ceballos; Nabil Chaouch; Simon Charette; Laurent Faye; Vincent Gamache; Miguel Goderre; Kevin Groulx; Vincent Lemieux; Basile Limoges; Gabriel Monfette; Sacha Poitte- Sokolsky ; Kevin Quinlan; Quentin Roger; Jacob Saunders; Christophe Tremblay Joncas; Inactive: Malik Auger-Semmar, Jakob Brissette"
169,2019,13,New York Empire,"Albert Alarcon; Matthew Auletta**; Jeffrey Babbitt; Ryan Brown; Mike Drost; Ryan Drost; Sam Feder; Harper Garvey; Ryan Holmes; Alexander Isik**; Benjamin Jagt; Benjamin Katz; Beau Kittredge; Conor Kline; Matthew LeMar; Grant Lindsley; Matthew Stevens; Noriaki To; Jack Williams; Tristan Yarter; Inactive: Marques Brownlee, Jibran Mieser"
170,2019,13,Ottawa Outlaws,Alec Arsenault; Geoff Bevan; Nick Boucher**; Kyle Cantal; David Colic; Greg Ellis; Colin Froats; Jon Hallett; Jeremy Hill**; Erik Hunter; Karl Loiseau; Paul Mensah; Matt O'Brien; Adam O'Donnell; Andrew Ouchterlony**; Erich Phang-Lyn; Paul Renaud; Bryce Ring; Carson Turner; Ryan Wallace 
171,2019,13,Philadelphia Phoenix,"Shashank Alladi; Mike Arcata; Connor Boyle; Michael Campanella; Dustin Damiano; Brice Dunn; Evan Karson; Austin Lillis; Colin Masino; Allan Michel; Greg Mohler; Sean Mott; Eric Nardelli; Paul Owens; Brandon Pastor; James Pollard; Zac Sands; Marc Sands; Dylan Smith; Ryan Weaver; Inactive: Himalaya Mehta, Ethan Fortin, Nick Patel"
172,2019,13,Pittsburgh Thunderbirds,Dylan Best; Adam Burgess; Eike Cramer; Thomas Edmonds; Mark Fedorenko; Kenny Furdella; Nicholas Gigliotti; Chris Graber; Jack Hefferon; Jon Mast; Pat McMullen; Steve Mogielski; Anson Reppermund; Max Sheppard**; Alex Thomas; Jasper Tom; Jimmy Towle; Sam VanDusen**; David Vatz; Owen Watt; Inactive: Tyler DeGirolamo
173,2019,13,Raleigh Flyers,Kiron Allen; Chuck Cantone; Kamron Daftari; Jacob Fairfax; Henry Fisher; Josh Hartzog; Allan Laviolette; Bobby Ley; Tim McAllister; Andrew McKelvey; Terrence Mitchell; Charlie Muniz ; Jeff Nordgren; Jakeem Polk; Connor Russell ; Grayson Sanner; Noah Saul; Vikram Sethuraman; Ross Ward; Sol Yanuck; Inactive: David Richardson
174,2019,13,San Diego Growlers,"Jesse Cohen**; Sam Fontaine; Wesley Groth; Aidan Hall; Sean Ham; Jonathan Helton; Maxwell Hume; Ryan Lacy; Bryce Lozinski; Steven Milardovich; Tim Okita; Marcel Osborne; Trevor Purdy; Scott Radlauer; Kyle Rubin; Ryo Senda; Mark Slader; Michael Tran; Will Turner; Bailey Wu; Inactive: Travis Dunn, Dom Leggio"
175,2019,13,Seattle Cascades,"Cameron Baker; Jay Boychuk; Jack Brown; Mark Burton; Dennis Casio; Will Coffin**; Sam Cook**; Alex Duffel; Manny Eckert; Khalif El-Salaam; Wally Kasprzycki**; Tom Lassetter; Nick Mahan; Marc Munoz; June Rapisura; Henry Schneider; Ryan Segal**; Kodi Smart; Keegan Taggart; Shane Worthington; Inactive: Zach Sabin, Brad Houser"
176,2019,13,Tampa Bay Cannons,"Craig Anderson; Andre Borderlon; Adam Carr; Ryan Chard; Jacob Clary; James Franklin; Kellen Gray; Ryan Hiser; John Holk; Anish Indhupuru; Jack Kern; Austin Koffarnus; Billy O'Bryan; Bobby Patterson**; Tanner Repasky; Andrew Roney; Bradley Seuntjens**; Dustin Travaglini; Adam Vinson; Hayden Wachob; Inactive: Jacob Lane, Nathan Vickroy"
177,2019,13,Toronto Rush,"Andrew Carroll; Kieran Charnock; Luc Comire; Cameron Harris; Nathan Hirst; Jason Huynh; Kevin Jay; Dan Lafrance; Jason Lam; Wilkie Lewis; Iain Mackenzie; Isaiah Masek-Kelly; Jerry Meron; Akifumi Muraoka; Jeremy Norden; Remi Ojo; Geoff Powell; Ben Pries; Phil Turner; Adrian Yearwood; Inactive: Jacky Hau, Thomson McKnight"
178,2019,14,Atlanta Hustle,Zach Avello; Sun Choi; Jason Crowe; Karl Ekwurtzel; Brett Hulsmeyer; Elijah Jaime; Matthew Knowles; Will Lindquist; Mac McClellan; Taylor Minch; Christian Olsen; Jacques Perivier; Player Pierce; Matt Smith; Trenton Spinks; Austin Taylor; Alex Trautman; Josh Turner; Kelvin Williams; Joel Wooten; Inactive: Paul Lally
179,2019,14,Chicago Wildfire,"Von Alanguilan; Ross Barker; Brad Bolliger; Michael Egan; Tim Fergus; Charlie Furse; Tommy Gallagher; Nate Goff; Pawel Janas; Jesse Johnson; Joey Kennedy; Karl Kingma; David Meinecke; Danny Miller; Michael Pardo; Jack Shanahan; Drew Swanson; Jimmy Sykora; Jason Vallee; Seth Weaver; Inactive: Matt Rehder, Jeff Weis"
180,2019,14,Dallas Roughnecks,"Abe Coffin; Dan Emmons; Jay Froude; Henry Furuta; Gabe Hernandez; Dillon Larberg; Chris Larberg; Ben Lewis; Brandon Malecek; Kai Marshall; Kaplan Maurer; Wesley Miaw; Griffin Miller; Connor Olson; Jake Reinhardt; Kevin Richardson; Zach Riggins; Ben Rogers; Dalton Smith; Connor Ughetta; Inactive: Joel Clutton, Carson Wilder, Thomas Slack"
181,2019,14,DC Breeze,"Jarrod Banks; Quinn Bergeron; David Bloodgood; Matt Cullom; Kristopher Harrison; Kenta Kawaguchi; Jeremy Knopf; Alex Liu; Peter Mancini; Xavier Maxstadt; Matthew McDonnell; Ray Mendoza; AJ Merriman; Matt Neeley; Jacques Nissen; Leo Pierson; Nathan Prior; David Shields; Kevin Versteeg; Dane Warner; Inactive: Garrett Braun, Max Cassell,, Cody Johnston Jeff Wodatch"
182,2019,14,Detroit Mechanix,"Kevin Anthony; Chris Auman; Jimmy BakerJr; Josh Beaulieu; Tristan Bowerman; Ben Cheer; Kevin Coulter; Joe Cubitt; Mitch DeNooyer; Ed Fox; Jon Gibson; David Innis; Austin Johnson; Jordan Kinde; Jonathan Lee; Kevin Nicholl; Neil Proefrock; Austin Riegel; Andrew Sjogren; Daniel Viggiani; Inactive: Mark Whitton, Alex Bertoia"
183,2019,14,Indianapolis AlleyCats,Cameron Brock; Peter Carleton; Travis Carpenter; Kyle Cox; Sam Ellison; Jacob Fella; Rick Gross; Alex Henderson; Conner Henderson; David Hortemiller; Nick Hutton; Levi Jacobs; Spencer Loscar; Brett Matzuka; Keegan North; Keenan Plew; Colin Ringwood; Donovan Triplett; Aaron Weaver; Zach Zebarth; Inactive:John Jones
184,2019,14,Los Angeles Aviators,Timmy Beatty; Calvin Brown; Xavier Charles; Kyle Conniff; Alex Drum; Joc Jimenez; Michael Kiyoi; KJ Koo; Ian Ladner; Danny Landesman; Eric Lissner; Wayne Lu; Sean MCDougall; Nate Ransom; Garrett Santi; Jeff Silverman; Mitchell Steiner; Zachary Theodore; Matt Theologidy; Aaron Weaver; Inactive: Tyler Bacon
185,2019,14,Madison Radicals,Tom Annen; Kevin Brown; Colin Camp; Thomas Coolidge; Kyle Dreger; Avery Johnson; Sterling Knoche; Victor Luo; Chase Marty; Jeff Maskalunas; Andrew Meshnick; Seth Meyer; Ben Nelson; Rami Paust; Kevin Pettit-Scantling; Ted Schewe; Pat Shriwise; Kyle Weigand; Chris Wilen; Joshua Wilson; Inactive: Nate Bosscher
186,2019,14,Minnesota Wind Chill,"Cameron Burden; Dylan DeClerck; Thomas Echols; Jesse Greenberg; Tate Halberg; Scott Hearne; Kristian Johnson; Michael Jordan; James Kittlesen; Josh Klane; Mathew Ladyman; Isaac Leonard; Brandon Matis; Mitchell McCarthy; Drew Otterlei; Grayson Pangburn; Ben Pavelka; Alan Scarth; Tyler Thomegreene; Bryan Vohnoutka; Inactive: Jordan Taylor, Brendan McCann"
187,2019,14,Montreal Royal,André Arsenault; Philippe Bisson; Quentin Bonnaud; Stève Bonneau; Mathieu Bosser; Estéban Ceballos; Nabil Chaouch; Simon Charette; Laurent Faye; Vincent Gamache; Miguel Goderre; Kevin Groulx; Vincent Lemieux; Basile Limoges; Gabriel Monfette; Sacha Poitte-Sokolsky; Kevin Quinlan; Quentin Roger; Jacob Saunders; Christophe TremblayJoncas; Inactive: Malik Auger-Semmar
188,2019,14,New York Empire,"Albert Alarcon; Josue Alorro; Matthew Auletta; Mike Drost; Sam Feder; Harper Garvey; Zach Grappone; Ryan Holmes; Alexander Isik; Benjamin Katz; Conor Kline; Elliot Lee; Matthew LeMar; Grant Lindsley; Joseph Ouellette; Ryan Saffa; TJ Stanton; Matthew Stevens; Noriaki To; Jack Williams; Inactive: Beau Kittredge, Ben Jagt, Jeff Babbitt"
189,2019,14,Ottawa Outlaws,"Alec Arsenault; Geoff Bevan; Nick Boucher; Kyle Cantal; David Colic; Greg Ellis; Jon Hallett; Erik Hunter; Jeff Lindquist; Karl Loiseau; Chad McCausland; Paul Mensah; Jonah Munoz; Matt O'Brien; Adam O'Donnell; Bryce Ring; Shintaro Tsukamoto; Carson Turner; Simon Walker; Ryan Wallace; Inactive: Paul Renaud, Jeremy Hill"
190,2019,14,Philadelphia Phoenix,Shashank Alladi; Mike Arcata; Matthew Ballman; Peter Burt; Michael Campanella; Dustin Damiano; Ethan Fortin; Francisco Gomez; Austin Lillis; Greg Martin; Colin Masino; Himalaya Mehta; Allan Michel; Sean Mott; Paul Owens; Nick Patel; Zac Sands; Marc Sands; Billy Sickles; Ryan Weaver; Inactive: Eric Nardelli
191,2019,14,Pittsburgh Thunderbirds,Dylan Best; Adam Burgess; Eike Cramer; Thomas Edmonds; Jesse Evans; Mark Fedorenko; Kenny Furdella; Ryan Hoffman; Jon Mast; Pat McMullen; Dayne Meyer; Steve Mogielski; Anson Reppermund; Max Sheppard; Alex Thomas; Jasper Tom; Jimmy Towle; Sam VanDusen; David Vatz; Owen Watt; Inactive: Chris Graber
192,2019,14,Raleigh Flyers,"Kiron Allen; Chuck Cantone; Joey Cretella; Jacob Fairfax; Mischa Freystaetter; Josh Hartzog; JD Hastings; Allan Laviolette; Bobby Ley; Tim McAllister; Andrew McKelvey; Terrence Mitchell; Jacob Mouw; Jeff Nordgren; Mike Pannone; David Richardson; Connor Russell; Noah Saul; Shane Sisco; Ross Ward; Inactive: Henry Fisher, Charlie Muniz, Eric Taylor"
193,2019,14,San Diego Growlers,"Travis Dunn; Sam Fontaine; Wesley Groth; Aidan Hall; Sean Ham; Jonathan Helton; Maxwell Hume; Eric Hytonen; Bryce Lozinski; Steven Milardovich; Tim Okita; Marcel Osborne; Scott Radlauer; Dave Ritchie; Kyle Rubin; Ryo Senda; Reggie Sung; Michael Tran; Will Turner; Bailey Wu; Inactive: Nate Bridges, Dom Leggio"
