,Year,Week,Team,Actives
194,2019,14,San Jose Spiders,"Mike Becich; Jacob Bruner; Steven Chang; Matt Crawford; Antoine Davis; Ethan Falat; Brandon Fein; Keenan Laurence; Ben Levinsky; Alexander Morris; Justin Norden; Zach Ormsby; Alex Pien; Cyrus Ready; Marcelo Sanchez; Gabe Taylor; Skylor Taylor; Munis Thahir; Kevin Tien; Glenn Wysen; Inactive: Jackson Stearns, Lior Givol"
195,2019,14,Seattle Cascades,"Jay Boychuk; Jack Brown; Mark Burton; Dennis Casio; Zhi Chen; Will Coffin; Alex Duffel; Khalif El-Salaam; Peter Geertz-Larson; Brad Houser; Wally Kasprzycki; Thomas Lassetter; Nick Mahan; Charlie Mercer; Marc Munoz; June Rapisura; Ryan Segal; Kodi Smart; Keegan Taggart; Shane Worthington; Inactive: Jesse Bolton, Zach Sabin"
196,2019,14,Toronto Rush,"Andrew Carroll; Cameron Harris; Jacky Hau; Nathan Hirst; Jason Huynh; Kevin Jay; Bryan Kuo; Jason Lam; Wilkie Lewis; Iain Mackenzie; Mike Mackenzie; Isaiah Masek-Kelly; Thomson McKnight; Jerry Meron; Akifumi Muraoka; Geoff Powell; Ben Pries; Phil Turner; Adrian Yearwood; Bryan Yue; Inactive: Remi Ojo, Bretton Tan"
197,2019,15,Chicago Wildfire,"Zubair Abdulla; Ross Barker; Brad Bolliger; Jeremy Burril; Tim Fergus; Charlie Furse; Tommy Gallagher; Kurt Gibson; Pawel Janas; Jesse Johnson; Joey Kennedy; David Meinecke; Danny Miller; Alex Rummelhart; Jack Shanahan; Drew Swanson; Jimmy Sykora; Cal Tornabene; Seth Weaver; Nick Zeman; Inactive:Matt Rehder, Jeff Weis, Michael Pardo"
198,2019,15,Detroit Mechanix,"Kevin Anthony; Chris Auman; Josh Beaulieu; Tristan Bowerman; Ben Cheer; Joe Cubitt; Mitch DeNooyer; Karl Fauerbach; Ed Fox; Jon Gibson; Tyler Hebert; Austin Johnson; Jordan Kinde; Jonathan Lee; Kevin Nicholl; Neil Proefrock; Austin Riegel; Daniel Viggiani; Inactive: David Innis, Kevin Coulter, Andrew Sjogren"
199,2019,15,Indianapolis AlleyCats,"Cameron Brock; Nathan Bussberg; Peter Carleton; Travis Carpenter; Kyle Cox; Sam Ellison; Conner Henderson; David Hortemiller; Dusty Hughes; AJ Humbert; Levi Jacobs; Jesse Jenkins; John Jones; Heath Kalaba; Jeremy Keusch; Spencer Loscar; Chris Miller; Keenan Plew; Colton Steiner; Zach Zebarth; Inactive: Nick Hutton, Brett Matzuka, "
200,2019,15,Madison Radicals,Nate Bosscher; Colin Camp; Grandon Colin; Thomas Coolidge; Nester David; Power Dylan; Avery Johnson; Jack Kelly; Sterling Knoche; Victor Luo; Chase Marty; Andrew Meshnick; Seth Meyer; Kevin Pettit-Scantling; Brett Robinson; Ted Schewe; Pat Shriwise; Sean Treacy; Daniel Vockeroth ; Joshua Wilson; Inactive: Kevin Brown
201,2019,15,Montreal Royal,"André Arsenault; Quentin Bonnaud; Stève Bonneau; Mathieu Bosser; Estéban Ceballos; Nabil Chaouch; Simon Charette; Jordan Faries; Laurent Faye; Vincent Gamache; Miguel Goderre; Brian Howard; Zakarie Massi; Gabriel Monfette; Sacha Poitte- Sokolsky ; Kevin Quinlan; Henri Rodriguez; Quentin Roger; Jacob Saunders; Christophe Tremblay Joncas; Inactive:Philippe Bisson, Basile Limoges, Kevin Groulx"
202,2019,15,Ottawa Outlaws,"Alec Arsenault; Geoff Bevan; Nick Boucher**; Kyle Cantal; Greg Ellis; Colin Froats; Jon Hallett; Jeremy Hill**; Jeff Lindquist; Karl Loiseau; Chad McCausland; Matt O'Brien; Adam O'Donnell; Andrew Ouchterlony; Erich Phang-Lyn; Paul Renaud; Bryce Ring; Shintaro Tsukamoto; Simon Walker; Ryan Wallace; Inactive: David Colic, Cason Turner, Paul Mensah"
203,2019,15,Philadelphia Phoenix,"Mike Arcata; Connor Boyle; Mike Campanella; Jordan Ciccarone; Jimmy Clarke; Dustin Damiano; Will Helenski; Austin Lillis; Greg Martin; Himalaya Mehta; Allan Michel; Greg Mohler; Sean Mott; Eric Nardelli; Paul Owens; Brandon Pastor; James Pollard; Joel Prushan; Dylan Smith; Eric Witmer; Inactive: Ethan Fortin, Ryan Weaver"
204,2019,15,Pittsburgh Thunderbirds,"Dylan Best; Adam Burgess; Eike Cramer; Thomas Edmonds; Mark Fedorenko; Kenny Furdella; Nick Gigliotti; Chris Graber; Jack Hefferon; Ryan Hoffman; Jon Mast; Pat McMullen; Dayne Meyer; Steve Mogielski; Anson Reppermund; Max Sheppard; Alex Thomas; Jimmy Towle; Sam VanDusen; Owen Watt; Inactive: Jesse Evans, David Vatz"
205,2019,15,Raleigh Flyers,"Kiron Allen; Chuck Cantone; Andrew Cohen; Kamron Daftari; Jacob Fairfax; Tristan Green; Josh Hartzog; JD Hastings; Allan Laviolette; Bobby Ley; Terrence Mitchell; Charlie Muniz; Jeff Nordgren; Jordan Perry; Connor Russell ; Grayson Sanner; Noah Saul; Vikram Sethuraman; Shane Sisco; Ross Ward; Inactive: David Richardson, Mischa Freystaetter, Tim McAllister"
206,2019,15,Tampa Bay Cannons,Craig Anderson; Andre Borderlon; Adam Carr; Ryan Chard; Jacob Clary; James Franklin; Kellen Gray; Ryan Hiser; Jack Kern; Austin Koffarnus; Jacob Lane; Tim Lootens; Billy O'Bryan; Unmil Patel; Bobby Patterson; Tanner Repasky; Andrew Roney; Bradley Seuntjens; Dustin Travaglini; Adam Vinson; Inactive: Nathan Vickroy
