,Year,Matchup Link,Date Location,Home Team,Away Team,Home Team Score,Away Team Score,Date,Time,City,Week,UniversalGameID
1042,2019,/league/game/2019-04-27-IND-DET,"Sat, 4/27 5:45 PM EDT Detroit",Detroit Mechanix,Indianapolis AlleyCats,16,19,2019-04-27,5:45 PM EDT,Detroit,4,1042
1043,2019,/league/game/2019-04-27-PIT-MIN,"Sat, 4/27 6:00 PM CDT Minnesota",Minnesota Wind Chill,Pittsburgh Thunderbirds,25,22,2019-04-27,6:00 PM CDT,Minnesota,4,1043
1044,2019,/league/game/2019-04-27-NY-PHI,"Sat, 4/27 6:00 PM EDT Philadelphia",Philadelphia Phoenix,New York Empire,16,25,2019-04-27,6:00 PM EDT,Philadelphia,4,1044
1045,2019,/league/game/2019-04-27-RAL-ATL,"Sat, 4/27 7:00 PM EDT Atlanta",Atlanta Hustle,Raleigh Flyers,15,21,2019-04-27,7:00 PM EDT,Atlanta,4,1045
1046,2019,/league/game/2019-04-27-SEA-LA,"Sat, 4/27 7:30 PM PDT LA",Los Angeles Aviators,Seattle Cascades,25,19,2019-04-27,7:30 PM PDT,LA,4,1046
1047,2019,/league/game/2019-04-28-MTL-NY,"Sun, 4/28 2:00 PM EDT New York",New York Empire,Montreal Royal,23,19,2019-04-28,2:00 PM EDT,New York,4,1047
1048,2019,/league/game/2019-05-04-LA-SJ,"Sat, 5/4 7:00 PM PDT San Jose",San Jose Spiders,Los Angeles Aviators,16,25,2019-05-04,7:00 PM PDT,San Jose,5,1054
1049,2019,/league/game/2019-05-04-IND-PIT,"Sat, 5/4 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,Indianapolis AlleyCats,16,19,2019-05-04,6:00 PM EDT,Pittsburgh,5,1052
1050,2019,/league/game/2019-05-04-OTT-DC,"Sat, 5/4 6:00 PM EDT DC",DC Breeze,Ottawa Outlaws,24,15,2019-05-04,6:00 PM EDT,DC,5,1051
1051,2019,/league/game/2019-05-04-SD-SEA,"Sat, 5/4 6:30 PM PDT Seattle",Seattle Cascades,San Diego Growlers,25,21,2019-05-04,6:30 PM PDT,Seattle,5,1053
1052,2019,/league/game/2019-05-04-AUS-ATL,"Sat, 5/4 5:00 PM EDT Atlanta",Atlanta Hustle,Austin Sol,23,19,2019-05-04,5:00 PM EDT,Atlanta,5,1049
1053,2019,/league/game/2019-05-04-MTL-TOR,"Sat, 5/4 4:00 PM EDT Toronto",Toronto Rush,Montreal Royal,21,16,2019-05-04,4:00 PM EDT,Toronto,5,1048
1054,2019,/league/game/2019-05-04-MIN-CHI,"Sat, 5/4 6:00 PM CDT Chicago",Chicago Wildfire,Minnesota Wind Chill,23,17,2019-05-04,6:00 PM CDT,Chicago,5,1050
1055,2019,/league/game/2019-05-05-MIN-DET,"Sun, 5/5 1:00 PM EDT Detroit",Detroit Mechanix,Minnesota Wind Chill,22,31,2019-05-05,1:00 PM EDT,Detroit,5,1055
1056,2019,/league/game/2019-05-05-AUS-RAL,"Sun, 5/5 1:00 PM EDT Raleigh",Raleigh Flyers,Austin Sol,23,18,2019-05-05,1:00 PM EDT,Raleigh,5,1056
1057,2019,/league/game/2019-05-05-OTT-PHI,"Sun, 5/5 2:00 PM EDT Philadelphia",Philadelphia Phoenix,Ottawa Outlaws,21,16,2019-05-05,2:00 PM EDT,Philadelphia,5,1057
1058,2019,/league/game/2019-05-11-RAL-TB,"Sat, 5/11 7:05 PM EDT Tampa Bay",Tampa Bay Cannons,Raleigh Flyers,19,24,2019-05-11,7:05 PM EDT,Tampa Bay,6,1066
1059,2019,/league/game/2019-05-11-DAL-AUS,"Sat, 5/11 7:00 PM CDT Austin",Austin Sol,Dallas Roughnecks,21,25,2019-05-11,7:00 PM CDT,Austin,6,1065
1060,2019,/league/game/2019-05-11-ATL-IND,"Sat, 5/11 7:00 PM EDT Indianapolis",Indianapolis AlleyCats,Atlanta Hustle,22,27,2019-05-11,7:00 PM EDT,Indianapolis,6,1064
1061,2019,/league/game/2019-05-11-SEA-SJ,"Sat, 5/11 7:00 PM PDT San Jose",San Jose Spiders,Seattle Cascades,24,19,2019-05-11,7:00 PM PDT,San Jose,6,1063
1062,2019,/league/game/2019-05-11-CHI-PIT,"Sat, 5/11 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,Chicago Wildfire,21,18,2019-05-11,6:00 PM EDT,Pittsburgh,6,1061
1063,2019,/league/game/2019-05-11-DC-NY,"Sat, 5/11 6:00 PM EDT New York",New York Empire,DC Breeze,26,25,2019-05-11,6:00 PM EDT,New York,6,1060
1064,2019,/league/game/2019-05-11-SD-LA,"Sat, 5/11 5:30 PM PDT LA",Los Angeles Aviators,San Diego Growlers,21,27,2019-05-11,5:30 PM PDT,LA,6,1059
1065,2019,/league/game/2019-05-11-OTT-TOR,"Sat, 5/11 4:00 PM EDT Toronto",Toronto Rush,Ottawa Outlaws,25,24,2019-05-11,4:00 PM EDT,Toronto,6,1058
1066,2019,/league/game/2019-05-11-MIN-MAD,"Sat, 5/11 6:00 PM CDT Madison",Madison Radicals,Minnesota Wind Chill,19,20,2019-05-11,6:00 PM CDT,Madison,6,1062
1067,2019,/league/game/2019-05-17-SJ-SD,"Fri, 5/17 6:45 PM PDT San Diego",San Diego Growlers,San Jose Spiders,32,20,2019-05-17,6:45 PM PDT,San Diego,7,1067
1068,2019,/league/game/2019-05-18-ATL-RAL,"Sat, 5/18 7:00 PM EDT Raleigh",Raleigh Flyers,Atlanta Hustle,25,22,2019-05-18,7:00 PM EDT,Raleigh,7,1073
1069,2019,/league/game/2019-05-18-DC-OTT,"Sat, 5/18 7:00 PM EDT Ottawa",Ottawa Outlaws,DC Breeze,22,21,2019-05-18,7:00 PM EDT,Ottawa,7,1074
1070,2019,/league/game/2019-05-18-TB-AUS,"Sat, 5/18 7:00 PM CDT Austin",Austin Sol,Tampa Bay Cannons,17,19,2019-05-18,7:00 PM CDT,Austin,7,1072
1071,2019,/league/game/2019-05-18-TOR-NY,"Sat, 5/18 7:00 PM EDT New York",New York Empire,Toronto Rush,22,17,2019-05-18,7:00 PM EDT,New York,7,1075
1072,2019,/league/game/2019-05-18-DET-PIT,"Sat, 5/18 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,Detroit Mechanix,24,11,2019-05-18,6:00 PM EDT,Pittsburgh,7,1070
1073,2019,/league/game/2019-05-18-MAD-CHI,"Sat, 5/18 6:00 PM CDT Chicago",Chicago Wildfire,Madison Radicals,22,25,2019-05-18,6:00 PM CDT,Chicago,7,1069
1074,2019,/league/game/2019-05-18-SJ-LA,"Sat, 5/18 5:30 PM PDT LA",Los Angeles Aviators,San Jose Spiders,25,21,2019-05-18,5:30 PM PDT,LA,7,1068
1075,2019,/league/game/2019-05-18-IND-MIN,"Sat, 5/18 6:00 PM CDT Minnesota",Minnesota Wind Chill,Indianapolis AlleyCats,11,13,2019-05-18,6:00 PM CDT,Minnesota,7,1071
1076,2019,/league/game/2019-05-19-DC-MTL,"Sun, 5/19 1:00 PM EDT Montreal",Montreal Royal,DC Breeze,19,20,2019-05-19,1:00 PM EDT,Montreal,7,1076
1077,2019,/league/game/2019-05-19-TB-DAL,"Sun, 5/19 1:00 PM CDT Dallas",Dallas Roughnecks,Tampa Bay Cannons,28,21,2019-05-19,1:00 PM CDT,Dallas,7,1077
1078,2019,/league/game/2019-05-19-TOR-PHI,"Sun, 5/19 2:00 PM EDT Philadelphia",Philadelphia Phoenix,Toronto Rush,18,16,2019-05-19,2:00 PM EDT,Philadelphia,7,1078
1079,2019,/league/game/2019-05-25-AUS-DAL,"Sat, 5/25 7:00 PM CDT Dallas",Dallas Roughnecks,Austin Sol,20,15,2019-05-25,7:00 PM CDT,Dallas,8,1085
1080,2019,/league/game/2019-05-25-TB-ATL,"Sat, 5/25 7:00 PM EDT Atlanta",Atlanta Hustle,Tampa Bay Cannons,23,14,2019-05-25,7:00 PM EDT,Atlanta,8,1084
1081,2019,/league/game/2019-05-25-MIN-PIT,"Sat, 5/25 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,Minnesota Wind Chill,24,17,2019-05-25,6:00 PM EDT,Pittsburgh,8,1083
1082,2019,/league/game/2019-05-25-MTL-PHI,"Sat, 5/25 6:00 PM EDT Philadelphia",Philadelphia Phoenix,Montreal Royal,15,25,2019-05-25,6:00 PM EDT,Philadelphia,8,1081
1083,2019,/league/game/2019-05-25-MAD-TOR,"Sat, 5/25 6:00 PM EDT Toronto",Toronto Rush,Madison Radicals,22,15,2019-05-25,6:00 PM EDT,Toronto,8,1080
1084,2019,/league/game/2019-05-25-OTT-NY,"Sat, 5/25 4:00 PM EDT New York",New York Empire,Ottawa Outlaws,20,15,2019-05-25,4:00 PM EDT,New York,8,1079
1085,2019,/league/game/2019-05-25-IND-CHI,"Sat, 5/25 6:00 PM CDT Chicago",Chicago Wildfire,Indianapolis AlleyCats,18,17,2019-05-25,6:00 PM CDT,Chicago,8,1082
1086,2019,/league/game/2019-05-26-MTL-DC,"Sun, 5/26 1:00 PM EDT DC",DC Breeze,Montreal Royal,27,17,2019-05-26,1:00 PM EDT,DC,8,1086
1087,2019,/league/game/2019-05-26-MAD-DET,"Sun, 5/26 1:00 PM EDT Detroit",Detroit Mechanix,Madison Radicals,14,16,2019-05-26,1:00 PM EDT,Detroit,8,1087
1088,2019,/league/game/2019-06-01-SJ-SEA,"Sat, 6/1 6:30 PM PDT Seattle",Seattle Cascades,San Jose Spiders,22,25,2019-06-01,6:30 PM PDT,Seattle,9,1093
1089,2019,/league/game/2019-06-01-SD-LA,"Sat, 6/1 7:30 PM PDT LA",Los Angeles Aviators,San Diego Growlers,18,20,2019-06-01,7:30 PM PDT,LA,9,1095
1090,2019,/league/game/2019-06-01-AUS-TB,"Sat, 6/1 7:05 PM EDT Tampa Bay",Tampa Bay Cannons,Austin Sol,24,16,2019-06-01,7:05 PM EDT,Tampa Bay,9,1094
1091,2019,/league/game/2019-06-01-CHI-MIN,"Sat, 6/1 6:00 PM CDT Minnesota",Minnesota Wind Chill,Chicago Wildfire,27,26,2019-06-01,6:00 PM CDT,Minnesota,9,1092
1092,2019,/league/game/2019-06-01-MTL-OTT,"Sat, 6/1 6:00 PM EDT Ottawa",Ottawa Outlaws,Montreal Royal,19,21,2019-06-01,6:00 PM EDT,Ottawa,9,1091
1093,2019,/league/game/2019-06-01-NY-DC,"Sat, 6/1 6:00 PM EDT DC",DC Breeze,New York Empire,19,20,2019-06-01,6:00 PM EDT,DC,9,1090
1094,2019,/league/game/2019-06-01-PIT-DET,"Sat, 6/1 5:45 PM EDT Detroit",Detroit Mechanix,Pittsburgh Thunderbirds,12,17,2019-06-01,5:45 PM EDT,Detroit,9,1089
1095,2019,/league/game/2019-06-01-IND-MAD,"Sat, 6/1 2:00 PM CDT Madison",Madison Radicals,Indianapolis AlleyCats,15,18,2019-06-01,2:00 PM CDT,Madison,9,1088
1096,2019,/league/game/2019-06-02-AUS-ATL,"Sun, 6/2 1:00 PM EDT Atlanta",Atlanta Hustle,Austin Sol,24,25,2019-06-02,1:00 PM EDT,Atlanta,9,1096
1097,2019,/league/game/2019-06-02-MTL-TOR,"Sun, 6/2 2:00 PM EDT Toronto",Toronto Rush,Montreal Royal,19,13,2019-06-02,2:00 PM EDT,Toronto,9,1097
1098,2019,/league/game/2019-06-14-DAL-TB,"Fri, 6/14 7:45 PM EDT Tampa Bay",Tampa Bay Cannons,Dallas Roughnecks,20,25,2019-06-14,7:45 PM EDT,Tampa Bay,11,1098
1099,2019,/league/game/2019-06-15-SEA-SJ,"Sat, 6/15 7:00 PM PDT San Jose",San Jose Spiders,Seattle Cascades,25,26,2019-06-15,7:00 PM PDT,San Jose,11,1105
1100,2019,/league/game/2019-06-15-DAL-RAL,"Sat, 6/15 7:00 PM EDT Raleigh",Raleigh Flyers,Dallas Roughnecks,27,18,2019-06-15,7:00 PM EDT,Raleigh,11,1104
1101,2019,/league/game/2019-06-15-LA-SD,"Sat, 6/15 6:45 PM PDT San Diego",San Diego Growlers,Los Angeles Aviators,17,18,2019-06-15,6:45 PM PDT,San Diego,11,1103
1102,2019,/league/game/2019-06-15-MAD-MIN,"Sat, 6/15 6:00 PM CDT Minnesota",Minnesota Wind Chill,Madison Radicals,21,19,2019-06-15,6:00 PM CDT,Minnesota,11,1102
1103,2019,/league/game/2019-06-15-TOR-DC,"Sat, 6/15 6:00 PM EDT DC",DC Breeze,Toronto Rush,23,22,2019-06-15,6:00 PM EDT,DC,11,1101
1104,2019,/league/game/2019-06-15-OTT-MTL,"Sat, 6/15 6:00 PM EDT Montreal",Montreal Royal,Ottawa Outlaws,21,22,2019-06-15,6:00 PM EDT,Montreal,11,1100
1105,2019,/league/game/2019-06-15-PHI-NY,"Sat, 6/15 6:00 PM EDT New York",New York Empire,Philadelphia Phoenix,19,14,2019-06-15,6:00 PM EDT,New York,11,1099
1106,2019,/league/game/2019-06-16-DET-CHI,"Sun, 6/16 1:00 PM CDT Chicago",Chicago Wildfire,Detroit Mechanix,24,16,2019-06-16,1:00 PM CDT,Chicago,11,1106
1107,2019,/league/game/2019-06-16-DC-PHI,"Sun, 6/16 2:00 PM EDT Philadelphia",Philadelphia Phoenix,DC Breeze,16,21,2019-06-16,2:00 PM EDT,Philadelphia,11,1107
1108,2019,/league/game/2019-06-22-NY-RAL,"Sat, 6/22 7:00 PM EDT Raleigh",Raleigh Flyers,New York Empire,24,25,2019-06-22,7:00 PM EDT,Raleigh,12,1115
1109,2019,/league/game/2019-06-22-TB-DAL,"Sat, 6/22 7:00 PM CDT Dallas",Dallas Roughnecks,Tampa Bay Cannons,29,22,2019-06-22,7:00 PM CDT,Dallas,12,1116
1110,2019,/league/game/2019-06-22-MIN-IND,"Sat, 6/22 7:00 PM EDT Indianapolis",Indianapolis AlleyCats,Minnesota Wind Chill,24,23,2019-06-22,7:00 PM EDT,Indianapolis,12,1114
1111,2019,/league/game/2019-06-22-LA-SJ,"Sat, 6/22 7:00 PM PDT San Jose",San Jose Spiders,Los Angeles Aviators,27,31,2019-06-22,7:00 PM PDT,San Jose,12,1113
1112,2019,/league/game/2019-06-22-CHI-DET,"Sat, 6/22 5:45 PM EDT Detroit",Detroit Mechanix,Chicago Wildfire,11,24,2019-06-22,5:45 PM EDT,Detroit,12,1109
1113,2019,/league/game/2019-06-22-SD-SEA,"Sat, 6/22 6:00 PM PDT Seattle",Seattle Cascades,San Diego Growlers,25,30,2019-06-22,6:00 PM PDT,Seattle,12,1111
1114,2019,/league/game/2019-06-22-MAD-PIT,"Sat, 6/22 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,Madison Radicals,21,20,2019-06-22,6:00 PM EDT,Pittsburgh,12,1110
1115,2019,/league/game/2019-06-22-PHI-DC,"Sat, 6/22 4:00 PM EDT DC",DC Breeze,Philadelphia Phoenix,21,18,2019-06-22,4:00 PM EDT,DC,12,1108
1116,2019,/league/game/2019-06-22-TOR-MTL,"Sat, 6/22 6:00 PM EDT Montreal",Montreal Royal,Toronto Rush,23,22,2019-06-22,6:00 PM EDT,Montreal,12,1112
1117,2019,/league/game/2019-06-23-TB-AUS,"Sun, 6/23 1:00 PM CDT Austin",Austin Sol,Tampa Bay Cannons,23,14,2019-06-23,1:00 PM CDT,Austin,12,1117
1118,2019,/league/game/2019-06-23-TOR-OTT,"Sun, 6/23 2:00 PM EDT Ottawa",Ottawa Outlaws,Toronto Rush,17,22,2019-06-23,2:00 PM EDT,Ottawa,12,1118
1119,2019,/league/game/2019-06-28-CHI-MAD,"Fri, 6/28 7:00 PM CDT Madison",Madison Radicals,Chicago Wildfire,18,21,2019-06-28,7:00 PM CDT,Madison,13,1119
1120,2019,/league/game/2019-06-29-PHI-TOR,"Sat, 6/29 4:00 PM EDT Toronto",Toronto Rush,Philadelphia Phoenix,24,26,2019-06-29,4:00 PM EDT,Toronto,13,1120
1121,2019,/league/game/2019-06-29-NY-MTL,"Sat, 6/29 6:00 PM EDT Montreal",Montreal Royal,New York Empire,19,22,2019-06-29,6:00 PM EDT,Montreal,13,1121
1122,2019,/league/game/2019-06-29-IND-PIT,"Sat, 6/29 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,Indianapolis AlleyCats,20,23,2019-06-29,6:00 PM EDT,Pittsburgh,13,1122
1123,2019,/league/game/2019-06-29-DET-MIN,"Sat, 6/29 6:00 PM CDT Minnesota",Minnesota Wind Chill,Detroit Mechanix,27,12,2019-06-29,6:00 PM CDT,Minnesota,13,1123
1124,2019,/league/game/2019-06-29-SEA-SD,"Sat, 6/29 6:30 PM PDT San Diego",San Diego Growlers,Seattle Cascades,26,25,2019-06-29,6:30 PM PDT,San Diego,13,1124
1125,2019,/league/game/2019-06-29-ATL-DAL,"Sat, 6/29 7:00 PM CDT Dallas",Dallas Roughnecks,Atlanta Hustle,18,15,2019-06-29,7:00 PM CDT,Dallas,13,1125
1126,2019,/league/game/2019-06-29-RAL-TB,"Sat, 6/29 7:30 PM EDT Tampa Bay",Tampa Bay Cannons,Raleigh Flyers,20,22,2019-06-29,7:30 PM EDT,Tampa Bay,13,1126
1127,2019,/league/game/2019-06-30-NY-OTT,"Sun, 6/30 2:00 PM EDT Ottawa",Ottawa Outlaws,New York Empire,23,27,2019-06-30,2:00 PM EDT,Ottawa,13,1130
1128,2019,/league/game/2019-06-30-SEA-LA,"Sun, 6/30 1:30 PM PDT LA",Los Angeles Aviators,Seattle Cascades,27,14,2019-06-30,1:30 PM PDT,LA,13,1129
1129,2019,/league/game/2019-06-30-ATL-AUS,"Sun, 6/30 1:00 PM CDT Austin",Austin Sol,Atlanta Hustle,21,22,2019-06-30,1:00 PM CDT,Austin,13,1127
1130,2019,/league/game/2019-06-30-DET-CHI,"Sun, 6/30 1:00 PM CDT Chicago",Chicago Wildfire,Detroit Mechanix,12,6,2019-06-30,1:00 PM CDT,Chicago,13,1128
1131,2019,/league/game/2019-07-04-OTT-MTL,"Thu, 7/4 7:00 PM EDT Montreal",Montreal Royal,Ottawa Outlaws,25,22,2019-07-04,7:00 PM EDT,Montreal,14,1131
1132,2019,/league/game/2019-07-05-DAL-RAL,"Fri, 7/5 7:00 PM EDT Raleigh",Raleigh Flyers,Dallas Roughnecks,22,15,2019-07-05,7:00 PM EDT,Raleigh,14,1132
1133,2019,/league/game/2019-07-06-SD-SJ,"Sat, 7/6 7:00 PM PDT San Jose",San Jose Spiders,San Diego Growlers,20,26,2019-07-06,7:00 PM PDT,San Jose,14,1140
1134,2019,/league/game/2019-07-06-DAL-ATL,"Sat, 7/6 7:00 PM EDT Atlanta",Atlanta Hustle,Dallas Roughnecks,23,19,2019-07-06,7:00 PM EDT,Atlanta,14,1139
1135,2019,/league/game/2019-07-06-CHI-IND,"Sat, 7/6 7:00 PM EDT Indianapolis",Indianapolis AlleyCats,Chicago Wildfire,24,21,2019-07-06,7:00 PM EDT,Indianapolis,14,1138
1136,2019,/league/game/2019-07-06-LA-SEA,"Sat, 7/6 6:00 PM PDT Seattle",Seattle Cascades,Los Angeles Aviators,23,31,2019-07-06,6:00 PM PDT,Seattle,14,1137
1137,2019,/league/game/2019-07-06-NY-PHI,"Sat, 7/6 6:00 PM EDT Philadelphia",Philadelphia Phoenix,New York Empire,20,22,2019-07-06,6:00 PM EDT,Philadelphia,14,1135
1138,2019,/league/game/2019-07-06-DC-TOR,"Sat, 7/6 4:00 PM EDT Toronto",Toronto Rush,DC Breeze,26,21,2019-07-06,4:00 PM EDT,Toronto,14,1134
1139,2019,/league/game/2019-07-06-PIT-DET,"Sat, 7/6 4:00 PM EDT Detroit",Detroit Mechanix,Pittsburgh Thunderbirds,23,24,2019-07-06,4:00 PM EDT,Detroit,14,1133
1140,2019,/league/game/2019-07-06-MIN-MAD,"Sat, 7/6 6:00 PM CDT Madison",Madison Radicals,Minnesota Wind Chill,22,17,2019-07-06,6:00 PM CDT,Madison,14,1136
1141,2019,/league/game/2019-07-13-PIT-CHI,"Sat, 7/13 6:00 PM CDT Chicago",Chicago Wildfire,Pittsburgh Thunderbirds,16,29,2019-07-13,6:00 PM CDT,Chicago,15,1141
1142,2019,/league/game/2019-07-13-PHI-OTT,"Sat, 7/13 6:00 PM EDT Ottawa",Ottawa Outlaws,Philadelphia Phoenix,20,19,2019-07-13,6:00 PM EDT,Ottawa,15,1142
1143,2019,/league/game/2019-07-13-TB-RAL,"Sat, 7/13 7:00 PM EDT Raleigh",Raleigh Flyers,Tampa Bay Cannons,25,24,2019-07-13,7:00 PM EDT,Raleigh,15,1143
1144,2019,/league/game/2019-07-14-PHI-MTL,"Sun, 7/14 3:00 PM EDT Montreal",Montreal Royal,Philadelphia Phoenix,20,21,2019-07-14,3:00 PM EDT,Montreal,15,1145
1145,2019,/league/game/2019-07-14-DET-MAD,"Sun, 7/14 12:00 PM CDT Madison",Madison Radicals,Detroit Mechanix,33,9,2019-07-14,12:00 PM CDT,Madison,15,1144
1146,2019,/league/game/2019-07-14-PIT-IND,"Sun, 7/14 4:00 PM EDT Indianapolis",Indianapolis AlleyCats,Pittsburgh Thunderbirds,17,25,2019-07-14,4:00 PM EDT,Indianapolis,15,1146
