,Year,Matchup Link,Date Location,Home Team,Away Team,Home Team Score,Away Team Score,Date,Time,City,Week,UniversalGameID
0,2012,/league/game/2012-04-14-IND-CLB,"Sat, 4/14 7:00 PM CDT Columbus",Columbus Cranes,Indianapolis AlleyCats,22,21,2012-04-14,7:00 PM CDT,Columbus,1,0
1,2012,/league/game/2012-04-14-ROC-PHS,"Sat, 4/14 7:00 PM CDT Philadelphia",Philadelphia Spinners,Rochester Dragons,26,14,2012-04-14,7:00 PM CDT,Philadelphia,1,1
2,2012,/league/game/2012-04-14-DET-CIN,"Sat, 4/14 7:00 PM CDT Cincinnati",Cincinnati Revolution,Detroit Mechanix,19,17,2012-04-14,7:00 PM CDT,Cincinnati,1,2
3,2012,/league/game/2012-04-14-CON-RIR,"Sat, 4/14 7:00 PM CDT Rhode Island",Rhode Island Rampage,Connecticut Constitution,23,29,2012-04-14,7:00 PM CDT,Rhode Island,1,3
4,2012,/league/game/2012-04-21-RIR-CLB,"Sat, 4/21 7:00 PM CDT Columbus",Columbus Cranes,Rhode Island Rampage,19,22,2012-04-21,7:00 PM CDT,Columbus,2,4
5,2012,/league/game/2012-04-21-CIN-IND,"Sat, 4/21 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,Cincinnati Revolution,18,20,2012-04-21,7:00 PM CDT,Indianapolis,2,5
6,2012,/league/game/2012-04-21-CON-PHS,"Sat, 4/21 7:00 PM CDT Philadelphia",Philadelphia Spinners,Connecticut Constitution,22,16,2012-04-21,7:00 PM CDT,Philadelphia,2,6
7,2012,/league/game/2012-04-22-RIR-DET,"Sun, 4/22 7:00 PM CDT Detroit",Detroit Mechanix,Rhode Island Rampage,24,26,2012-04-22,7:00 PM CDT,Detroit,2,7
8,2012,/league/game/2012-04-28-CLB-CIN,"Sat, 4/28 7:00 PM CDT Cincinnati",Cincinnati Revolution,Columbus Cranes,12,8,2012-04-28,7:00 PM CDT,Cincinnati,3,9
9,2012,/league/game/2012-04-28-PHS-RIR,"Sat, 4/28 7:00 PM CDT Rhode Island",Rhode Island Rampage,Philadelphia Spinners,22,30,2012-04-28,7:00 PM CDT,Rhode Island,3,8
10,2012,/league/game/2012-04-29-ROC-DET,"Sun, 4/29 7:00 PM CDT Detroit",Detroit Mechanix,Rochester Dragons,26,22,2012-04-29,7:00 PM CDT,Detroit,3,10
11,2012,/league/game/2012-05-05-DET-IND,"Sat, 5/5 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,Detroit Mechanix,22,13,2012-05-05,7:00 PM CDT,Indianapolis,4,11
12,2012,/league/game/2012-05-05-PHS-CON,"Sat, 5/5 7:00 PM CDT Connecticut",Connecticut Constitution,Philadelphia Spinners,29,23,2012-05-05,7:00 PM CDT,Connecticut,4,12
13,2012,/league/game/2012-05-05-ROC-RIR,"Sat, 5/5 7:00 PM CDT Rhode Island",Rhode Island Rampage,Rochester Dragons,20,19,2012-05-05,7:00 PM CDT,Rhode Island,4,13
14,2012,/league/game/2012-05-06-DET-CLB,"Sun, 5/6 7:00 PM CDT Columbus",Columbus Cranes,Detroit Mechanix,26,20,2012-05-06,7:00 PM CDT,Columbus,4,14
15,2012,/league/game/2012-05-12-CIN-DET,"Sat, 5/12 7:00 PM CDT Detroit",Detroit Mechanix,Cincinnati Revolution,21,19,2012-05-12,7:00 PM CDT,Detroit,5,18
16,2012,/league/game/2012-05-12-RIR-PHS,"Sat, 5/12 7:00 PM CDT Philadelphia",Philadelphia Spinners,Rhode Island Rampage,24,18,2012-05-12,7:00 PM CDT,Philadelphia,5,17
17,2012,/league/game/2012-05-12-IND-CLB,"Sat, 5/12 7:00 PM CDT Columbus",Columbus Cranes,Indianapolis AlleyCats,37,29,2012-05-12,7:00 PM CDT,Columbus,5,16
18,2012,/league/game/2012-05-12-ROC-CON,"Sat, 5/12 7:00 PM CDT Connecticut",Connecticut Constitution,Rochester Dragons,30,15,2012-05-12,7:00 PM CDT,Connecticut,5,15
19,2012,/league/game/2012-05-19-DET-IND,"Sat, 5/19 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,Detroit Mechanix,20,18,2012-05-19,7:00 PM CDT,Indianapolis,6,19
20,2012,/league/game/2012-05-19-RIR-CON,"Sat, 5/19 7:00 PM CDT Connecticut",Connecticut Constitution,Rhode Island Rampage,22,20,2012-05-19,7:00 PM CDT,Connecticut,6,20
21,2012,/league/game/2012-05-20-RIR-ROC,"Sun, 5/20 7:00 PM CDT Rochester",Rochester Dragons,Rhode Island Rampage,21,23,2012-05-20,7:00 PM CDT,Rochester,6,21
22,2012,/league/game/2012-05-20-IND-CIN,"Sun, 5/20 7:00 PM CDT Cincinnati",Cincinnati Revolution,Indianapolis AlleyCats,18,19,2012-05-20,7:00 PM CDT,Cincinnati,6,22
23,2012,/league/game/2012-05-26-CLB-CON,"Sat, 5/26 7:00 PM CDT Connecticut",Connecticut Constitution,Columbus Cranes,28,21,2012-05-26,7:00 PM CDT,Connecticut,7,23
24,2012,/league/game/2012-05-26-IND-DET,"Sat, 5/26 7:00 PM CDT Detroit",Detroit Mechanix,Indianapolis AlleyCats,21,28,2012-05-26,7:00 PM CDT,Detroit,7,24
25,2012,/league/game/2012-05-26-CIN-RIR,"Sat, 5/26 7:00 PM CDT Rhode Island",Rhode Island Rampage,Cincinnati Revolution,21,20,2012-05-26,7:00 PM CDT,Rhode Island,7,25
26,2012,/league/game/2012-05-27-CLB-PHS,"Sun, 5/27 7:00 PM CDT Philadelphia",Philadelphia Spinners,Columbus Cranes,23,20,2012-05-27,7:00 PM CDT,Philadelphia,7,26
27,2012,/league/game/2012-05-27-CIN-ROC,"Sun, 5/27 7:00 PM CDT Rochester",Rochester Dragons,Cincinnati Revolution,24,25,2012-05-27,7:00 PM CDT,Rochester,7,27
28,2012,/league/game/2012-06-02-CON-ROC,"Sat, 6/2 7:00 PM CDT Rochester",Rochester Dragons,Connecticut Constitution,13,17,2012-06-02,7:00 PM CDT,Rochester,8,28
29,2012,/league/game/2012-06-02-CLB-DET,"Sat, 6/2 7:00 PM CDT Detroit",Detroit Mechanix,Columbus Cranes,24,21,2012-06-02,7:00 PM CDT,Detroit,8,29
30,2012,/league/game/2012-06-02-CIN-IND,"Sat, 6/2 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,Cincinnati Revolution,20,18,2012-06-02,7:00 PM CDT,Indianapolis,8,30
31,2012,/league/game/2012-06-09-ROC-PHS,"Sat, 6/9 7:00 PM CDT Philadelphia",Philadelphia Spinners,Rochester Dragons,33,16,2012-06-09,7:00 PM CDT,Philadelphia,9,31
32,2012,/league/game/2012-06-09-RIR-CON,"Sat, 6/9 7:00 PM CDT Connecticut",Connecticut Constitution,Rhode Island Rampage,24,18,2012-06-09,7:00 PM CDT,Connecticut,9,32
33,2012,/league/game/2012-06-16-PHS-CON,"Sat, 6/16 7:00 PM CDT Connecticut",Connecticut Constitution,Philadelphia Spinners,19,29,2012-06-16,7:00 PM CDT,Connecticut,10,35
34,2012,/league/game/2012-06-16-IND-ROC,"Sat, 6/16 7:00 PM CDT Rochester",Rochester Dragons,Indianapolis AlleyCats,21,26,2012-06-16,7:00 PM CDT,Rochester,10,33
35,2012,/league/game/2012-06-16-CIN-CLB,"Sat, 6/16 7:00 PM CDT Columbus",Columbus Cranes,Cincinnati Revolution,23,20,2012-06-16,7:00 PM CDT,Columbus,10,34
36,2012,/league/game/2012-06-17-IND-DET,"Sun, 6/17 7:00 PM CDT Detroit",Detroit Mechanix,Indianapolis AlleyCats,23,21,2012-06-17,7:00 PM CDT,Detroit,10,36
37,2012,/league/game/2012-06-23-PHS-ROC,"Sat, 6/23 7:00 PM CDT Rochester",Rochester Dragons,Philadelphia Spinners,18,29,2012-06-23,7:00 PM CDT,Rochester,11,37
38,2012,/league/game/2012-06-23-DET-CLB,"Sat, 6/23 7:00 PM CDT Columbus",Columbus Cranes,Detroit Mechanix,30,25,2012-06-23,7:00 PM CDT,Columbus,11,38
39,2012,/league/game/2012-06-23-CON-RIR,"Sat, 6/23 7:00 PM CDT Rhode Island",Rhode Island Rampage,Connecticut Constitution,11,12,2012-06-23,7:00 PM CDT,Rhode Island,11,39
40,2012,/league/game/2012-06-23-IND-CIN,"Sat, 6/23 7:00 PM CDT Cincinnati",Cincinnati Revolution,Indianapolis AlleyCats,17,13,2012-06-23,7:00 PM CDT,Cincinnati,11,40
41,2012,/league/game/2012-06-24-CLB-IND,"Sun, 6/24 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,Columbus Cranes,22,20,2012-06-24,7:00 PM CDT,Indianapolis,11,42
42,2012,/league/game/2012-06-24-CON-PHS,"Sun, 6/24 7:00 PM CDT Philadelphia",Philadelphia Spinners,Connecticut Constitution,24,20,2012-06-24,7:00 PM CDT,Philadelphia,11,43
43,2012,/league/game/2012-06-24-DET-CIN,"Sun, 6/24 7:00 PM CDT Cincinnati",Cincinnati Revolution,Detroit Mechanix,27,25,2012-06-24,7:00 PM CDT,Cincinnati,11,41
44,2012,/league/game/2012-06-30-ROC-CON,"Sat, 6/30 7:00 PM CDT Connecticut",Connecticut Constitution,Rochester Dragons,19,21,2012-06-30,7:00 PM CDT,Connecticut,12,44
45,2012,/league/game/2012-06-30-CLB-CIN,"Sat, 6/30 7:00 PM CDT Cincinnati",Cincinnati Revolution,Columbus Cranes,10,0,2012-06-30,7:00 PM CDT,Cincinnati,12,45
46,2012,/league/game/2012-06-30-DET-PHS,"Sat, 6/30 7:00 PM CDT Philadelphia",Philadelphia Spinners,Detroit Mechanix,22,23,2012-06-30,7:00 PM CDT,Philadelphia,12,46
47,2012,/league/game/2012-07-01-RIR-ROC,"Sun, 7/1 7:00 PM CDT Rochester",Rochester Dragons,Rhode Island Rampage,24,15,2012-07-01,7:00 PM CDT,Rochester,12,47
48,2012,/league/game/2012-07-07-CON-CIN,"Sat, 7/7 7:00 PM CDT Cincinnati",Cincinnati Revolution,Connecticut Constitution,10,0,2012-07-07,7:00 PM CDT,Cincinnati,13,48
49,2012,/league/game/2012-07-07-ROC-CLB,"Sat, 7/7 7:00 PM CDT Columbus",Columbus Cranes,Rochester Dragons,0,10,2012-07-07,7:00 PM CDT,Columbus,13,49
50,2012,/league/game/2012-07-08-PHS-ROC,"Sun, 7/8 7:00 PM CDT Rochester",Rochester Dragons,Philadelphia Spinners,13,35,2012-07-08,7:00 PM CDT,Rochester,13,52
51,2012,/league/game/2012-07-08-CON-IND,"Sun, 7/8 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,Connecticut Constitution,10,0,2012-07-08,7:00 PM CDT,Indianapolis,13,51
52,2012,/league/game/2012-07-08-CLB-DET,"Sun, 7/8 7:00 PM CDT Detroit",Detroit Mechanix,Columbus Cranes,27,26,2012-07-08,7:00 PM CDT,Detroit,13,50
53,2012,/league/game/2012-07-14-DET-CON,"Sat, 7/14 7:00 PM CDT Connecticut",Connecticut Constitution,Detroit Mechanix,0,10,2012-07-14,7:00 PM CDT,Connecticut,14,53
54,2012,/league/game/2012-07-14-ROC-RIR,"Sat, 7/14 7:00 PM CDT Rhode Island",Rhode Island Rampage,Rochester Dragons,27,21,2012-07-14,7:00 PM CDT,Rhode Island,14,54
55,2012,/league/game/2012-07-14-PHS-IND,"Sat, 7/14 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,Philadelphia Spinners,16,19,2012-07-14,7:00 PM CDT,Indianapolis,14,55
56,2012,/league/game/2012-07-15-PHS-CIN,"Sun, 7/15 7:00 PM CDT Cincinnati",Cincinnati Revolution,Philadelphia Spinners,17,27,2012-07-15,7:00 PM CDT,Cincinnati,14,56
57,2012,/league/game/2012-07-15-CLB-IND,"Sun, 7/15 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,Columbus Cranes,20,25,2012-07-15,7:00 PM CDT,Indianapolis,14,57
58,2012,/league/game/2012-07-21-CON-ROC,"Sat, 7/21 7:00 PM CDT Rochester",Rochester Dragons,Connecticut Constitution,10,0,2012-07-21,7:00 PM CDT,Rochester,15,58
59,2012,/league/game/2012-07-21-RIR-PHS,"Sat, 7/21 7:00 PM CDT Philadelphia",Philadelphia Spinners,Rhode Island Rampage,29,20,2012-07-21,7:00 PM CDT,Philadelphia,15,59
60,2012,/league/game/2012-07-21-CIN-DET,"Sat, 7/21 7:00 PM CDT Detroit",Detroit Mechanix,Cincinnati Revolution,20,22,2012-07-21,7:00 PM CDT,Detroit,15,60
61,2012,/league/game/2012-07-22-CIN-CLB,"Sun, 7/22 7:00 PM CDT Columbus",Columbus Cranes,Cincinnati Revolution,19,17,2012-07-22,7:00 PM CDT,Columbus,15,61
62,2012,/league/game/2012-07-28-CIN-IND,"Sat, 7/28 7:00 PM CDT",Indianapolis AlleyCats,Cincinnati Revolution,24,20,2012-07-28,7:00 PM CDT,,16,62
63,2012,/league/game/2012-08-05-RIR-PHS,"Sun, 8/5 7:00 PM CDT",Philadelphia Spinners,Rhode Island Rampage,35,21,2012-08-05,7:00 PM CDT,,17,63
64,2012,/league/game/2012-08-11-IND-PHS,"Sat, 8/11 7:00 PM CDT",Philadelphia Spinners,Indianapolis AlleyCats,29,22,2012-08-11,7:00 PM CDT,,18,64
65,2013,/league/game/2013-04-12-CHI-CIN,"Fri, 4/12 7:30 PM CDT Cincinnati",Cincinnati Revolution,Chicago Wildfire,15,26,2013-04-12,7:30 PM CDT,Cincinnati,1,65
66,2013,/league/game/2013-04-13-IND-DET,"Sat, 4/13 7:00 PM CDT Detroit",Detroit Mechanix,Indianapolis AlleyCats,24,30,2013-04-13,7:00 PM CDT,Detroit,1,66
67,2013,/league/game/2013-04-20-MIN-IND,"Sat, 4/20 7:30 PM CDT Indianapolis",Indianapolis AlleyCats,Minnesota Wind Chill,25,34,2013-04-20,7:30 PM CDT,Indianapolis,2,69
68,2013,/league/game/2013-04-20-MAD-CHI,"Sat, 4/20 8:00 PM CDT Chicago",Chicago Wildfire,Madison Radicals,21,22,2013-04-20,8:00 PM CDT,Chicago,2,70
69,2013,/league/game/2013-04-20-TOR-DC,"Sat, 4/20 1:00 PM CDT DC",DC Breeze,Toronto Rush,13,30,2013-04-20,1:00 PM CDT,DC,2,67
70,2013,/league/game/2013-04-20-ROC-NY,"Sat, 4/20 7:00 PM CDT New York",New York Empire,Rochester Dragons,23,14,2013-04-20,7:00 PM CDT,New York,2,68
71,2013,/league/game/2013-04-21-TOR-PHI,"Sun, 4/21 1:00 PM CDT Philadelphia",Philadelphia Phoenix,Toronto Rush,25,26,2013-04-21,1:00 PM CDT,Philadelphia,2,71
72,2013,/league/game/2013-04-21-MIN-CIN,"Sun, 4/21 2:30 PM CDT Cincinnati",Cincinnati Revolution,Minnesota Wind Chill,22,21,2013-04-21,2:30 PM CDT,Cincinnati,2,72
73,2013,/league/game/2013-04-21-ROC-NJH,"Sun, 4/21 4:00 PM CDT New Jersey",New Jersey Hammerheads,Rochester Dragons,28,13,2013-04-21,4:00 PM CDT,New Jersey,2,73
74,2013,/league/game/2013-04-21-MAD-DET,"Sun, 4/21 5:00 PM CDT Detroit",Detroit Mechanix,Madison Radicals,25,24,2013-04-21,5:00 PM CDT,Detroit,2,74
75,2013,/league/game/2013-04-27-ROC-PHI,"Sat, 4/27 12:00 PM CDT Philadelphia",Philadelphia Phoenix,Rochester Dragons,26,14,2013-04-27,12:00 PM CDT,Philadelphia,3,75
76,2013,/league/game/2013-04-27-TOR-NY,"Sat, 4/27 6:00 PM CDT New York",New York Empire,Toronto Rush,14,22,2013-04-27,6:00 PM CDT,New York,3,76
77,2013,/league/game/2013-04-27-CHI-IND,"Sat, 4/27 7:30 PM CDT Indianapolis",Indianapolis AlleyCats,Chicago Wildfire,15,25,2013-04-27,7:30 PM CDT,Indianapolis,3,77
78,2013,/league/game/2013-04-27-DET-CIN,"Sat, 4/27 7:30 PM CDT Cincinnati",Cincinnati Revolution,Detroit Mechanix,11,15,2013-04-27,7:30 PM CDT,Cincinnati,3,78
79,2013,/league/game/2013-04-27-MAD-MIN,"Sat, 4/27 8:00 PM CDT Minnesota",Minnesota Wind Chill,Madison Radicals,20,22,2013-04-27,8:00 PM CDT,Minnesota,3,79
80,2013,/league/game/2013-04-28-ROC-DC,"Sun, 4/28 3:00 PM CDT DC",DC Breeze,Rochester Dragons,26,25,2013-04-28,3:00 PM CDT,DC,3,80
81,2013,/league/game/2013-04-28-TOR-NJH,"Sun, 4/28 4:00 PM CDT New Jersey",New Jersey Hammerheads,Toronto Rush,19,29,2013-04-28,4:00 PM CDT,New Jersey,3,81
82,2013,/league/game/2013-04-28-CIN-CHI,"Sun, 4/28 4:00 PM CDT Chicago",Chicago Wildfire,Cincinnati Revolution,23,16,2013-04-28,4:00 PM CDT,Chicago,3,82
83,2013,/league/game/2013-05-03-MIN-MAD,"Fri, 5/3 8:00 PM CDT Madison",Madison Radicals,Minnesota Wind Chill,19,15,2013-05-03,8:00 PM CDT,Madison,4,83
84,2013,/league/game/2013-05-04-NJH-TOR,"Sat, 5/4 7:00 PM CDT Toronto",Toronto Rush,New Jersey Hammerheads,31,18,2013-05-04,7:00 PM CDT,Toronto,4,86
85,2013,/league/game/2013-05-04-IND-CHI,"Sat, 5/4 8:00 PM CDT Chicago",Chicago Wildfire,Indianapolis AlleyCats,25,17,2013-05-04,8:00 PM CDT,Chicago,4,87
86,2013,/league/game/2013-05-04-MIN-DET,"Sat, 5/4 3:30 PM CDT Detroit",Detroit Mechanix,Minnesota Wind Chill,22,16,2013-05-04,3:30 PM CDT,Detroit,4,84
87,2013,/league/game/2013-05-04-DC-NY,"Sat, 5/4 5:00 PM CDT New York",New York Empire,DC Breeze,25,11,2013-05-04,5:00 PM CDT,New York,4,85
88,2013,/league/game/2013-05-05-DC-PHI,"Sun, 5/5 1:00 PM CDT Philadelphia",Philadelphia Phoenix,DC Breeze,23,18,2013-05-05,1:00 PM CDT,Philadelphia,4,88
89,2013,/league/game/2013-05-05-CIN-DET,"Sun, 5/5 2:00 PM CDT Detroit",Detroit Mechanix,Cincinnati Revolution,22,23,2013-05-05,2:00 PM CDT,Detroit,4,89
90,2013,/league/game/2013-05-05-NJH-ROC,"Sun, 5/5 2:00 PM CDT Rochester",Rochester Dragons,New Jersey Hammerheads,20,15,2013-05-05,2:00 PM CDT,Rochester,4,90
91,2013,/league/game/2013-05-11-NY-ROC,"Sat, 5/11 7:00 PM CDT Rochester",Rochester Dragons,New York Empire,21,20,2013-05-11,7:00 PM CDT,Rochester,5,91
92,2013,/league/game/2013-05-11-CHI-MIN,"Sat, 5/11 8:00 PM CDT Minnesota",Minnesota Wind Chill,Chicago Wildfire,15,18,2013-05-11,8:00 PM CDT,Minnesota,5,92
93,2013,/league/game/2013-05-12-NY-TOR,"Sun, 5/12 4:00 PM CDT Toronto",Toronto Rush,New York Empire,16,9,2013-05-12,4:00 PM CDT,Toronto,5,96
94,2013,/league/game/2013-05-12-CHI-MAD,"Sun, 5/12 4:00 PM CDT Madison",Madison Radicals,Chicago Wildfire,15,16,2013-05-12,4:00 PM CDT,Madison,5,95
95,2013,/league/game/2013-05-12-DET-CIN,"Sun, 5/12 2:30 PM CDT Cincinnati",Cincinnati Revolution,Detroit Mechanix,17,10,2013-05-12,2:30 PM CDT,Cincinnati,5,93
96,2013,/league/game/2013-05-12-NJH-DC,"Sun, 5/12 3:00 PM CDT DC",DC Breeze,New Jersey Hammerheads,18,13,2013-05-12,3:00 PM CDT,DC,5,94
97,2013,/league/game/2013-05-18-PHI-DC,"Sat, 5/18 1:00 PM CDT DC",DC Breeze,Philadelphia Phoenix,17,18,2013-05-18,1:00 PM CDT,DC,6,97
98,2013,/league/game/2013-05-18-DET-MIN,"Sat, 5/18 3:00 PM CDT Minnesota",Minnesota Wind Chill,Detroit Mechanix,20,6,2013-05-18,3:00 PM CDT,Minnesota,6,98
99,2013,/league/game/2013-05-18-NY-NJH,"Sat, 5/18 7:00 PM CDT New Jersey",New Jersey Hammerheads,New York Empire,16,24,2013-05-18,7:00 PM CDT,New Jersey,6,99
100,2013,/league/game/2013-05-18-TOR-ROC,"Sat, 5/18 7:00 PM CDT Rochester",Rochester Dragons,Toronto Rush,21,28,2013-05-18,7:00 PM CDT,Rochester,6,100
101,2013,/league/game/2013-05-18-CIN-IND,"Sat, 5/18 7:30 PM CDT Indianapolis",Indianapolis AlleyCats,Cincinnati Revolution,28,21,2013-05-18,7:30 PM CDT,Indianapolis,6,101
102,2013,/league/game/2013-05-18-DET-MAD,"Sat, 5/18 8:00 PM CDT Madison",Madison Radicals,Detroit Mechanix,26,16,2013-05-18,8:00 PM CDT,Madison,6,102
103,2013,/league/game/2013-05-24-MIN-MAD,"Fri, 5/24 8:00 PM CDT Madison",Madison Radicals,Minnesota Wind Chill,27,23,2013-05-24,8:00 PM CDT,Madison,7,103
104,2013,/league/game/2013-05-25-IND-CIN,"Sat, 5/25 7:30 PM CDT Cincinnati",Cincinnati Revolution,Indianapolis AlleyCats,21,27,2013-05-25,7:30 PM CDT,Cincinnati,7,107
105,2013,/league/game/2013-05-25-PHI-NJH,"Sat, 5/25 7:00 PM CDT New Jersey",New Jersey Hammerheads,Philadelphia Phoenix,15,20,2013-05-25,7:00 PM CDT,New Jersey,7,106
106,2013,/league/game/2013-05-25-ROC-DC,"Sat, 5/25 1:00 PM CDT DC",DC Breeze,Rochester Dragons,14,16,2013-05-25,1:00 PM CDT,DC,7,104
107,2013,/league/game/2013-05-25-CHI-DET,"Sat, 5/25 7:00 PM CDT Detroit",Detroit Mechanix,Chicago Wildfire,19,23,2013-05-25,7:00 PM CDT,Detroit,7,105
108,2013,/league/game/2013-05-26-ROC-PHI,"Sun, 5/26 1:00 PM CDT Philadelphia",Philadelphia Phoenix,Rochester Dragons,17,16,2013-05-26,1:00 PM CDT,Philadelphia,7,108
109,2013,/league/game/2013-05-26-IND-CIN,"Sun, 5/26 2:30 PM CDT Cincinnati",Cincinnati Revolution,Indianapolis AlleyCats,19,23,2013-05-26,2:30 PM CDT,Cincinnati,7,109
110,2013,/league/game/2013-06-01-PHI-TOR,"Sat, 6/1 4:00 PM CDT Toronto",Toronto Rush,Philadelphia Phoenix,28,18,2013-06-01,4:00 PM CDT,Toronto,8,110
111,2013,/league/game/2013-06-01-DC-NJH,"Sat, 6/1 7:00 PM CDT New Jersey",New Jersey Hammerheads,DC Breeze,20,22,2013-06-01,7:00 PM CDT,New Jersey,8,111
112,2013,/league/game/2013-06-01-CIN-MIN,"Sat, 6/1 8:00 PM CDT Minnesota",Minnesota Wind Chill,Cincinnati Revolution,26,9,2013-06-01,8:00 PM CDT,Minnesota,8,112
113,2013,/league/game/2013-06-02-PHI-ROC,"Sun, 6/2 2:00 PM CDT Rochester",Rochester Dragons,Philadelphia Phoenix,14,12,2013-06-02,2:00 PM CDT,Rochester,8,113
114,2013,/league/game/2013-06-02-DC-NY,"Sun, 6/2 3:00 PM CDT New York",New York Empire,DC Breeze,23,13,2013-06-02,3:00 PM CDT,New York,8,114
115,2013,/league/game/2013-06-02-CIN-MAD,"Sun, 6/2 4:00 PM CDT Madison",Madison Radicals,Cincinnati Revolution,26,20,2013-06-02,4:00 PM CDT,Madison,8,115
116,2013,/league/game/2013-06-02-CHI-IND,"Sun, 6/2 7:30 PM CDT Indianapolis",Indianapolis AlleyCats,Chicago Wildfire,22,26,2013-06-02,7:30 PM CDT,Indianapolis,8,116
117,2013,/league/game/2013-06-07-MAD-MIN,"Fri, 6/7 8:00 PM CDT Minnesota",Minnesota Wind Chill,Madison Radicals,24,25,2013-06-07,8:00 PM CDT,Minnesota,9,117
118,2013,/league/game/2013-06-08-DC-PHI,"Sat, 6/8 3:30 PM CDT Philadelphia",Philadelphia Phoenix,DC Breeze,31,27,2013-06-08,3:30 PM CDT,Philadelphia,9,118
119,2013,/league/game/2013-06-08-NJH-ROC,"Sat, 6/8 7:00 PM CDT Rochester",Rochester Dragons,New Jersey Hammerheads,26,20,2013-06-08,7:00 PM CDT,Rochester,9,119
120,2013,/league/game/2013-06-08-DET-CHI,"Sat, 6/8 8:00 PM CDT Chicago",Chicago Wildfire,Detroit Mechanix,21,9,2013-06-08,8:00 PM CDT,Chicago,9,120
121,2013,/league/game/2013-06-09-DET-IND,"Sun, 6/9 7:30 PM CDT Indianapolis",Indianapolis AlleyCats,Detroit Mechanix,27,23,2013-06-09,7:30 PM CDT,Indianapolis,9,123
122,2013,/league/game/2013-06-09-PHI-NY,"Sun, 6/9 5:00 PM CDT New York",New York Empire,Philadelphia Phoenix,19,18,2013-06-09,5:00 PM CDT,New York,9,122
123,2013,/league/game/2013-06-09-NJH-TOR,"Sun, 6/9 2:00 PM CDT Toronto",Toronto Rush,New Jersey Hammerheads,33,15,2013-06-09,2:00 PM CDT,Toronto,9,121
124,2013,/league/game/2013-06-15-NY-PHI,"Sat, 6/15 3:30 PM CDT Philadelphia",Philadelphia Phoenix,New York Empire,17,21,2013-06-15,3:30 PM CDT,Philadelphia,10,124
125,2013,/league/game/2013-06-15-MAD-CIN,"Sat, 6/15 7:30 PM CDT Cincinnati",Cincinnati Revolution,Madison Radicals,23,21,2013-06-15,7:30 PM CDT,Cincinnati,10,125
126,2013,/league/game/2013-06-15-MIN-CHI,"Sat, 6/15 8:00 PM CDT Chicago",Chicago Wildfire,Minnesota Wind Chill,26,25,2013-06-15,8:00 PM CDT,Chicago,10,126
127,2013,/league/game/2013-06-16-ROC-TOR,"Sun, 6/16 2:00 PM CDT Toronto",Toronto Rush,Rochester Dragons,25,22,2013-06-16,2:00 PM CDT,Toronto,10,127
128,2013,/league/game/2013-06-16-NY-DC,"Sun, 6/16 3:00 PM CDT DC",DC Breeze,New York Empire,16,19,2013-06-16,3:00 PM CDT,DC,10,128
129,2013,/league/game/2013-06-16-PHI-NJH,"Sun, 6/16 4:00 PM CDT New Jersey",New Jersey Hammerheads,Philadelphia Phoenix,17,21,2013-06-16,4:00 PM CDT,New Jersey,10,129
130,2013,/league/game/2013-06-16-MAD-IND,"Sun, 6/16 7:30 PM CDT Indianapolis",Indianapolis AlleyCats,Madison Radicals,22,24,2013-06-16,7:30 PM CDT,Indianapolis,10,130
131,2013,/league/game/2013-06-22-CHI-DET,"Sat, 6/22 4:00 PM CDT Detroit",Detroit Mechanix,Chicago Wildfire,26,34,2013-06-22,4:00 PM CDT,Detroit,11,131
132,2013,/league/game/2013-06-22-DC-TOR,"Sat, 6/22 4:00 PM CDT Toronto",Toronto Rush,DC Breeze,40,16,2013-06-22,4:00 PM CDT,Toronto,11,132
133,2013,/league/game/2013-06-22-PHI-NY,"Sat, 6/22 6:00 PM CDT New York",New York Empire,Philadelphia Phoenix,23,22,2013-06-22,6:00 PM CDT,New York,11,133
134,2013,/league/game/2013-06-22-IND-MAD,"Sat, 6/22 8:00 PM CDT Madison",Madison Radicals,Indianapolis AlleyCats,20,16,2013-06-22,8:00 PM CDT,Madison,11,134
135,2013,/league/game/2013-06-23-DC-ROC,"Sun, 6/23 2:00 PM CDT Rochester",Rochester Dragons,DC Breeze,24,20,2013-06-23,2:00 PM CDT,Rochester,11,135
136,2013,/league/game/2013-06-23-CHI-CIN,"Sun, 6/23 2:30 PM CDT Cincinnati",Cincinnati Revolution,Chicago Wildfire,17,20,2013-06-23,2:30 PM CDT,Cincinnati,11,136
137,2013,/league/game/2013-06-23-IND-MIN,"Sun, 6/23 3:00 PM CDT Minnesota",Minnesota Wind Chill,Indianapolis AlleyCats,21,29,2013-06-23,3:00 PM CDT,Minnesota,11,137
138,2013,/league/game/2013-06-23-NY-NJH,"Sun, 6/23 4:00 PM CDT New Jersey",New Jersey Hammerheads,New York Empire,21,18,2013-06-23,4:00 PM CDT,New Jersey,11,138
